,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
54447,Björn Försterling;Jörg Bode,Jörg Bode;Björn Försterling,https://kleineanfragen.de/niedersachsen/17/7442-anfaengerzahlen-und-numerus-clausus-an-studienseminaren,Anfängerzahlen und Numerus Clausus an Studienseminaren,minor,2017-02-17T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
54448,Jan-Christoph Oetjen;Dr. Stefan Birkner;Jörg Bode;Christian Grascha,Jörg Bode;Christian Grascha;Dr. Stefan Birkner;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7439-mehrfachregistrierungen-bei-asylverfahren,Mehrfachregistrierungen bei Asylverfahren?,minor,2017-02-17T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54449,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7444-medizinisch-psychologische-untersuchungen-als-sanktionsinstrument-im-fussball,Medizinisch-Psychologische Untersuchungen als Sanktionsinstrument im Fußball?,minor,2017-02-16T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54450,Karl-Heinz Bley,Karl-Heinz Bley,https://kleineanfragen.de/niedersachsen/17/7443-verlangt-4-asylblg-vom-arzt-eine-diagnose-ohne-untersuchung,Verlangt § 4 AsylbLG vom Arzt eine Diagnose ohne Untersuchung?,minor,2017-02-16T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54451,Dr. Stefan Birkner;Jörg Bode,Jörg Bode;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/7437-gab-es-eine-anweisung-an-die-mitarbeiter-im-niedersaechsischen-verfassungsschutz,Gab es eine Anweisung an die Mitarbeiter im niedersächsischen Verfassungsschutz?,minor,2017-02-16T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54452,Ulf Thiele,Ulf Thiele,https://kleineanfragen.de/niedersachsen/17/7441-aenderung-des-regionalen-raumordnungsprogramms-2006-fuer-den-landkreis-leer-aenderung-und-ergaenzung-des-sachlichen,Änderung des Regionalen Raumordnungsprogramms 2006 für den Landkreis Leer - Änderung und Ergänzung des sachlichen Teilabschnittes Windenergie,minor,2017-02-14T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54453,Martin Bäumer,Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/7440-polizeistation-glandorf,Polizeistation Glandorf,minor,2017-02-14T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54454,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7412-wie-gut-ist-die-niedersaechsische-polizei-ausgeruestet,Wie gut ist die niedersächsische Polizei ausgerüstet?,minor,2017-02-14T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54455,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Helge Limburg;Belit Onay,Belit Onay;Filiz Polat;Meta Janssen-Kucz;Helge Limburg;Julia Willie Hamburg,https://kleineanfragen.de/niedersachsen/17/7406-neu-rechte-straftaten-in-niedersachsen-im-vierten-quartal-2016,Rechte Straftaten in Niedersachsen im vierten Quartal 2016,minor,2017-02-14T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54456,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Helge Limburg;Belit Onay,Belit Onay;Filiz Polat;Meta Janssen-Kucz;Helge Limburg;Julia Willie Hamburg,https://kleineanfragen.de/niedersachsen/17/7406-rechte-straftaten-in-niedersachsen-im-vierten-quartal-2016,Rechte Straftaten in Niedersachsen im vierten Quartal 2016,minor,2017-02-14T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54457,Rainer Fredermann;Annette Schwarz,Rainer Fredermann;Annette Schwarz,https://kleineanfragen.de/niedersachsen/17/7405-welches-ausmass-haben-angriffe-auf-rettungskraefte-in-niedersachsen,Welches Ausmaß haben Angriffe auf Rettungskräfte in Niedersachsen?,minor,2017-02-14T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54458,Ernst-Ingolf Angermann;Martin Bäumer,Martin Bäumer;Ernst-Ingolf Angermann,https://kleineanfragen.de/niedersachsen/17/7404-wieder-mehr-schafe-in-niedersachsen-welche-zahlen-liegen-den-aeusserungen-niedersaechsischer-minister-zugrunde,Wieder mehr Schafe in Niedersachsen? Welche Zahlen liegen den Äußerungen niedersächsischer Minister zugrunde?,minor,2017-02-14T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54459,Ulf Thiele,Ulf Thiele,https://kleineanfragen.de/niedersachsen/17/7403-sturmflutschaeden-an-der-gaststaette-luv-up-in-jemgum,Sturmflutschäden an der Gaststätte „Luv Up“ in Jemgum,minor,2017-02-13T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54460,Ulf Thiele,Ulf Thiele,https://kleineanfragen.de/niedersachsen/17/7382-verklappung-von-baggergut-auf-den-klappstellen-p0-und-p3,Verklappung von Baggergut auf den Klappstellen P0 und P3,minor,2017-02-08T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54461,Christian Calderone;Clemens Große Macke;Hans-Heinrich Ehlen,Hans-Heinrich Ehlen;Clemens Große Macke;Christian Calderone,https://kleineanfragen.de/niedersachsen/17/7381-wie-foerdert-die-landesregierung-das-engagement-der-angler-und-fischereivereine,Wie fördert die Landesregierung das Engagement der Angler- und Fischereivereine?,minor,2017-02-08T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54462,Helge Limburg;Belit Onay;Meta Janssen-Kucz,Belit Onay;Helge Limburg;Meta Janssen-Kucz,https://kleineanfragen.de/niedersachsen/17/7392-ndr-16-000-niedersachsen-holen-sich-einen-waffenschein,NDR: „16 000 Niedersachsen holen sich einen Waffenschein“,minor,2017-02-07T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54463,Kai Seefried;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke,Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Kai Seefried,https://kleineanfragen.de/niedersachsen/17/7383-eingetragener-verein-verordnet-kutschenfuehrerschein,Eingetragener Verein verordnet Kutschenführerschein,minor,2017-02-07T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54464,Martin Bäumer;Dr. Hans-Joachim Deneke-Jöhrens;Christian Calderone;Helmut Dammann-Tamke,Christian Calderone;Dr. Hans-Joachim Deneke-Jöhrens;Martin Bäumer;Helmut Dammann-Tamke,https://kleineanfragen.de/niedersachsen/17/7380-reformbedarf-bei-biogasanlagen,Reformbedarf bei Biogasanlagen,minor,2017-02-07T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54465,Martin Bäumer;Lutz Winkelmann,Lutz Winkelmann;Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/7379-forstunfall-als-strafe-der-natur-teilt-die-landesregierung-die-ansichten-eines-gruenen-stadtratsmitgliedes-in,"Forstunfall als ""Strafe der Natur"" - Teilt die Landesregierung die Ansichten eines grünen Stadtratsmitgliedes in Georgsmarienhütte?",minor,2017-02-07T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54466,Horst Schiesgeries;Dr. Stephan Siemer,Horst Schiesgeries;Dr. Stephan Siemer,https://kleineanfragen.de/niedersachsen/17/7367-in-welcher-hoehe-sind-in-den-letzten-jahren-von-der-medizinischen-hochschule-hannover-mhh-oeffentliche-mittel-fuer,"In welcher Höhe sind in den letzten Jahren von der Medizinischen Hochschule Hannover (MHH) öffentliche Mittel für die Planung angekündigter Bauvorhaben verwendet worden, ohne dass die MHH diese Maßnahmen bisher tatsächlich realisiert hat?",minor,2017-02-03T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
54467,Horst Schiesgeries;Dr. Stephan Siemer,Horst Schiesgeries;Dr. Stephan Siemer,https://kleineanfragen.de/niedersachsen/17/7366-in-welcher-hoehe-sind-in-den-letzten-jahren-von-der-medizinischen-hochschule-hannover-mhh-oeffentliche-mittel-fuer,"In welcher Höhe sind in den letzten Jahren von der Medizinischen Hochschule Hannover (MHH) öffentliche Mittel für die Planung des Bauvorhabens „Strategische Partnerschaft Imaging Center“ (SPIC) verwendet worden, ohne dass die MHH diese Maßnahme bisher tatsächlich realisiert hat?",minor,2017-02-03T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
54468,Horst Schiesgeries;Dr. Stephan Siemer,Horst Schiesgeries;Dr. Stephan Siemer,https://kleineanfragen.de/niedersachsen/17/7365-in-welcher-hoehe-sind-in-den-letzten-jahren-von-der-medizinischen-hochschule-hannover-mhh-oeffentliche-mittel-fuer,"In welcher Höhe sind in den letzten Jahren von der Medizinischen Hochschule Hannover (MHH) öffentliche Mittel für die Planung der neuen Zentralen Notfallaufnahme (ZNA) verwendet worden, ohne dass die MHH diese Maßnahme bisher tatsächlich realisiert hat?",minor,2017-02-03T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
54469,Horst Schiesgeries;Dr. Stephan Siemer,Horst Schiesgeries;Dr. Stephan Siemer,https://kleineanfragen.de/niedersachsen/17/7364-welcher-wirtschaftliche-schaden-ist-dem-land-im-zuge-der-planung-und-des-baus-des-neuen-diagnostik-und,Welcher wirtschaftliche Schaden ist dem Land im Zuge der Planung und des Baus des neuen Diagnostik- und Laborgebäudes der Medizinischen Hochschule Hannover (MHH) entstanden?,minor,2017-02-03T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
54470,Horst Schiesgeries;Dr. Stephan Siemer,Horst Schiesgeries;Dr. Stephan Siemer,https://kleineanfragen.de/niedersachsen/17/7363-in-welcher-hoehe-sind-in-den-letzten-jahren-von-der-medizinischen-hochschule-hannover-mhh-oeffentliche-mittel-fuer,"In welcher Höhe sind in den letzten Jahren von der Medizinischen Hochschule Hannover (MHH) öffentliche Mittel für die Planung einer neuen bzw. grundlegend sanierten Kinderklinik verwendet worden, ohne dass die MHH diese Maßnahme bisher tatsächlich realisiert hat?",minor,2017-02-03T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
54471,Ernst-Ingolf Angermann,Ernst-Ingolf Angermann,https://kleineanfragen.de/niedersachsen/17/7368-wie-sind-die-realen-nitratwerte-im-grundwasser-im-landkreis-celle,Wie sind die realen Nitratwerte im Grundwasser im Landkreis Celle?,minor,2017-02-02T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54472,Martin Bäumer,Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/7358-steht-die-hoehe-des-ersatzgeldes-dem-weiteren-ausbau-der-windenergie-in-niedersachsen-im-weg,Steht die Höhe des Ersatzgeldes dem weiteren Ausbau der Windenergie in Niedersachsen im Weg?,minor,2017-02-01T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54473,Hermann Grupe;Horst Kortlang;Jörg Bode;Christian Grascha,Horst Kortlang;Jörg Bode;Hermann Grupe;Christian Grascha,https://kleineanfragen.de/niedersachsen/17/7341-kann-das-projektbuero-suedniedersachsen-foerdergelder-bei-den-bewilligungsstellen-reservieren,Kann das Projektbüro Südniedersachsen Fördergelder bei den Bewilligungsstellen „reservieren“?,minor,2017-01-30T00:00:00Z,FDP,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
54474,Horst Kortlang;Jörg Bode;Christian Grascha,Horst Kortlang;Jörg Bode;Christian Grascha,https://kleineanfragen.de/niedersachsen/17/7340-was-hat-das-suedniedersachsenprogramm-bisher-konkret-fuer-die-region-gebracht,Was hat das Südniedersachsenprogramm bisher konkret für die Region gebracht?,minor,2017-01-30T00:00:00Z,FDP,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
54475,Jens Nacke;Björn Thümler,Jens Nacke;Björn Thümler,https://kleineanfragen.de/niedersachsen/17/7352-behoerdliches-verfahren-zur-altersfeststellung-von-unbegleiteten-minderjaehrigen-auslaendern,Behördliches Verfahren zur Altersfeststellung von unbegleiteten minderjährigen Ausländern,minor,2017-01-29T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
54476,Gabriela König;Horst Kortlang;Jörg Bode,Gabriela König;Jörg Bode;Horst Kortlang,https://kleineanfragen.de/niedersachsen/17/7334-plan-mitarbeiterkapazitaet-fuer-das-neue-foerderprogramm-soziale-innovation,"""Plan-Mitarbeiterkapazität für das neue Förderprogramm ""Soziale Innovation""",minor,2017-01-27T00:00:00Z,FDP,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
54477,Rainer Fredermann;Angelika Jahns;Uwe Schünemann;Ansgar-Bernhard Focke;Horst Schiesgeries;Editha Lorberg;Johann-Heinrich Ahlers;Karl-Heinz Bley;Clemens Lammerskitten;Thomas Adasch;Jens Nacke;Rudolf Götz;Bernd-Carsten Hiebing,Uwe Schünemann;Horst Schiesgeries;Jens Nacke;Clemens Lammerskitten;Angelika Jahns;Bernd-Carsten Hiebing;Rudolf Götz;Ansgar-Bernhard Focke;Rainer Fredermann;Karl-Heinz Bley;Johann-Heinrich Ahlers;Thomas Adasch;Editha Lorberg,https://kleineanfragen.de/niedersachsen/17/7333-welche-rechtlichen-hindernisse-verhinderten-die-abschiebung-im-fall-holzminden,Welche rechtlichen Hindernisse verhinderten die Abschiebung im Fall Holzminden?,minor,2017-01-26T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54478,Christian Grascha;Dr. Marco Genthe;Hermann Grupe;Jan-Christoph Oetjen;Dr. Stefan Birkner;Jörg Bode,Christian Grascha;Hermann Grupe;Dr. Marco Genthe;Jörg Bode;Dr. Stefan Birkner;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7332-abschiebungen-in-niedersachsen,Abschiebungen in Niedersachsen,minor,2017-01-26T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54479,Jens Nacke;Björn Thümler,Jens Nacke;Björn Thümler,https://kleineanfragen.de/niedersachsen/17/7331-wie-koennen-landesrechtliche-loesungen-fuer-bestehende-konflikte-bei-abschiebung-und-freiwilliger-ausreise-aussehen,Wie können landesrechtliche Lösungen für bestehende Konflikte bei Abschiebung und freiwilliger Ausreise aussehen?,minor,2017-01-26T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54480,Axel Miesner,Axel Miesner,https://kleineanfragen.de/niedersachsen/17/7298-wie-viel-landesgeld-fliesst-tatsaechlich-in-den-breitbandausbau,Wie viel Landesgeld fließt tatsächlich in den Breitbandausbau?,minor,2017-01-24T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54481,Gabriela König;Dr. Stefan Birkner;Jörg Bode,Gabriela König;Jörg Bode;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/7299-l-190-hat-die-landesregierung-auch-erkenntnisse-ueber-den-feierabendverkehr-in-schlage-ickhorst,L 190: Hat die Landesregierung auch Erkenntnisse über den Feierabendverkehr in Schlage-Ickhorst?,minor,2017-01-23T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54482,Adrian Mohr;Heiner Schönecke;Thomas Adasch,Adrian Mohr;Heiner Schönecke;Thomas Adasch,https://kleineanfragen.de/niedersachsen/17/7322-hooligan-tourismus-versagen-die-fanprojekte,Hooligan-Tourismus - Versagen die Fanprojekte?,minor,2017-01-19T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54483,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7321-polizeiinspektion-emsland-grafschaft-bentheim,Polizeiinspektion Emsland/Grafschaft Bentheim,minor,2017-01-19T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54484,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7320-rechtswidrige-datenspeicherungen-bei-der-polizeidirektion-lueneburg,Rechtswidrige Datenspeicherungen bei der Polizeidirektion Lüneburg?,minor,2017-01-19T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54485,Christian Grascha,Christian Grascha,https://kleineanfragen.de/niedersachsen/17/7291-wie-viele-chefjustiziare-hat-das-wirtschaftsministerium-unter-minister-lies,Wie viele Chefjustiziare hat das Wirtschaftsministerium unter Minister Lies?,minor,2017-01-19T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54486,Gabriela König;Jörg Bode;Dr. Gero Hocker,Gabriela König;Jörg Bode;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/7289-baustellen-ohne-bauarbeiten-auf-der-a-1,Baustellen ohne Bauarbeiten auf der A 1?,minor,2017-01-19T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54487,Christian Calderone,Christian Calderone,https://kleineanfragen.de/niedersachsen/17/7287-wie-ist-der-aktuelle-sachstand-zur-reaktivierung-des-bahnhaltes-alfhausen,Wie ist der aktuelle Sachstand zur Reaktivierung des Bahnhaltes Alfhausen?,minor,2017-01-18T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54488,Jan-Christoph Oetjen;Christian Grascha,Jan-Christoph Oetjen;Christian Grascha,https://kleineanfragen.de/niedersachsen/17/7323-ruhestand-von-wahlbeamten,Ruhestand von Wahlbeamten,minor,2017-01-16T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54489,Martin Bäumer;Christian Calderone;Burkhard Jasper,Burkhard Jasper;Christian Calderone;Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/7263-der-demografische-wandel-bedroht-die-ambulante-kuraerztliche-behandlung-und-die-kurorte-in-niedersachsen-kann-die,Der demografische Wandel bedroht die ambulante kurärztliche Behandlung und die Kurorte in Niedersachsen - Kann die Landesregierung helfen?,minor,2017-01-16T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
54490,Thomas Adasch,Thomas Adasch,https://kleineanfragen.de/niedersachsen/17/7260-mitarbeiterbefragung-in-der-niedersaechsischen-polizei,Mitarbeiterbefragung in der niedersächsischen Polizei,minor,2017-01-16T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54491,Heinz Rolfes;Gerda Hövel;Bernd-Carsten Hiebing,Bernd-Carsten Hiebing;Heinz Rolfes;Gerda Hövel,https://kleineanfragen.de/niedersachsen/17/7259-wie-rechtssicher-ist-das-niedersaechsische-nahverkehrsgesetz,Wie rechtssicher ist das Niedersächsische Nahverkehrsgesetz?,minor,2017-01-16T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54492,Gabriela König;Christian Grascha;Christian Dürr,Gabriela König;Christian Grascha;Christian Dürr,https://kleineanfragen.de/niedersachsen/17/7253-rent-a-sozi-affaere-so-z-b-tagesspiegel-und-die-zeit-ist-die-spd-gefuehrte-landesregierung-opfer-der-spd,„Rent-a-Sozi-Affäre“ (so z. B. Tagesspiegel und Die Zeit): Ist die SPD-geführte Landesregierung Opfer der SPD-Unternehmensgruppe?,minor,2017-01-16T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54493,Karsten Heineking,Karsten Heineking,https://kleineanfragen.de/niedersachsen/17/7251-verkehrssituation-auf-der-a-2-kann-ein-generelles-lkw-ueberholverbot-ein-teil-der-loesung-sein,Verkehrssituation auf der A 2 - Kann ein generelles Lkw-Überholverbot ein Teil der Lösung sein?,minor,2017-01-16T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54494,Ernst-Ingolf Angermann;Martin Bäumer;Christian Calderone,Christian Calderone;Martin Bäumer;Ernst-Ingolf Angermann,https://kleineanfragen.de/niedersachsen/17/7252-wie-hoch-ist-die-gefahr-der-einschleppung-der-afrikanischen-schweinepest-durch-den-wolf,Wie hoch ist die Gefahr der Einschleppung der Afrikanischen Schweinepest durch den Wolf?,minor,2017-01-13T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
54495,Jan-Christoph Oetjen;Dr. Stefan Birkner,Dr. Stefan Birkner;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7262-nicht-individualisierte-funkzellenabfragen-in-niedersachsen,Nicht individualisierte Funkzellenabfragen in Niedersachsen,minor,2017-01-12T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54496,Jan-Christoph Oetjen;Christian Grascha,Christian Grascha;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/7261-sind-waffenschraenke-unsicher,Sind Waffenschränke unsicher?,minor,2017-01-12T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54497,Ulf Thiele,Ulf Thiele,https://kleineanfragen.de/niedersachsen/17/7254-miet-mich-nichts-gesehen-nichts-gewusst-taz-vom-24-11-2016-hat-minister-lies-umfassend-und-vollstaendig-ueber,"""Miet mich - Nichts gesehen, nichts gewusst"" (taz vom 24.11.2016) - Hat Minister Lies umfassend und vollständig über seinen von der Network Media GmbH vermittelten Auftritt bei den vorwärts-Gesprächen am 11. April 2016 in Berlin informiert?",minor,2017-01-12T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
54498,Jan-Christoph Oetjen;Dr. Stefan Birkner;Christian Grascha;Dr. Marco Genthe,Christian Grascha;Dr. Marco Genthe;Jan-Christoph Oetjen;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/7250-koran-verteilaktionen-in-niedersachsen,Koran-Verteilaktionen in Niedersachsen,minor,2017-01-12T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
54499,Volker Meyer;Dr. Max Matthiesen;Burkhard Jasper;Petra Joumaah;Gudrun Pieper;Annette Schwarz,Annette Schwarz;Gudrun Pieper;Burkhard Jasper;Volker Meyer;Dr. Max Matthiesen;Petra Joumaah,https://kleineanfragen.de/niedersachsen/17/7244-mit-dem-niedersaechsischen-gleichberechtigungsgesetz-zurueck-ins-jahr-1994-hat-die-rot-gruene-landesregierung-angst,Mit dem Niedersächsischen Gleichberechtigungsgesetz zurück ins Jahr 1994? Hat die rot-grüne Landesregierung Angst vor Gender Mainstreaming?,minor,2017-01-12T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
54500,Horst Kortlang;Almuth von Below-Neufeldt;Hermann Grupe;Dr. Stefan Birkner,Dr. Stefan Birkner;Horst Kortlang;Hermann Grupe;Almuth von Below-Neufeldt,https://kleineanfragen.de/niedersachsen/17/7243-ueberfordern-die-bestimmungen-zur-lagerung-von-festmist-die-landwirtschaftlichen-betriebe-in-niedersachsen,Überfordern die Bestimmungen zur Lagerung von Festmist die landwirtschaftlichen Betriebe in Niedersachsen?,minor,2017-01-11T00:00:00Z,FDP,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54501,Horst Kortlang;Dr. Gero Hocker;Christian Grascha,Christian Grascha;Dr. Gero Hocker;Horst Kortlang,https://kleineanfragen.de/niedersachsen/17/7242-fangverbote-fuer-nordseefischer-in-der-ostsee,Fangverbote für Nordseefischer in der Ostsee,minor,2017-01-10T00:00:00Z,FDP,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
54502,Karl-Heinz Bley,Karl-Heinz Bley,https://kleineanfragen.de/niedersachsen/17/7238-wie-sieht-es-mit-den-massnahmen-gegen-baumunfaelle-aus,"Wie sieht es mit den Maßnahmen gegen ""Baumunfälle"" aus?",minor,2017-01-10T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
