,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
55511,Christian Grascha;Dr. Marco Genthe,Christian Grascha;Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/4007-vom-knast-in-den-dschihad-auch-in-niedersachsen-teil-2,„Vom Knast in den Dschihad“ - auch in Niedersachsen? (Teil 2),minor,2015-07-23T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55512,Jörg Hillmer,Jörg Hillmer,https://kleineanfragen.de/niedersachsen/17/3990-wann-werden-die-studienplatzkapazitaeten-fuer-das-lehramt-fuer-sonderpaedagogik-verdoppelt,Wann werden die Studienplatzkapazitäten für das Lehramt für Sonderpädagogik verdoppelt?,minor,2015-07-23T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
55513,Ernst-Ingolf Angermann;Dr. Stephan Siemer,Dr. Stephan Siemer;Ernst-Ingolf Angermann,https://kleineanfragen.de/niedersachsen/17/3992-wie-arbeiten-die-ehrenamtlichen-wolfsberater-in-niedersachsen,Wie arbeiten die ehrenamtlichen Wolfsberater in Niedersachsen?,minor,2015-07-22T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55514,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3988-wie-sind-ausbau-erneuerbarer-energien-und-netzausbau-koordiniert,Wie sind Ausbau erneuerbarer Energien und Netzausbau koordiniert?,minor,2015-07-22T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55515,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3987-welche-vorteile-hat-der-beitritt-zur-climate-group-fuer-das-land-niedersachsen,Welche Vorteile hat der Beitritt zur „Climate Group“ für das Land Niedersachsen?,minor,2015-07-22T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55516,Axel Miesner,Axel Miesner,https://kleineanfragen.de/niedersachsen/17/4006-suedlink-hat-die-landesregierung-die-kompetenz-einen-eigenen-trassenvorschlag-zu-erarbeiten,"SuedLink: Hat die Landesregierung die Kompetenz, einen eigenen Trassenvorschlag zu erarbeiten?",minor,2015-07-21T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
55517,Dr. Stefan Birkner;Dr. Gero Hocker;Christian Grascha,Christian Grascha;Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3976-wie-viel-hat-die-veranstaltungsreihe-bis-in-alle-ewigkeit-bisher-gekostet,"Wie viel hat die Veranstaltungsreihe ""Bis in alle Ewigkeit"" bisher gekostet?",minor,2015-07-21T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55518,Heinz Rolfes;Axel Miesner;Burkhard Jasper,Heinz Rolfes;Burkhard Jasper;Axel Miesner,https://kleineanfragen.de/niedersachsen/17/3975-energiewende-waerme-im-abwasser-nutzen-was-tut-die-landesregierung,Energiewende: Wärme im Abwasser nutzen - Was tut die Landesregierung?,minor,2015-07-21T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55519,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3974-sicherheitsabstaende-fuer-den-betrieb-von-gasleitungen,Sicherheitsabstände für den Betrieb von Gasleitungen,minor,2015-07-21T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55520,Martin Bäumer,Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/3971-werden-die-behoerdlichen-ermittlungen-zur-aufklaerung-der-ursache-der-explosion-in-ritterhude-vom-9-september-2014,Werden die behördlichen Ermittlungen zur Aufklärung der Ursache der Explosion in Ritterhude vom 9. September 2014 mit dem notwendigen Nachdruck vorangetrieben?,minor,2015-07-21T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55521,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3973-welche-aufgaben-hat-das-neu-eingerichtete-wolfsbuero,Welche Aufgaben hat das neu eingerichtete Wolfsbüro?,minor,2015-07-20T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55522,Ansgar-Bernhard Focke;Bernd-Carsten Hiebing,Ansgar-Bernhard Focke;Bernd-Carsten Hiebing,https://kleineanfragen.de/niedersachsen/17/3962-ist-der-ehrliche-asylbewerber-der-dumme,Ist der ehrliche Asylbewerber der Dumme?,minor,2015-07-20T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55523,Axel Miesner;Clemens Große Macke,Axel Miesner;Clemens Große Macke,https://kleineanfragen.de/niedersachsen/17/3961-welche-moeglichkeiten-bietet-iti-fuer-eine-laenderuebergreifende-zusammenarbeit-der-bundeslaender-bremen-und,Welche Möglichkeiten bietet „ITI“ für eine länderübergreifende Zusammenarbeit der Bundesländer Bremen und Niedersachsen?,minor,2015-07-20T00:00:00Z,CDU,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
55524,Angelika Jahns;Ansgar-Bernhard Focke;Editha Lorberg;Johann-Heinrich Ahlers;Thomas Adasch;Rudolf Götz;Bernd-Carsten Hiebing,Thomas Adasch;Johann-Heinrich Ahlers;Rudolf Götz;Bernd-Carsten Hiebing;Editha Lorberg;Ansgar-Bernhard Focke;Angelika Jahns,https://kleineanfragen.de/niedersachsen/17/3959-wie-verteilt-das-land-asylbewerber-auf-die-kommunen,Wie verteilt das Land Asylbewerber auf die Kommunen?,minor,2015-07-20T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55525,Frank Oesterhelweg;Lutz Winkelmann;Otto Deppmeyer;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Hans-Heinrich Ehlen,Martin Bäumer;Clemens Große Macke;Karin Bertholdes-Sandrock;Lutz Winkelmann;Ernst-Ingolf Angermann;Christian Calderone;Ingrid Klopp;Otto Deppmeyer;Hans-Heinrich Ehlen;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/3953-wie-steht-die-landesregierung-zu-den-forderungen-der-humus-und-erdenwirtschaft-hinsichtlich-der-novellierung-der,Wie steht die Landesregierung zu den Forderungen der Humus- und Erdenwirtschaft hinsichtlich der Novellierung der Düngeverordnung?,minor,2015-07-19T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
55526,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3972-welchen-nutzen-hat-die-internationale-klimaschutzkonferenz-in-hannover,Welchen Nutzen hat die Internationale Klimaschutzkonferenz in Hannover?,minor,2015-07-17T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55527,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/3958-der-demografische-wandel-und-eine-angemessene-besoldung-im-niedersaechsischen-justizvollzug,Der demografische Wandel und eine angemessene Besoldung im niedersächsischen Justizvollzug,minor,2015-07-17T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55528,Dr. Stefan Birkner;Jörg Bode;Dr. Gero Hocker,Dr. Stefan Birkner;Jörg Bode;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3957-neu-muss-der-hochwasserschutz-an-der-elbe-den-baeumen-weichen,Muss der Hochwasserschutz an der Elbe den Bäumen weichen?,minor,2015-07-17T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55529,Dr. Stefan Birkner;Jörg Bode;Dr. Gero Hocker,Dr. Stefan Birkner;Jörg Bode;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3957-muss-der-hochwasserschutz-an-der-elbe-den-baeumen-weichen,Muss der Hochwasserschutz an der Elbe den Bäumen weichen?,minor,2015-07-17T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55530,Christian Grascha;Dr. Marco Genthe;Christian Dürr;Dr. Stefan Birkner;Jörg Bode,Jörg Bode;Christian Grascha;Christian Dürr;Dr. Marco Genthe;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/3956-einleitung-des-ermittlungsverfahrens-gegen-herrn-generalstaatsanwalt-luettig-teil-2,Einleitung des Ermittlungsverfahrens gegen Herrn Generalstaatsanwalt Lüttig (Teil 2),minor,2015-07-16T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55531,Christian Grascha;Dr. Marco Genthe;Christian Dürr;Dr. Stefan Birkner;Jörg Bode,Jörg Bode;Christian Grascha;Christian Dürr;Dr. Marco Genthe;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/3955-einleitung-des-ermittlungsverfahrens-gegen-herrn-generalstaatsanwalt-luettig-teil-1,Einleitung des Ermittlungsverfahrens gegen Herrn Generalstaatsanwalt Lüttig (Teil 1),minor,2015-07-16T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55532,Ernst-Ingolf Angermann;Dr. Stephan Siemer,Dr. Stephan Siemer;Ernst-Ingolf Angermann,https://kleineanfragen.de/niedersachsen/17/3960-woher-kommen-die-woelfe-die-jetzt-in-niedersachsen-beheimatet-sind,"Woher kommen die Wölfe, die jetzt in Niedersachsen beheimatet sind?",minor,2015-07-15T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55533,André Bock;Hans-Heinrich Ehlen;Lutz Winkelmann;Otto Deppmeyer;Ansgar-Bernhard Focke;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Ulf Thiele;Dr. Hans-Joachim Deneke-Jöhrens;Axel Miesner;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Frank Oesterhelweg,Ulf Thiele;Axel Miesner;Ansgar-Bernhard Focke;André Bock;Lutz Winkelmann;Frank Oesterhelweg;Ingrid Klopp;Clemens Große Macke;Hans-Heinrich Ehlen;Otto Deppmeyer;Helmut Dammann-Tamke;Christian Calderone;Karin Bertholdes-Sandrock;Martin Bäumer;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens,https://kleineanfragen.de/niedersachsen/17/3952-was-tut-die-landesregierung-um-die-wiederaufnahme-der-kalifoerderung-in-der-gemeinde-giesen-so-vertraeglich-wie,"Was tut die Landesregierung, um die Wiederaufnahme der Kaliförderung in der Gemeinde Giesen so verträglich wie möglich zu gestalten?",minor,2015-07-15T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55534,Mechthild Ross-Luttmann,Mechthild Ross-Luttmann,https://kleineanfragen.de/niedersachsen/17/3946-stellenbesetzung-am-olg-braunschweig-fragen-zur-besoldung,Stellenbesetzung am OLG Braunschweig - Fragen zur Besoldung,minor,2015-07-15T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55535,Horst Kortlang;Christian Grascha;Hillgriet Eilers;Gabriela König;Jörg Bode,Horst Kortlang;Gabriela König;Christian Grascha;Hillgriet Eilers;Jörg Bode,https://kleineanfragen.de/niedersachsen/17/3879-was-haelt-die-landesregierung-von-der-ver-di-strategie-gegen-eine-weitere-automation-in-deutschen-haefen,Was hält die Landesregierung von der ver.di-Strategie gegen eine weitere Automation in deutschen Häfen?,minor,2015-07-15T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55536,Jan-Christoph Oetjen;Dr. Stefan Birkner;Dr. Marco Genthe,Jan-Christoph Oetjen;Dr. Marco Genthe;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/3954-treten-wanderimame-auch-in-niedersachsen-auf,Treten „Wanderimame“ auch in Niedersachsen auf?,minor,2015-07-14T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55537,Christian Calderone,Christian Calderone,https://kleineanfragen.de/niedersachsen/17/3951-welche-position-hat-die-landesregierung-bezueglich-der-oeffnung-der-ortsumgehung-badbergen-fuer-den,Welche Position hat die Landesregierung bezüglich der Öffnung der Ortsumgehung Badbergen für den landwirtschaftlichen Verkehr?,minor,2015-07-14T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55538,Karl-Heinz Bley;Klaus Krumfuß,Karl-Heinz Bley;Klaus Krumfuß,https://kleineanfragen.de/niedersachsen/17/3950-grassortenaenderung-bei-autobahnrandstreifen-und-boeschungen,Grassortenänderung bei Autobahnrandstreifen und Böschungen?,minor,2015-07-14T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55539,Dr. Gero Hocker;Christian Grascha,Christian Grascha;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3941-welche-krankheiten-koennen-woelfe-uebertragen,Welche Krankheiten können Wölfe übertragen?,minor,2015-07-14T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55540,Jan-Christoph Oetjen;Christian Grascha,Christian Grascha;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/3939-extremismus-im-niedersaechsischen-fussball-offene-fragen,Extremismus im niedersächsischen Fußball: Offene Fragen,minor,2015-07-13T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55541,Dr. Hans-Joachim Deneke-Jöhrens,Dr. Hans-Joachim Deneke-Jöhrens,https://kleineanfragen.de/niedersachsen/17/3938-situation-der-ortsdurchfahrt-l-311-sorgensen-dachtmissen,Situation der Ortsdurchfahrt L 311 Sorgensen/Dachtmissen,minor,2015-07-13T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55542,Uwe Schünemann,Uwe Schünemann,https://kleineanfragen.de/niedersachsen/17/3937-anschnallpflicht-in-schulbussen,Anschnallpflicht in Schulbussen,minor,2015-07-13T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55543,Christian Grascha;Dr. Marco Genthe;Christian Dürr;Dr. Stefan Birkner;Jörg Bode,Jörg Bode;Christian Grascha;Christian Dürr;Dr. Marco Genthe;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/17/3940-oeffentlichkeit-von-ermittlungsverfahren,Öffentlichkeit von Ermittlungsverfahren,minor,2015-07-10T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55544,Ulf Thiele;Björn Thümler;Burkhard Jasper,Björn Thümler;Burkhard Jasper;Ulf Thiele,https://kleineanfragen.de/niedersachsen/17/3923-plant-die-landesregierung-eine-evaluation-zur-umsetzung-der-fruehfoerderungsverordnung-in-form-interdisziplinaerer,Plant die Landesregierung eine Evaluation zur Umsetzung der Frühförderungsverordnung in Form interdisziplinärer Frühförderstellen in Niedersachsen?,minor,2015-07-08T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
55545,Frank Oesterhelweg,Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/3911-was-hat-die-landesregierung-getan-um-den-umbruch-von-ackergrasflaechen-zu-verhindern,"Was hat die Landesregierung getan, um den Umbruch von Ackergrasflächen zu verhindern?",minor,2015-07-08T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
55546,Uwe Schwarz,Uwe Schwarz,https://kleineanfragen.de/niedersachsen/17/3912-schildbuergerstreich-beim-verkauf-des-bad-gandersheimer-bahnhofs-beendet,„Schildbürgerstreich“ beim Verkauf des Bad Gandersheimer Bahnhofs beendet?,minor,2015-07-07T00:00:00Z,SPD,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55547,Dr. Gero Hocker;Christian Grascha,Christian Grascha;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3877-stoeren-radfahrer-den-wachtelkoenig,Stören Radfahrer den Wachtelkönig?,minor,2015-07-07T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55548,Hillgriet Eilers;Dr. Gero Hocker;Christian Grascha,Christian Grascha;Hillgriet Eilers;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3875-seehundsterben-in-niedersachsen,Seehundsterben in Niedersachsen?,minor,2015-07-07T00:00:00Z,FDP,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
55549,Martin Bäumer,Martin Bäumer,https://kleineanfragen.de/niedersachsen/17/3876-umsetzung-der-seveso-iii-richtlinie-in-niedersachsen-ist-das-umweltministerium-fachlich-darauf-vorbereitet,Umsetzung der Seveso-III-Richtlinie in Niedersachsen - Ist das Umweltministerium fachlich darauf vorbereitet?,minor,2015-07-04T00:00:00Z,CDU,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55550,Miriam Staudte,Miriam Staudte,https://kleineanfragen.de/niedersachsen/17/4108-warum-ist-der-salzstock-gorleben-als-atommuelllager-ungeeignet,Warum ist der Salzstock Gorleben als Atommülllager ungeeignet?,minor,2015-07-03T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55551,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/3989-wann-wurden-die-einladungen-zur-verbaendeanhoerung-fuer-den-windenergieerlass-versendet,Wann wurden die Einladungen zur Verbändeanhörung für den Windenergieerlass versendet?,minor,2015-07-03T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55552,Miriam Staudte,Miriam Staudte,https://kleineanfragen.de/niedersachsen/17/3878-warum-ist-der-salzstock-gorleben-als-atommuelllager-ungeeignet,Warum ist der Salzstock Gorleben als Atommülllager ungeeignet?,minor,2015-07-03T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
55553,Ulf Thiele;Björn Thümler,Ulf Thiele;Björn Thümler,https://kleineanfragen.de/niedersachsen/17/3874-widerspricht-der-erlass-des-ministeriums-fuer-ernaehrung-landwirtschaft-und-verbraucherschutz-vom-18-09-2014-az-102,"Widerspricht der Erlass des Ministeriums für Ernährung, Landwirtschaft und Verbraucherschutz vom 18.09.2014 (Az. 102-65220-5 [2]) dem Grundsatz des § 16 Abs. 1 des Niedersächsischen Fischereigesetzes?",minor,2015-07-03T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
55554,Frank Oesterhelweg,Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/3864-was-plant-die-landesregierung-mit-dem-braunschweigischen-landesmuseum-in-der-wolfenbuetteler-kanzlei,Was plant die Landesregierung mit dem Braunschweigischen Landesmuseum in der Wolfenbütteler Kanzlei?,minor,2015-07-01T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
55555,Astrid Vockert,Astrid Vockert,https://kleineanfragen.de/niedersachsen/17/3824-was-tut-die-landesregierung-fuer-die-sicherheit-der-buergerinnen-und-buerger-im-landkreis-cuxhaven,Was tut die Landesregierung für die Sicherheit der Bürgerinnen und Bürger im Landkreis Cuxhaven?,minor,2015-07-01T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55556,Jens Nacke,Jens Nacke,https://kleineanfragen.de/niedersachsen/17/3823-leiter-eines-rechercheverbundes-aus-ndr-wdr-und-sueddeutscher-zeitung,"Leiter eines Rechercheverbundes aus NDR, WDR und Süddeutscher Zeitung?",minor,2015-07-01T00:00:00Z,CDU,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
55557,Christian Grascha,Christian Grascha,https://kleineanfragen.de/niedersachsen/17/3819-verhindert-zukunftsvertrag-die-rueckzahlung-von-kindergartengebuehren,Verhindert Zukunftsvertrag die Rückzahlung von Kindergartengebühren?,minor,2015-07-01T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55558,Heidemarie Mundlos;Thomas Adasch,Thomas Adasch;Heidemarie Mundlos,https://kleineanfragen.de/niedersachsen/17/3865-wie-viele-aerzte-fehlen-der-polizei-in-niedersachsen,Wie viele Ärzte fehlen der Polizei in Niedersachsen?,minor,2015-06-30T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55559,Gabriela König;Jörg Bode;Christian Grascha,Christian Grascha;Gabriela König;Jörg Bode,https://kleineanfragen.de/niedersachsen/17/3863-wie-gefaellt-der-landesregierung-urlaub-in-niedersachsen-anders-als-du-denkst,Wie gefällt der Landesregierung „Urlaub in Niedersachsen. Anders als du denkst!“?,minor,2015-06-30T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55560,Kai Seefried;Helmut Dammann-Tamke,Helmut Dammann-Tamke;Kai Seefried,https://kleineanfragen.de/niedersachsen/17/3862-haushaltsmittel-fuer-die-planungen-fuer-die-a-20-und-die-a-39-widerspruechliche-aussagen-der-abgeordneten-menge-und,Haushaltsmittel für die Planungen für die A 20 und die A 39 - Widersprüchliche Aussagen der Abgeordneten Menge und Tiemann,minor,2015-06-30T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
55561,Jan-Christoph Oetjen;Dr. Stefan Birkner;Dr. Marco Genthe,Jan-Christoph Oetjen;Dr. Stefan Birkner;Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/3822-diskriminierungsverdacht-aufgrund-der-herkunft-im-ersten-juristischen-staatsexamen-was-tut-die-landesregierung-um,"Diskriminierungsverdacht aufgrund der Herkunft im ersten juristischen Staatsexamen: Was tut die Landesregierung, um diesem Verdacht nachzugehen?",minor,2015-06-30T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55562,Adrian Mohr;Axel Miesner;Astrid Vockert,Axel Miesner;Astrid Vockert;Adrian Mohr,https://kleineanfragen.de/niedersachsen/17/3821-finanzielle-entlastung-der-kommunen-ab-2017,Finanzielle Entlastung der Kommunen ab 2017,minor,2015-06-30T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55563,Angelika Jahns;Ansgar-Bernhard Focke;Editha Lorberg;Johann-Heinrich Ahlers;Thomas Adasch;Rudolf Götz,Johann-Heinrich Ahlers;Rudolf Götz;Thomas Adasch;Editha Lorberg;Ansgar-Bernhard Focke;Angelika Jahns,https://kleineanfragen.de/niedersachsen/17/3818-was-tut-das-land-zur-unterbringung-von-asylbewerbern,Was tut das Land zur Unterbringung von Asylbewerbern?,minor,2015-06-29T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55564,Belit Onay;Meta Janssen-Kucz,Belit Onay;Meta Janssen-Kucz,https://kleineanfragen.de/niedersachsen/17/3817-aktuelle-entwicklungen-der-strukturen-und-kriminellen-aktivitaeten-von-rockerbanden-in-niedersachsen,Aktuelle Entwicklungen der Strukturen und kriminellen Aktivitäten von Rockerbanden in Niedersachsen,minor,2015-06-29T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
55565,Rudolf Götz,Rudolf Götz,https://kleineanfragen.de/niedersachsen/17/3801-50-offene-fragen-zur-aufarbeitung-der-dienstwagenaffaeren,50 offene Fragen zur Aufarbeitung der Dienstwagenaffären,minor,2015-06-29T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
55566,Jörg Hillmer,Jörg Hillmer,https://kleineanfragen.de/niedersachsen/17/3798-ist-die-landesregierung-bereit-im-kommenden-schuljahr-lehrerstellen-fuer-eine-100-prozentige-unterrichtsversorgung,"Ist die Landesregierung bereit, im kommenden Schuljahr Lehrerstellen für eine 100-prozentige Unterrichtsversorgung der KGS Fritz-Reuter-Schule in Bad Bevensen bereitzustellen?",minor,2015-06-29T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
