,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
13576,Florian von Brunn,Florian von Brunn,https://kleineanfragen.de/bayern/17/24259-verzoegerungen-und-planungs-wirrwarr-bei-der-muenchner-s-bahn,Verzögerungen und Planungs-Wirrwarr bei der Münchner S-Bahn,written,2018-12-27T00:00:00Z,SPD,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13577,Markus Ganserer,Markus Ganserer,https://kleineanfragen.de/bayern/17/24243-verbesserung-auf-der-bahnstrecke-von-roth-nach-hilpoltstein,Verbesserung auf der Bahnstrecke von Roth nach Hilpoltstein,written,2018-12-27T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13578,Katharina Schulze,Katharina Schulze,https://kleineanfragen.de/bayern/17/24218-verbot-der-bayerischen-schiesssportgruppe-muenchen-e-v,Verbot der Bayerischen Schießsportgruppe München e.V.,written,2018-12-27T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13579,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/24209-die-arbeit-der-zentralen-auslaenderbehoerden,Die Arbeit der zentralen Ausländerbehörden,written,2018-12-27T00:00:00Z,Bündnis 90/Die Grünen,,
13580,Verena Osgyan,Verena Osgyan,https://kleineanfragen.de/bayern/17/23111-sexuelle-uebergriffe-an-der-musikhochschule-muenchen,Sexuelle Übergriffe an der Musikhochschule München,written,2018-12-27T00:00:00Z,Bündnis 90/Die Grünen,,
13581,Jutta Widmann,Jutta Widmann,https://kleineanfragen.de/bayern/17/24246-sonderzahlung-fuer-beamte,Sonderzahlung für Beamte,written,2018-12-21T00:00:00Z,Freie Wähler,"Staatsministerium der Finanzen, für Landesentwicklung und Heimat","Staatsministerium der Finanzen, für Landesentwicklung und Heimat"
13582,Ruth Müller,Ruth Müller,https://kleineanfragen.de/bayern/17/24279-umsetzung-des-bayerischen-zukunftsprogramms-geburtshilfe,Umsetzung des bayerischen Zukunftsprogramms Geburtshilfe,written,2018-12-17T00:00:00Z,SPD,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13583,Dr. Hans Jürgen Fahn,Dr. Hans Jürgen Fahn,https://kleineanfragen.de/bayern/17/24278-unfaelle-und-verkehrssicherheit-gemeinde-sulzbach,Unfälle und Verkehrssicherheit Gemeinde Sulzbach,written,2018-12-17T00:00:00Z,Freie Wähler,,
13584,Dr. Hans Jürgen Fahn,Dr. Hans Jürgen Fahn,https://kleineanfragen.de/bayern/17/24277-verkehrsentlastung-im-dammbachtal,Verkehrsentlastung im Dammbachtal,written,2018-12-17T00:00:00Z,Freie Wähler,,
13585,Katharina Schulze;Kerstin Celina,Kerstin Celina;Katharina Schulze,https://kleineanfragen.de/bayern/17/24276-unterstuetzung-von-obdach-und-wohnungslosen-in-bayern,Unterstützung von Obdach- und Wohnungslosen in Bayern,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,,
13586,Dr. Hans Jürgen Fahn,Dr. Hans Jürgen Fahn,https://kleineanfragen.de/bayern/17/24275-verkehrssituation-sulzbach-einfuehrung-von-tempo-30-zonen,Verkehrssituation Sulzbach / Einführung von Tempo 30 Zonen,written,2018-12-17T00:00:00Z,Freie Wähler,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13587,Thomas Mütze,Thomas Mütze,https://kleineanfragen.de/bayern/17/24274-versteigerung-beschlagnahmter-autos-und-amtlicher-dienstfahrzeuge-der-landesbehoerden-in-bayern,Versteigerung beschlagnahmter Autos und amtlicher Dienstfahrzeuge der Landesbehörden in Bayern,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,,
13588,Thomas Mütze,Thomas Mütze,https://kleineanfragen.de/bayern/17/24273-perspektiven-der-notaufnahmen-in-unterfranken,Perspektiven der Notaufnahmen in Unterfranken,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13589,Florian von Brunn,Florian von Brunn,https://kleineanfragen.de/bayern/17/24272-neuer-lebensmittelskandal-in-landsberger-wurstfabrik-was-unternahmen-die-zustaendigen-behoerden,Neuer Lebensmittelskandal in Landsberger Wurstfabrik - was unternahmen die zuständigen Behörden?,written,2018-12-17T00:00:00Z,SPD,Staatsministerium für Umwelt und Verbraucherschutz,Staatsministerium für Umwelt und Verbraucherschutz
13590,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24271-zukunft-der-berufsschulen-in-unterfranken,Zukunft der Berufsschulen in Unterfranken,written,2018-12-17T00:00:00Z,fraktionslos;fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13591,Katharina Schulze,Katharina Schulze,https://kleineanfragen.de/bayern/17/24270-beobachtung-von-politikern-und-politikerinnen-der-afd-durch-das-bayerische-landesamt-fuer-verfassungsschutz-baylfv,Beobachtung von Politikern und Politikerinnen der AfD durch das Bayerische Landesamt für Verfassungsschutz (BayLfV),written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13592,Klaus Adelt,Klaus Adelt,https://kleineanfragen.de/bayern/17/24269-ortsumfahrung-kueps,Ortsumfahrung Küps,written,2018-12-17T00:00:00Z,SPD,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13593,Rosi Steinberger,Rosi Steinberger,https://kleineanfragen.de/bayern/17/24268-wasserentnahme-aus-der-donau-im-landkreis-kelheim-zur-bewaesserung-von-landwirtschaftlichen-flaechen,Wasserentnahme aus der Donau im Landkreis Kelheim zur Bewässerung von landwirtschaftlichen Flächen,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium für Umwelt und Verbraucherschutz,Staatsministerium für Umwelt und Verbraucherschutz
13594,Kathrin Sonnenholzner,Kathrin Sonnenholzner,https://kleineanfragen.de/bayern/17/24267-bundessozialgerichtsurteil-vom-19-juni-2018-zur-schlaganfallversorgung,Bundessozialgerichtsurteil vom 19. Juni 2018 zur Schlaganfallversorgung,written,2018-12-17T00:00:00Z,SPD,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13595,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24266-personalsituation-der-polizeiinspektionen-und-polizeistationen-in-unterfranken,Personalsituation der Polizeiinspektionen und Polizeistationen in Unterfranken,written,2018-12-17T00:00:00Z,fraktionslos,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13596,Alexander König,Alexander König,https://kleineanfragen.de/bayern/17/24265-asyl-und-auslaenderrecht,Asyl- und Ausländerrecht,written,2018-12-17T00:00:00Z,CSU,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13597,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/24264-sammelabschiebung-nach-afghanistan-am-03-07-2018,Sammelabschiebung nach Afghanistan am 03.07.2018,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13598,Dr. Leopold Herz,Dr. Leopold Herz,https://kleineanfragen.de/bayern/17/24263-regionale-vielfalt-bei-festveranstaltungen-der-staatsregierung,Regionale Vielfalt bei Festveranstaltungen der Staatsregierung,written,2018-12-17T00:00:00Z,Freie Wähler,,
13599,Markus Ganserer,Markus Ganserer,https://kleineanfragen.de/bayern/17/24262-modernisierte-fahrzeuge-fuer-die-s-bahn-muenchen,Modernisierte Fahrzeuge für die S-Bahn München,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13600,Kerstin Celina,Kerstin Celina,https://kleineanfragen.de/bayern/17/24261-verhaeltnismaessigkeit-medizinischer-eingriffe,Verhältnismäßigkeit medizinischer Eingriffe,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13601,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24249-ausstattung-mit-anrechnungsstunden-fuer-schulpsychologie-fuer-grund-mittel-und-foerderschulen-ii,"Ausstattung mit Anrechnungsstunden für Schulpsychologie für Grund-, Mittel- und Förderschulen (II)",written,2018-12-17T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13602,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24248-inklusion-an-bayerns-schulen,Inklusion an Bayerns Schulen,written,2018-12-17T00:00:00Z,fraktionslos,,
13603,Katharina Schulze,Katharina Schulze,https://kleineanfragen.de/bayern/17/24247-aufstockung-der-planstellen-bei-der-polizeiinspektion-bamberg-stadt,Aufstockung der Planstellen bei der Polizeiinspektion Bamberg-Stadt,written,2018-12-17T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13604,Annette Karl,Annette Karl,https://kleineanfragen.de/bayern/17/24245-petition-massnahmen-zur-geschwindigkeitsreduzierung-an-der-b-15,Petition Maßnahmen zur Geschwindigkeitsreduzierung an der B 15,written,2018-12-14T00:00:00Z,SPD,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13605,Martin Stümpfig,Martin Stümpfig,https://kleineanfragen.de/bayern/17/24244-klimawandel-und-landwirtschaftliche-bewaesserungen,Klimawandel und landwirtschaftliche Bewässerungen,written,2018-12-14T00:00:00Z,Bündnis 90/Die Grünen,,
13606,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24242-mittelschulen-in-bayern-ii,Mittelschulen in Bayern (II),written,2018-12-14T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13607,Florian von Brunn,Florian von Brunn,https://kleineanfragen.de/bayern/17/24241-explosion-auf-raffinerie-gelaende-in-vohburg-was-taten-staatsregierung-und-behoerden,Explosion auf Raffinerie-Gelände in Vohburg - Was taten Staatsregierung und Behörden?,written,2018-12-14T00:00:00Z,SPD,,
13608,Margit Wild,Margit Wild,https://kleineanfragen.de/bayern/17/24240-gleichstellung-an-bayerns-theater,Gleichstellung an Bayerns Theater,written,2018-12-14T00:00:00Z,SPD,Staatsministerium für Wissenschaft und Kunst,Staatsministerium für Wissenschaft und Kunst
13609,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24239-foerderung-von-kindern-mit-migrationshintergrund-und-fluechtlingskindern-deutsch-als-zweitsprache,Förderung von Kindern mit Migrationshintergrund und Flüchtlingskindern - Deutsch als Zweitsprache,written,2018-12-14T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13610,Annette Karl,Annette Karl,https://kleineanfragen.de/bayern/17/24238-digitale-schule-ii,Digitale Schule II,written,2018-12-14T00:00:00Z,SPD,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13611,Annette Karl,Annette Karl,https://kleineanfragen.de/bayern/17/24237-digitale-schule-i,Digitale Schule I,written,2018-12-14T00:00:00Z,SPD,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13612,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24236-internet-an-schulen-in-unterfranken,Internet an Schulen in Unterfranken,written,2018-12-14T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13613,Ruth Müller,Ruth Müller,https://kleineanfragen.de/bayern/17/24235-kulap-kuerzungen,KULAP-Kürzungen,written,2018-12-14T00:00:00Z,SPD,"Staatsministerium für Ernährung, Landwirtschaft und Forsten","Staatsministerium für Ernährung, Landwirtschaft und Forsten"
13614,Günther Knoblauch,Günther Knoblauch,https://kleineanfragen.de/bayern/17/24234-entwicklung-der-haus-und-facharztquote-in-oberbayern,Entwicklung der Haus- und Facharztquote in Oberbayern,written,2018-12-14T00:00:00Z,SPD,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13615,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24233-entwicklung-der-schuelerzahlen-an-den-schulen-in-unterfraenkischen-landkreisen-ii,Entwicklung der Schülerzahlen an den Schulen in unterfränkischen Landkreisen (II),written,2018-12-14T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13616,Dr. Paul Wengert,Dr. Paul Wengert,https://kleineanfragen.de/bayern/17/24008-landkreisuebergreifende-expressbusangebote,Landkreisübergreifende Expressbusangebote,written,2018-12-14T00:00:00Z,SPD,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13617,Florian von Brunn,Florian von Brunn,https://kleineanfragen.de/bayern/17/23983-ploetzliches-engagement-der-staatsregierung-fuer-obachlose-in-muenchen-im-landtagswahljahr-2018,Plötzliches Engagement der Staatsregierung für Obachlose in München im Landtagswahljahr 2018,written,2018-12-14T00:00:00Z,SPD,"Staatsministerium für Familie, Arbeit und Soziales","Staatsministerium für Familie, Arbeit und Soziales"
13618,Florian Streibl,Florian Streibl,https://kleineanfragen.de/bayern/17/23600-arbeiten-4-0-auswirkungen-auf-die-oeffentliche-verwaltung,Arbeiten 4.0 - Auswirkungen auf die öffentliche Verwaltung,written,2018-12-14T00:00:00Z,Freie Wähler,"Staatsministerium der Finanzen, für Landesentwicklung und Heimat","Staatsministerium der Finanzen, für Landesentwicklung und Heimat"
13619,Prof. (Univ. Lima) Dr. Peter Bauer;Joachim Hanisch,Prof. (Univ. Lima) Dr. Peter Bauer;Joachim Hanisch,https://kleineanfragen.de/bayern/17/23979-einstellung-und-versetzung-von-lehrkraeften-an-bayerischen-schulen,Einstellung und Versetzung von Lehrkräften an bayerischen Schulen,written,2018-12-12T00:00:00Z,Freie Wähler,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13620,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/23977-nahversorgung-in-laendlichen-gebieten-unterfrankens-ii,Nahversorgung in ländlichen Gebieten Unterfrankens (II),written,2018-12-12T00:00:00Z,fraktionslos,"Staatsministerium für Wirtschaft, Energie und Technologie","Staatsministerium für Wirtschaft, Energie und Technologie"
13621,Markus Ganserer,Markus Ganserer,https://kleineanfragen.de/bayern/17/23794-ausfall-der-taktverstaerker-s-bahnen-auf-den-linien-s-3-und-s-8-waehrend-der-s-1-sommerbaustelle-freising,Ausfall der Taktverstärker-S-Bahnen auf den Linien S 3 und S 8 während der S 1 - Sommerbaustelle Freising - Feldmoching,written,2018-12-12T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13622,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/24260-umsetzung-von-kinderrechten-in-geplanten-bayerischen-anker-einrichtungen,Umsetzung von Kinderrechten in geplanten bayerischen ANKER-Einrichtungen,written,2018-12-07T00:00:00Z,Bündnis 90/Die Grünen,,
13623,Dr. Paul Wengert,Dr. Paul Wengert,https://kleineanfragen.de/bayern/17/24258-elektrifizierung-der-bahnstrecke-reutte-pfronten-steinach,Elektrifizierung der Bahnstrecke Reutte - Pfronten-Steinach,written,2018-12-05T00:00:00Z,SPD,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13624,Susann Biedefeld,Susann Biedefeld,https://kleineanfragen.de/bayern/17/24257-entschaedigungsfonds-und-negativzinsen,Entschädigungsfonds und Negativzinsen,written,2018-12-05T00:00:00Z,SPD,Staatsministerium für Wissenschaft und Kunst,Staatsministerium für Wissenschaft und Kunst
13625,Martin Stümpfig,Martin Stümpfig,https://kleineanfragen.de/bayern/17/24256-erteilung-von-ausbildungsduldungen-seitens-der-zentralen-auslaenderbehoerde-zab-mittelfranken-in-den-landkreisen,"Erteilung von Ausbildungsduldungen seitens der Zentralen Ausländerbehörde (ZAB) Mittelfranken in den Landkreisen Ansbach, Weißenburg-Gunzenhausen und Neustadt/Aisch-Bad Windsheim",written,2018-12-05T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13626,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24255-schwimmunterricht,Schwimmunterricht,written,2018-12-05T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13627,Jürgen Mistol,Jürgen Mistol,https://kleineanfragen.de/bayern/17/24254-fahruebungsplatz-im-landschaftsschutzgebiet-in-sulzbach-rosenberg,Fahrübungsplatz im Landschaftsschutzgebiet in Sulzbach-Rosenberg,written,2018-12-05T00:00:00Z,Bündnis 90/Die Grünen,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13628,Dr. Christian Magerl,Dr. Christian Magerl,https://kleineanfragen.de/bayern/17/24253-gas-to-liquid-kraftstoff-als-ersatz-fuer-dieselkraftstoff,Gas-to-Liquid-Kraftstoff als Ersatz für Dieselkraftstoff,written,2018-12-05T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Wirtschaft, Energie und Technologie","Staatsministerium für Wirtschaft, Energie und Technologie"
13629,Dr. Leopold Herz,Dr. Leopold Herz,https://kleineanfragen.de/bayern/17/24252-reform-der-landwirtschaftsverwaltung,Reform der Landwirtschaftsverwaltung,written,2018-12-05T00:00:00Z,Freie Wähler,"Staatsministerium für Ernährung, Landwirtschaft und Forsten","Staatsministerium für Ernährung, Landwirtschaft und Forsten"
13630,Ruth Müller,Ruth Müller,https://kleineanfragen.de/bayern/17/24251-biomilchproduktion,Biomilchproduktion,written,2018-12-05T00:00:00Z,SPD,"Staatsministerium für Ernährung, Landwirtschaft und Forsten","Staatsministerium für Ernährung, Landwirtschaft und Forsten"
13631,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/24250-anker-einrichtungen-in-bayern,ANKER-Einrichtungen in Bayern,written,2018-12-05T00:00:00Z,Bündnis 90/Die Grünen,,
13632,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24232-qualitaetssicherung-an-bayerischen-foerderschulen-ii,Qualitätssicherung an bayerischen Förderschulen (II),written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13633,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24231-kinderarztversorgung-in-unterfranken,Kinderarztversorgung in Unterfranken,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Gesundheit und Pflege,Staatsministerium für Gesundheit und Pflege
13634,Dr. Christian Magerl,Dr. Christian Magerl,https://kleineanfragen.de/bayern/17/24230-schutz-der-endemiten-in-bayern,Schutz der Endemiten in Bayern,written,2018-11-23T00:00:00Z,Bündnis 90/Die Grünen,,
13635,Volkmar Halbleib,Volkmar Halbleib,https://kleineanfragen.de/bayern/17/24229-zweitwohnungssteuer,Zweitwohnungssteuer,written,2018-11-23T00:00:00Z,SPD,,
13636,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24228-umsetzung-der-inklusion-in-bayern,Umsetzung der Inklusion in Bayern,written,2018-11-23T00:00:00Z,fraktionslos,,
13637,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24227-schulwechsel-waehrend-des-schuljahrs,Schulwechsel während des Schuljahrs,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13638,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24226-anzahl-und-verteilung-der-foerderlehrerinnen-und-foerderlehrer-in-bayern,Anzahl und Verteilung der Förderlehrerinnen und Förderlehrer in Bayern,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13639,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24225-mobile-reserven-und-unterrichtsausfall-an-den-grund-und-mittelschulen-in-den-unterfraenkischen-landkreisen,Mobile Reserven und Unterrichtsausfall an den Grund- und Mittelschulen in den unterfränkischen Landkreisen,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13640,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24224-einstellung-von-lehrkraeften-waehrend-des-laufenden-schuljahres,Einstellung von Lehrkräften während des laufenden Schuljahres,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13641,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24223-berufsschulpflichtige-asylbewerber,Berufsschulpflichtige Asylbewerber,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13642,Günther Felbinger verwiesen.,Günther Felbinger verwiesen.,https://kleineanfragen.de/bayern/17/24222-entwicklung-der-offenen-und-gebundenen-ganztagsangebote-an-schulen-in-unterfranken,Entwicklung der offenen und gebundenen Ganztagsangebote an Schulen in Unterfranken,written,2018-11-23T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13643,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24221-nachwuchsgewinnung-fuer-den-oeffentlichen-dienst-ii,Nachwuchsgewinnung für den öffentlichen Dienst (II),written,2018-11-23T00:00:00Z,fraktionslos,,
13644,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24220-fallzahlen-im-finanzressort-ii,Fallzahlen im Finanzressort (II),written,2018-11-23T00:00:00Z,fraktionslos,"Staatsministerium der Finanzen, für Landesentwicklung und Heimat","Staatsministerium der Finanzen, für Landesentwicklung und Heimat"
13645,Eva Gottstein,Eva Gottstein,https://kleineanfragen.de/bayern/17/24219-trinkwasserversorgung-eichstaett-jurakarst-noerdlich-des-altmuehltals,Trinkwasserversorgung Eichstätt/Jurakarst nördlich des Altmühltals,written,2018-11-23T00:00:00Z,Freie Wähler,,
13646,Günther Knoblauch,Günther Knoblauch,https://kleineanfragen.de/bayern/17/24217-einrichtungen-und-werkstaetten-fuer-menschen-mit-behinderung,Einrichtungen und Werkstätten für Menschen mit Behinderung,written,2018-11-23T00:00:00Z,SPD,,
13647,Dr. Hans Jürgen Fahn,Dr. Hans Jürgen Fahn,https://kleineanfragen.de/bayern/17/24216-freistellung-von-tariflich-angestellten-im-oeffentlichen-dienst-fuer-ehrenamtliche-kommunale-mandate,Freistellung von tariflich Angestellten im öffentlichen Dienst für ehrenamtliche kommunale Mandate,written,2018-11-23T00:00:00Z,Freie Wähler,Staatsministerium des Innern und für Integration,Staatsministerium des Innern und für Integration
13648,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24215-altersstruktur-schwerbehinderter-menschen-in-bayern,Altersstruktur schwerbehinderter Menschen in Bayern,written,2018-11-23T00:00:00Z,fraktionslos,,
13649,Kerstin Celina,Kerstin Celina,https://kleineanfragen.de/bayern/17/24214-familiengeld-vermeidung-von-nachteilen-fuer-betroffene-einkommensarme-familien-angesichts-der-rechtlich,Familiengeld - Vermeidung von Nachteilen für betroffene einkommensarme Familien angesichts der rechtlich ungeklärten Lage,written,2018-11-23T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Familie, Arbeit und Soziales","Staatsministerium für Familie, Arbeit und Soziales"
13650,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/24211-gesundheitsmanagement-im-oeffentlichen-dienst-ii,Gesundheitsmanagement im öffentlichen Dienst (II),written,2018-11-23T00:00:00Z,fraktionslos,,
13651,Horst Arnold,Horst Arnold,https://kleineanfragen.de/bayern/17/24210-streifenfoermige-ausbringung-von-organischen-duengemitteln,Streifenförmige Ausbringung von organischen Düngemitteln,written,2018-11-23T00:00:00Z,SPD,"Staatsministerium für Ernährung, Landwirtschaft und Forsten","Staatsministerium für Ernährung, Landwirtschaft und Forsten"
13652,Inge Aures,Inge Aures,https://kleineanfragen.de/bayern/17/24003-seniorenvertretungen-in-oberfranken,Seniorenvertretungen in Oberfranken,written,2018-11-23T00:00:00Z,SPD,"Staatsministerium für Familie, Arbeit und Soziales","Staatsministerium für Familie, Arbeit und Soziales"
13653,Dr. Simone Strohmayr,Dr. Simone Strohmayr,https://kleineanfragen.de/bayern/17/23577-digitalisierung-des-schulunterrichts,Digitalisierung des Schulunterrichts,written,2018-11-23T00:00:00Z,SPD,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13654,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/23538-asylbewerberinnen-bzw-bewerber-fluechtlinge-und-geduldete-in-bayern-ii,"Asylbewerberinnen bzw. -bewerber, Flüchtlinge und Geduldete in Bayern II",written,2018-11-23T00:00:00Z,Bündnis 90/Die Grünen,,
13655,Christine Kamm,Christine Kamm,https://kleineanfragen.de/bayern/17/23732-flaechenverbrauch-und-interkommunales-gewerbegebiet-bei-lagerlechfeld-im-bereich-des-ehemaligen-gutshofes,Flächenverbrauch und interkommunales Gewerbegebiet bei Lagerlechfeld im Bereich des ehemaligen Gutshofes,written,2018-11-19T00:00:00Z,Bündnis 90/Die Grünen,,
13656,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/23717-gesamtkonzept-regionalisierung-von-verwaltung-behoerdenverlagerungen-2015-fuer-den-regierungsbezirk-unterfranken,"Gesamtkonzept ""Regionalisierung von Verwaltung -Behördenverlagerungen 2015"" für den Regierungsbezirk Unterfranken",written,2018-11-19T00:00:00Z,fraktionslos,,
13657,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/23702-entwicklung-der-beruflichen-oberschulen-fos-bos-im-laendlichen-raum,Entwicklung der Beruflichen Oberschulen (FOS/BOS) im ländlichen Raum,written,2018-11-19T00:00:00Z,fraktionslos,Staatsministerium für Unterricht und Kultus,Staatsministerium für Unterricht und Kultus
13658,Markus Ganserer,Markus Ganserer,https://kleineanfragen.de/bayern/17/23701-luftreinhaltung-und-fonds-nachhaltige-mobilitaet-fuer-die-stadt,"Luftreinhaltung und Fonds ""Nachhaltige Mobilität für die Stadt""",written,2018-11-19T00:00:00Z,Bündnis 90/Die Grünen,,
13659,Dr. Christian Magerl,Dr. Christian Magerl,https://kleineanfragen.de/bayern/17/23700-nachtflugregelung-am-flughafen-muenchen-ausnahmegenehmigungen,Nachtflugregelung am Flughafen München - Ausnahmegenehmigungen,written,2018-11-19T00:00:00Z,Bündnis 90/Die Grünen,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
13660,Günther Felbinger,Günther Felbinger,https://kleineanfragen.de/bayern/17/23699-strassenverkehrsprojekte-in-unterfranken,Straßenverkehrsprojekte in Unterfranken,written,2018-11-19T00:00:00Z,fraktionslos,"Staatsministerium für Wohnen, Bau und Verkehr","Staatsministerium für Wohnen, Bau und Verkehr"
