,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
1113,https://kleineanfragen.de/sachsen-anhalt/6/2382-degressive-gebuehrenstaffelung-fuer-abfallgebuehren,6,2382,Degressive Gebührenstaffelung für Abfallgebühren,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1114,https://kleineanfragen.de/sachsen-anhalt/6/2381-entwicklung-der-kommunalen-steuereinnahmen,6,2381,Entwicklung der kommunalen Steuereinnahmen,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1115,https://kleineanfragen.de/sachsen-anhalt/6/2380-entwicklung-der-kommunalen-aufwendungen,6,2380,Entwicklung der kommunalen Aufwendungen,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1116,https://kleineanfragen.de/sachsen-anhalt/6/2379-kommunale-vermoegensentwicklung-2012,6,2379,Kommunale Vermögensentwicklung 2012,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1117,https://kleineanfragen.de/sachsen-anhalt/6/2378-aufstellung-der-kommunalen-haushalte-2013,6,2378,Aufstellung der kommunalen Haushalte 2013,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1118,https://kleineanfragen.de/sachsen-anhalt/6/2377-kommunale-umlagezahlungen-2012,6,2377,Kommunale Umlagezahlungen 2012,minor,2013-09-03,Die Linke,Swen Knöchel,Ministerium für Inneres und Sport
1119,https://kleineanfragen.de/sachsen-anhalt/6/2361-foerderung-von-projekten-im-bereich-fuehrungskraeftecoaching-organisations-und-personalentwicklung-im-sozialen,6,2361,"Förderung von Projekten im Bereich Führungskräftecoaching, Organisations- und Personalentwicklung im sozialen Bereich",minor,2013-08-21,Die Linke,Monika Hohmann,"Ministerium für Arbeit, Soziales und Integration"
1120,https://kleineanfragen.de/sachsen-anhalt/6/2360-fundtierverordnung-fuer-sachsen-anhalt,6,2360,Fundtierverordnung für Sachsen-Anhalt,minor,2013-08-20,Die Grünen,Dorothea Frederking,Ministerium für Landwirtschaft und Umwelt
1121,https://kleineanfragen.de/sachsen-anhalt/6/2359-evaluation-des-gesetzes-zur-vorsorge-gegen-die-von-hunden-ausgehenden-gefahren,6,2359,Evaluation des Gesetzes zur Vorsorge gegen die von Hunden ausgehenden Gefahren,minor,2013-08-20,Die Grünen,Dorothea Frederking,Ministerium für Inneres und Sport
1122,https://kleineanfragen.de/sachsen-anhalt/6/2358-aufenthalts-und-niederlassungsgenehmigungspraxis-in-sachsen-anhalt,6,2358,Aufenthalts- und Niederlassungsgenehmigungspraxis in Sachsen-Anhalt,minor,2013-08-20,Die Grünen,Sören Herbst;Christoph Erdmenger,Ministerium für Inneres und Sport
1123,https://kleineanfragen.de/sachsen-anhalt/6/2357-foerderung-mit-landesmitteln-fuer-den-ausbau-des-verkehrslandeplatzes-magdeburg,6,2357,Förderung mit Landesmitteln für den Ausbau des Verkehrslandeplatzes Magdeburg,minor,2013-08-20,Die Linke,Wulf Gallert,Ministerium für Landesentwicklung und Verkehr
1124,https://kleineanfragen.de/sachsen-anhalt/6/2356-ditfurter-berg-nachfrage-zur-drucksache-6-1851,6,2356,"Ditfurter Berg, Nachfrage zur Drucksache 6/1851",minor,2013-08-20,Die Grünen,Christoph Erdmenger,Ministerium für Landesentwicklung und Verkehr
1125,https://kleineanfragen.de/sachsen-anhalt/6/2355-barrierefreie-zugaenglichkeit-der-wahllokale-in-sachsen-anhalt,6,2355,Barrierefreie Zugänglichkeit der Wahllokale in Sachsen-Anhalt,minor,2013-08-15,Die Linke,Dagmar Zoschke,Ministerium für Inneres und Sport
1126,https://kleineanfragen.de/sachsen-anhalt/6/2354-verstoesse-gegen-branchen-mindestloehne,6,2354,Verstöße gegen Branchen-Mindestlöhne,minor,2013-08-15,Die Grünen,Franziska Latta,Ministerium für Wissenschaft und Wirtschaft
1127,https://kleineanfragen.de/sachsen-anhalt/6/2353-zuverlaessigkeit-der-mibrag-nach-bundesberggesetz,6,2353,Zuverlässigkeit der Mibrag nach Bundesberggesetz,minor,2013-08-15,Die Grünen,Dorothea Frederking,Ministerium für Wissenschaft und Wirtschaft
1128,https://kleineanfragen.de/sachsen-anhalt/6/2350-kommission-analysiert-bodenrecht-und-bodenmarkt,6,2350,Kommission analysiert Bodenrecht und Bodenmarkt,minor,2013-08-13,Die Linke,Hans-Jörg Krause,Ministerium für Landwirtschaft und Umwelt
1129,https://kleineanfragen.de/sachsen-anhalt/6/2349-kulturfoerderung,6,2349,Kulturförderung,minor,2013-08-13,Die Linke,Hans-Jörg Krause,Kultusministerium
1130,https://kleineanfragen.de/sachsen-anhalt/6/2348-regelungen-in-geschaeftsfuehreranstellungsvertraegen-bei-landesgesellschaften-teil-iii,6,2348,Regelungen in Geschäftsführeranstellungsverträgen bei Landesgesellschaften Teil III,minor,2013-08-13,Die Linke,Wulf Gallert,Ministerium der Finanzen
1131,https://kleineanfragen.de/sachsen-anhalt/6/2346-wohnraumbeseitigung,6,2346,Wohnraumbeseitigung,minor,2013-08-09,Die Linke,Hans-Jörg Krause,Ministerium für Landesentwicklung und Verkehr
1132,https://kleineanfragen.de/sachsen-anhalt/6/2345-regelungen-in-geschaeftsfuehreranstellungsvertraegen-bei-landesliegenschaften-teil-i,6,2345,Regelungen in Geschäftsführeranstellungsverträgen bei Landesliegenschaften Teil I,minor,2013-08-09,Die Linke,Wulf Gallert,Ministerium der Finanzen
1133,https://kleineanfragen.de/sachsen-anhalt/6/2344-soziale-juristische-und-wirtschaftliche-bilanz-des-schwarzfahrens-in-sachsen-anhalt,6,2344,"Soziale, juristische und wirtschaftliche Bilanz des Schwarzfahrens in Sachsen-Anhalt",minor,2013-08-09,Die Linke,Dagmar Zoschke,Ministerium für Landesentwicklung und Verkehr
1134,https://kleineanfragen.de/sachsen-anhalt/6/2343-sozialbestattungen-in-sachsen-anhalt,6,2343,Sozialbestattungen in Sachsen-Anhalt,minor,2013-08-09,Die Linke,Dagmar Zoschke,"Ministerium für Arbeit, Soziales und Integration"
1135,https://kleineanfragen.de/sachsen-anhalt/6/2340-fusion-des-landesinstituts-fuer-schulqualitaet-und-lehrerbildung-sachsen-anhalt-mit-dem-landesschulamt,6,2340,Fusion des Landesinstituts für Schulqualität und Lehrerbildung Sachsen-Anhalt mit dem Landesschulamt,minor,2013-08-07,Die Linke,Birke Bull-Bischoff,Kultusministerium
1136,https://kleineanfragen.de/sachsen-anhalt/6/2339-40-gemeindeordnung-des-landes-sachsen-anhalt,6,2339,§ 40 Gemeindeordnung des Landes Sachsen-Anhalt,minor,2013-08-07,CDU,Steffen Rosmeisl,Ministerium für Inneres und Sport
