,html_url,legislative_term,reference,title,interpellation_type,published_at,body,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
75533,https://kleineanfragen.de/saarland/14/1313-immaterielles-kulturerbe-im-saarland,14,1313,Immaterielles Kulturerbe im Saarland,written,2015-04-01,Saarland,Die Grünen,Michael Neyses,Landesregierung
75534,https://kleineanfragen.de/saarland/14/0810-neujahrsempfang-der-ministerpraesidentin-2014,14,810,Neujahrsempfang der Ministerpräsidentin 2014,written,2014-03-13,Saarland,Die Linke,Barbara Spaniol,Landesregierung
75535,https://kleineanfragen.de/saarland/14/737-graureiherhorstbaumfaellungen-im-eu-vogelschutzgebiet-saarschleife,14,737,Graureiherhorstbaumfällungen im EU Vogelschutzgebiet Saarschleife,written,2012-03-30,Saarland,Die Grünen,Hubert Ulrich,Landesregierung
75536,https://kleineanfragen.de/saarland/14/736-agenda-2020-der-universitaet-des-saarlandes,14,736,Agenda 2020 der Universität des Saarlandes,written,2012-03-30,Saarland,FDP,Christoph Kühn,Landesregierung
75537,https://kleineanfragen.de/saarland/14/709-rechtsextremistische-straftaten-im-saarland,14,709,Rechtsextremistische Straftaten im Saarland,written,2012-03-07,Saarland,SPD,Magnus Jung,Landesregierung
75538,https://kleineanfragen.de/saarland/14/708-massnahmen-zur-verbesserung-der-lage-von-patienten-mit-entzuendlich-rheumatischen-krankheiten,14,708,Maßnahmen zur Verbesserung der Lage von Patienten mit entzündlich-rheumatischen Krankheiten,written,2012-03-07,Saarland,SPD,Anke Rehlinger,Landesregierung
75539,https://kleineanfragen.de/saarland/14/703-raumordnungs-und-planungsverfahren-fuer-die-auf-dem-enklerplatz-in-homburg-geplante-einkaufsgalerie,14,703,Raumordnungs- und Planungsverfahren für die auf dem Enklerplatz in Homburg geplante Einkaufsgalerie,written,2012-02-27,Saarland,Die Linke,Barbara Spaniol,Landesregierung
75540,https://kleineanfragen.de/saarland/14/702-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-betreffend-sicher-mit-dem-bus-zur-schule,14,702,"Nachfrage zur Antwort der Landesregierung auf die Anfrage betreffend ""Sicher mit dem Bus zur Schule?""",written,2012-02-27,Saarland,SPD,Isolde Ries,Landesregierung
75541,https://kleineanfragen.de/saarland/14/690-beschulung-von-schuelerinnen-und-schuelern-mit-behinderung-in-regel-und-foerderschulen,14,690,Beschulung von Schülerinnen und Schülern mit Behinderung in Regel- und Förderschulen,written,2012-02-03,Saarland,SPD,Isolde Ries,Landesregierung
75542,https://kleineanfragen.de/saarland/14/689-1-saarlaendischer-handelskongress,14,689,1. Saarländischer Handelskongress,written,2012-01-25,Saarland,SPD,Isolde Ries,Landesregierung
