,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
1195,Omid Nouripour;Agnieszka Brugger;Annalena Baerbock,Annalena Baerbock;Agnieszka Brugger;Omid Nouripour,https://kleineanfragen.de/bundestag/18/9457-evakuierungseinsatz-der-bundeswehr-im-suedsudan,Evakuierungseinsatz der Bundeswehr im Südsudan,minor,2016-08-19T00:00:00Z,Bündnis 90/Die Grünen,Auswärtiges Amt,Auswärtiges Amt
1196,Steffi Lemke;Oliver Krischer;Sylvia Kotting-Uhl,Steffi Lemke;Oliver Krischer;Sylvia Kotting-Uhl,https://kleineanfragen.de/bundestag/18/9435-stand-der-sicherungsmassnahmen-fuer-das-zwischenlager-nord,Stand der Sicherungsmaßnahmen für das Zwischenlager Nord,minor,2016-08-19T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1197,Maria Klein-Schmeink;Dr. Harald Terpe;Uwe Kekeritz,Maria Klein-Schmeink;Uwe Kekeritz;Dr. Harald Terpe,https://kleineanfragen.de/bundestag/18/9434-wirksamkeit-von-projekten-der-bundesregierung-zur-foerderung-von-legalen-anbaualternativen-zum-illegalen,Wirksamkeit von Projekten der Bundesregierung zur Förderung von legalen Anbaualternativen zum illegalen Drogenanbau,minor,2016-08-19T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung
1198,Tabea Rößner;Matthias Gastel;Stephan Kühn,Tabea Rößner;Matthias Gastel;Stephan Kühn,https://kleineanfragen.de/bundestag/18/9433-zukunft-des-gemeindeverkehrsfinanzierungsgesetz-bundesprogramms,Zukunft des Gemeindeverkehrsfinanzierungsgesetz-Bundesprogramms,minor,2016-08-19T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Verkehr und digitale Infrastruktur,Bundesministerium für Verkehr und digitale Infrastruktur
1199,Sevim Dağdelen;Eva Bulling-Schröter;Christine Buchholz,Eva Bulling-Schröter;Christine Buchholz;Sevim Dağdelen,https://kleineanfragen.de/bundestag/18/9432-aktivitaeten-des-military-engineering-centre-of-excellence-mileng-coe-in-ingolstadt,Aktivitäten des Military Engineering Centre of Excellence (MILENG COE) in Ingolstadt,minor,2016-08-19T00:00:00Z,Die Linke,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung
1200,Christine Buchholz;Andrej Hunko;Annette Groth,Annette Groth;Christine Buchholz;Andrej Hunko,https://kleineanfragen.de/bundestag/18/9431-zeitplan-zur-beschaffung-von-fuenf-bewaffnungsfaehigen-drohnen-der-male-klasse,Zeitplan zur Beschaffung von fünf bewaffnungsfähigen Drohnen der MALE-Klasse,minor,2016-08-19T00:00:00Z,Die Linke,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung
1201,Christine Buchholz;Ulla Jelpke;Annette Groth,Annette Groth;Christine Buchholz;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9430-moegliche-verletzung-unionsrechtlicher-verpflichtungen-gegenueber-fluechtlingen-durch-die-deutsche-marine-in-der,Mögliche Verletzung unionsrechtlicher Verpflichtungen gegenüber Flüchtlingen durch die Deutsche Marine in der Ägäis,minor,2016-08-19T00:00:00Z,Die Linke,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung
1202,Sevim Dağdelen;Ulla Jelpke;Frank Tempel,Sevim Dağdelen;Frank Tempel;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9415-ergaenzende-informationen-zur-asylstatistik-fuer-das-zweite-quartal-2016,Ergänzende Informationen zur Asylstatistik für das zweite Quartal 2016,minor,2016-08-17T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1203,Eva Bulling-Schröter;Caren Lay;Birgit Menz,Birgit Menz;Caren Lay;Eva Bulling-Schröter,https://kleineanfragen.de/bundestag/18/9414-verbrennung-von-braunkohlestaub-in-asphaltmischanlagen-fuer-den-strassenbau,Verbrennung von Braunkohlestaub in Asphaltmischanlagen für den Straßenbau,minor,2016-08-17T00:00:00Z,Die Linke,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1204,Hubertus Zdebel;Herbert Behrens;Caren Lay,Herbert Behrens;Caren Lay;Hubertus Zdebel,https://kleineanfragen.de/bundestag/18/9413-privilegierung-der-entsorgungsbranche-bei-der-anwendung-der-stoerfall-verordnung,Privilegierung der Entsorgungsbranche bei der Anwendung der Störfall-Verordnung,minor,2016-08-17T00:00:00Z,Die Linke,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1205,Volker Beck;Luise Amtsberg;Uwe Kekeritz,Uwe Kekeritz;Volker Beck;Luise Amtsberg,https://kleineanfragen.de/bundestag/18/9429-menschenrechtliche-lage-in-ghana,Menschenrechtliche Lage in Ghana,minor,2016-08-16T00:00:00Z,Bündnis 90/Die Grünen,Auswärtiges Amt,Auswärtiges Amt
1206,Dr. Franziska Brantner;Beate Walter-Rosenheimer;Özcan Mutlu,Beate Walter-Rosenheimer;Özcan Mutlu;Dr. Franziska Brantner,https://kleineanfragen.de/bundestag/18/9411-vereinbarkeit-von-familie-und-beruf-bei-eltern-schulpflichtiger-kinder,Vereinbarkeit von Familie und Beruf bei Eltern schulpflichtiger Kinder,minor,2016-08-16T00:00:00Z,Bündnis 90/Die Grünen,"Bundesministerium für Familie, Senioren, Frauen und Jugend","Bundesministerium für Familie, Senioren, Frauen und Jugend"
1207,Friedrich Ostendorff;Nicole Maisch;Harald Ebner,Nicole Maisch;Harald Ebner;Friedrich Ostendorff,https://kleineanfragen.de/bundestag/18/9410-agrarstrukturelle-folgen-einer-moeglichen-insolvenz-der-ktg-agrar,Agrarstrukturelle Folgen einer möglichen Insolvenz der KTG Agrar,minor,2016-08-16T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Ernährung und Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft
1208,Eva Bulling-Schröter;Sabine Zimmermann;Birgit Wöllert,Eva Bulling-Schröter;Sabine Zimmermann;Birgit Wöllert,https://kleineanfragen.de/bundestag/18/9409-moeglicher-weiterentwicklungsbedarf-in-der-aus-und-fortbildung-sowie-berufspraxis-von-medizinisch-technischen,Möglicher Weiterentwicklungsbedarf in der Aus- und Fortbildung sowie Berufspraxis von medizinisch-technischen Assistentinnen und Assistenten,minor,2016-08-16T00:00:00Z,Die Linke,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit
1209,Kathrin Vogler;Sabine Zimmermann;Harald Weinberg,Sabine Zimmermann;Kathrin Vogler;Harald Weinberg,https://kleineanfragen.de/bundestag/18/9408-aufnahme-des-totenscheins-in-den-leistungskatalog-der-gesetzlichen-krankenversicherung,Aufnahme des Totenscheins in den Leistungskatalog der gesetzlichen Krankenversicherung,minor,2016-08-16T00:00:00Z,Die Linke,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit
1210,Dr. André Hahn;Ulla Jelpke;Katrin Kunert,Ulla Jelpke;Dr. André Hahn;Katrin Kunert,https://kleineanfragen.de/bundestag/18/9404-foerderung-des-spitzensports-von-menschen-mit-behinderung,Förderung des Spitzensports von Menschen mit Behinderung,minor,2016-08-15T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1211,Sabine Zimmermann;Matthias W. Birkwald;Klaus Ernst,Klaus Ernst;Sabine Zimmermann;Matthias W. Birkwald,https://kleineanfragen.de/bundestag/18/9403-bilanz-der-zwangsverrentung-und-moegliche-reformoptionen,Bilanz der Zwangsverrentung und mögliche Reformoptionen,minor,2016-08-15T00:00:00Z,Die Linke,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
1212,Markus Kurth;Dr. Wolfgang Strengmann-Kuhn;Nicole Maisch,Dr. Wolfgang Strengmann-Kuhn;Nicole Maisch;Markus Kurth,https://kleineanfragen.de/bundestag/18/9398-aktuelle-daten-zur-riester-rente,Aktuelle Daten zur Riester-Rente,minor,2016-08-15T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium der Finanzen,Bundesministerium der Finanzen
1213,Sigrid Hupach;Ulla Jelpke;Norbert Müller,Sigrid Hupach;Norbert Müller;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9401-situation-und-schutz-von-kindern-in-fluechtlingsunterkuenften,Situation und Schutz von Kindern in Flüchtlingsunterkünften,minor,2016-08-12T00:00:00Z,Die Linke,"Bundesministerium für Familie, Senioren, Frauen und Jugend","Bundesministerium für Familie, Senioren, Frauen und Jugend"
1214,Sevim Dağdelen;Heike Hänsel;Annette Groth,Heike Hänsel;Annette Groth;Sevim Dağdelen,https://kleineanfragen.de/bundestag/18/9399-moegliche-einflussnahme-des-tuerkischen-praesidenten-erdogan-in-deutschland-ueber-organisationen-wie-uetd-und-ditib,Mögliche Einflussnahme des türkischen Präsidenten Erdogan in Deutschland über Organisationen wie UETD und Ditib,minor,2016-08-12T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1215,Dr. André Hahn;Ulla Jelpke;Annette Groth,Dr. André Hahn;Annette Groth;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9402-umgang-mit-is-abtruennigen,Umgang mit IS-Abtrünnigen,minor,2016-08-11T00:00:00Z,Die Linke,Auswärtiges Amt,Auswärtiges Amt
1216,Andrej Hunko;Jan van Aken;Dr. Alexander S. Neu,Jan van Aken;Dr. Alexander S. Neu;Andrej Hunko,https://kleineanfragen.de/bundestag/18/9388-sogenannte-hybride-bedrohungen-und-deren-tatsaechliche-gefaehrlichkeit,Sogenannte hybride Bedrohungen und deren tatsächliche Gefährlichkeit,minor,2016-08-11T00:00:00Z,Die Linke,Auswärtiges Amt,Auswärtiges Amt
1217,Renate Künast;Katharina Dröge;Kerstin Andreae,Renate Künast;Kerstin Andreae;Katharina Dröge,https://kleineanfragen.de/bundestag/18/9379-befangenheitsvorwurf-gegen-bundeswirtschaftsminister-sigmar-gabriel-im-ministererlaubnisverfahren-edeka-und-kaiser,Befangenheitsvorwurf gegen Bundeswirtschaftsminister Sigmar Gabriel im Ministererlaubnisverfahren EDEKA und Kaiser's Tengelmann,minor,2016-08-11T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie
1218,Annalena Baerbock;Oliver Krischer;Dr. Julia Verlinden,Dr. Julia Verlinden;Annalena Baerbock;Oliver Krischer,https://kleineanfragen.de/bundestag/18/9378-konventionelle-mindesterzeugungskapazitaeten-und-abregelungen,Konventionelle Mindesterzeugungskapazitäten und Abregelungen,minor,2016-08-11T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie
1219,Matthias Gastel;Steffi Lemke;Annalena Baerbock,Matthias Gastel;Annalena Baerbock;Steffi Lemke,https://kleineanfragen.de/bundestag/18/9377-kontrollen-und-falschdeklarationen-im-holzhandel,Kontrollen und Falschdeklarationen im Holzhandel,minor,2016-08-11T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Ernährung und Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft
1220,Sevim Dağdelen;Ulla Jelpke;Frank Tempel,Sevim Dağdelen;Frank Tempel;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9374-ausschluss-der-hautfarbe-als-motiv-fuer-personenkontrollen-durch-die-bundespolizei,Ausschluss der Hautfarbe als Motiv für Personenkontrollen durch die Bundespolizei,minor,2016-08-10T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1221,Stephan Kühn;Oliver Krischer;Dr. Valerie Wilms,Dr. Valerie Wilms;Stephan Kühn;Oliver Krischer,https://kleineanfragen.de/bundestag/18/9373-reale-co2-messungen-bei-pkw,Reale CO2-Messungen bei Pkw,minor,2016-08-10T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Verkehr und digitale Infrastruktur,Bundesministerium für Verkehr und digitale Infrastruktur
1222,Bärbel Höhn;Stephan Kühn;Annalena Baerbock,Bärbel Höhn;Annalena Baerbock;Stephan Kühn,https://kleineanfragen.de/bundestag/18/9372-klimaschutz-im-luftverkehr-stand-der-internationalen-verhandlungen-auf-icao-ebene-zur-einfuehrung-eines-globalen,Klimaschutz im Luftverkehr - Stand der internationalen Verhandlungen auf ICAO-Ebene zur Einführung eines globalen marktbasierten Mechanismus,minor,2016-08-10T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Verkehr und digitale Infrastruktur,Bundesministerium für Verkehr und digitale Infrastruktur
1223,Jan Korte;Jan van Aken;Frank Tempel,Jan van Aken;Frank Tempel;Jan Korte,https://kleineanfragen.de/bundestag/18/9371-entwicklung-des-sondergerichtsstands-und-der-schwerpunktstaatsanwaltschaft-in-kempten-fuer-straftaten,Entwicklung des Sondergerichtsstands und der Schwerpunktstaatsanwaltschaft in Kempten für Straftaten Bundeswehrangehöriger im Auslandseinsatz,minor,2016-08-10T00:00:00Z,Die Linke,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung
1224,Bärbel Höhn;Peter Meiwald;Dr. Valerie Wilms,Dr. Valerie Wilms;Peter Meiwald;Bärbel Höhn,https://kleineanfragen.de/bundestag/18/9368-umsetzung-des-sustainable-development-goal-12-nachhaltige-konsum-und-produktionsmuster-sicherstellen,Umsetzung des Sustainable Development Goal 12 - Nachhaltige Konsum- und Produktionsmuster sicherstellen,minor,2016-08-09T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1225,Renate Künast;Nicole Maisch;Uwe Kekeritz,Uwe Kekeritz;Nicole Maisch;Renate Künast,https://kleineanfragen.de/bundestag/18/9367-umsetzung-des-sustainable-development-goal-12-nachhaltiger-konsum-unternehmensverantwortung-in-der-lieferkette-und,"Umsetzung des Sustainable Development Goal 12 - Nachhaltiger Konsum, Unternehmensverantwortung in der Lieferkette und Verbraucheraspekte",minor,2016-08-09T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1226,Jan Korte;Andrej Hunko;Frank Tempel,Frank Tempel;Jan Korte;Andrej Hunko,https://kleineanfragen.de/bundestag/18/9366-einsaetze-von-sogenannten-stillen-sms-wlan-catchern-imsi-catchern-funkzellenabfragen-sowie-software-zur-bildersuche,"Einsätze von sogenannten Stillen SMS, WLAN-Catchern, IMSI-Catchern, Funkzellenabfragen sowie Software zur Bildersuche im ersten Halbjahr 2016",minor,2016-08-09T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1227,Jan Korte;Ulla Jelpke;Frank Tempel,Frank Tempel;Jan Korte;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9360-abschiebungen-im-ersten-halbjahr-2016,Abschiebungen im ersten Halbjahr 2016,minor,2016-08-08T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1228,Dr. André Hahn;Jan Korte;Petra Pau,Dr. André Hahn;Jan Korte;Petra Pau,https://kleineanfragen.de/bundestag/18/9358-antisemitische-straftaten-im-zweiten-quartal-2016,Antisemitische Straftaten im zweiten Quartal 2016,minor,2016-08-08T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1229,Sigrid Hupach;Christine Buchholz;Cornelia Möhring,Christine Buchholz;Sigrid Hupach;Cornelia Möhring,https://kleineanfragen.de/bundestag/18/9357-geschlechtergerechte-leistungsbeurteilung-in-der-bundesverwaltung,Geschlechtergerechte Leistungsbeurteilung in der Bundesverwaltung,minor,2016-08-08T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1230,Sevim Dağdelen;Petra Pau;Frank Tempel,Sevim Dağdelen;Frank Tempel;Petra Pau,https://kleineanfragen.de/bundestag/18/9356-auslaenderfeindliche-und-rechtsextremistische-straftaten-in-der-bundesrepublik-deutschland-im-juni-2016,Ausländerfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im Juni 2016,minor,2016-08-08T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1231,Bärbel Höhn;Sven-Christian Kindler;Peter Meiwald,Peter Meiwald;Sven-Christian Kindler;Bärbel Höhn,https://kleineanfragen.de/bundestag/18/9354-fluthilfefonds-2013-und-genereller-umgang-mit-unwetterschaeden,Fluthilfefonds 2013 und genereller Umgang mit Unwetterschäden,minor,2016-08-08T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium der Finanzen,Bundesministerium der Finanzen
1232,Sevim Dağdelen;Ulla Jelpke;Annette Groth,Annette Groth;Sevim Dağdelen;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9353-stellung-der-avrupa-tuerk-islam-birligi-atib-im-spektrum-der-grauen-woelfe,Stellung der Avrupa Türk-Islam Birligi (ATIB) im Spektrum der Grauen Wölfe,minor,2016-08-05T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1233,Nicole Gohlke;Ralph Lenkert;Sigrid Hupach;Katrin Werner;Cornelia Möhring;Norbert Müller;Dr. Rosemarie Hein,Katrin Werner;Norbert Müller;Cornelia Möhring;Ralph Lenkert;Dr. Rosemarie Hein;Sigrid Hupach;Nicole Gohlke,https://kleineanfragen.de/bundestag/18/9365-bafoeg-rueckzahlungsmodalitaeten,BAföG-Rückzahlungsmodalitäten,minor,2016-08-04T00:00:00Z,Die Linke,Bundesministerium für Bildung und Forschung,Bundesministerium für Bildung und Forschung
1234,Christian Kühn;Kerstin Andreae;Dr. Thomas Gambke,Dr. Thomas Gambke;Kerstin Andreae;Christian Kühn,https://kleineanfragen.de/bundestag/18/9355-staerkung-der-altersvorsorge-durch-mitgliedschaft-und-sparen-in-bau-und-wohnungsgenossenschaften,Stärkung der Altersvorsorge durch Mitgliedschaft und Sparen in Bau- und Wohnungsgenossenschaften,minor,2016-08-04T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1235,Jan Korte;Petra Pau;Martina Renner,Jan Korte;Martina Renner;Petra Pau,https://kleineanfragen.de/bundestag/18/9331-umsetzung-der-empfehlungen-des-2-parlamentarischen-untersuchungsausschusses-der-17-wahlperiode-zur-verbrechensserie,Umsetzung der Empfehlungen des 2. Parlamentarischen Untersuchungsausschusses der 17. Wahlperiode zur Verbrechensserie des Nationalsozialistischen Untergrundes,major,2016-08-04T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1236,Peter Meiwald;Dr. Julia Verlinden;Jürgen Trittin,Jürgen Trittin;Dr. Julia Verlinden;Peter Meiwald,https://kleineanfragen.de/bundestag/18/9330-gewaesserqualitaet-in-niedersachsen,Gewässerqualität in Niedersachsen,minor,2016-08-04T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1237,Klaus Ernst;Herbert Behrens;Caren Lay,Caren Lay;Herbert Behrens;Klaus Ernst,https://kleineanfragen.de/bundestag/18/9329-arbeitsbedingungen-der-beschaeftigten-im-deutschen-luftverkehr,Arbeitsbedingungen der Beschäftigten im deutschen Luftverkehr,minor,2016-08-04T00:00:00Z,Die Linke,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
1238,Christine Buchholz;Andrej Hunko;Annette Groth,Annette Groth;Christine Buchholz;Andrej Hunko,https://kleineanfragen.de/bundestag/18/9328-polizeiliche-multinationale-ermittlungsteams-der-europaeischen-union-zur-bekaempfung-anarchistischer,Polizeiliche multinationale Ermittlungsteams der Europäischen Union zur Bekämpfung anarchistischer terroristischer Bedrohungen,minor,2016-08-04T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1239,Ulla Jelpke;Jan van Aken;Frank Tempel,Jan van Aken;Frank Tempel;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9324-proteste-gegen-und-uebergriffe-auf-fluechtlingsunterkuenfte-im-zweiten-quartal-2016,Proteste gegen und Übergriffe auf Flüchtlingsunterkünfte im zweiten Quartal 2016,minor,2016-08-03T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1240,Dr. André Hahn;Andrej Hunko;Annette Groth,Dr. André Hahn;Annette Groth;Andrej Hunko,https://kleineanfragen.de/bundestag/18/9323-geheimhaltung-wesentlicher-informationen-zu-einem-als-operative-plattform-bezeichneten-europaeischen,Geheimhaltung wesentlicher Informationen zu einem als operative Plattform bezeichneten europäischen Geheimdienstzentrum in Den Haag,minor,2016-08-03T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1241,Christian Kühn;Oliver Krischer;Harald Ebner,Oliver Krischer;Harald Ebner;Christian Kühn,https://kleineanfragen.de/bundestag/18/9322-holzbau-und-andere-nachwachsende-rohstoffe-im-baubereich,Holzbau und andere nachwachsende Rohstoffe im Baubereich,minor,2016-08-03T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1242,Sevim Dağdelen;Heike Hänsel;Wolfgang Gehrcke,Sevim Dağdelen;Wolfgang Gehrcke;Heike Hänsel,https://kleineanfragen.de/bundestag/18/9321-freihandel-mit-mexiko-und-menschenrechte,Freihandel mit Mexiko und Menschenrechte,minor,2016-08-03T00:00:00Z,Die Linke,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie
1243,Dr. Valerie Wilms;Annalena Baerbock;Harald Ebner,Harald Ebner;Annalena Baerbock;Dr. Valerie Wilms,https://kleineanfragen.de/bundestag/18/9325-verzoegerung-von-bauarbeiten-am-kanaltunnel-rendsburg,Verzögerung von Bauarbeiten am Kanaltunnel Rendsburg,minor,2016-08-02T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Verkehr und digitale Infrastruktur,Bundesministerium für Verkehr und digitale Infrastruktur
1244,Ulla Jelpke;Petra Pau;Frank Tempel,Frank Tempel;Petra Pau;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9313-musikveranstaltungen-der-extremen-rechten-im-zweiten-quartal-2016,Musikveranstaltungen der extremen Rechten im zweiten Quartal 2016,minor,2016-08-01T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1245,Ulla Jelpke;Petra Pau;Frank Tempel,Frank Tempel;Petra Pau;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9312-rechtsextreme-aufmaersche-im-zweiten-quartal-2016,Rechtsextreme Aufmärsche im zweiten Quartal 2016,minor,2016-08-01T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1246,Dr. André Hahn;Jan Korte;Martina Renner,Dr. André Hahn;Martina Renner;Jan Korte,https://kleineanfragen.de/bundestag/18/9311-einrichtung-einer-zentralstelle-fuer-informationstechnik-im-sicherheitsbereich,Einrichtung einer Zentralstelle für Informationstechnik im Sicherheitsbereich,minor,2016-08-01T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1247,Sevim Dağdelen;Ulla Jelpke;Frank Tempel,Sevim Dağdelen;Frank Tempel;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9310-islamfeindlichkeit-und-antimuslimische-straftaten-im-zweiten-quartal-2016,Islamfeindlichkeit und antimuslimische Straftaten im zweiten Quartal 2016,minor,2016-08-01T00:00:00Z,Die Linke,Bundesministerium des Innern,Bundesministerium des Innern
1248,Sevim Dağdelen;Jan Korte;Frank Tempel,Sevim Dağdelen;Frank Tempel;Jan Korte,https://kleineanfragen.de/bundestag/18/9309-zukunft-der-dokumentation-und-schicksalsklaerung-sowjetischer-kriegsgefangener,Zukunft der Dokumentation und Schicksalsklärung sowjetischer Kriegsgefangener,minor,2016-08-01T00:00:00Z,Die Linke,Auswärtiges Amt,Auswärtiges Amt
1249,Luise Amtsberg;Manuel Sarrazin;Volker Beck,Manuel Sarrazin;Luise Amtsberg;Volker Beck,https://kleineanfragen.de/bundestag/18/9308-einbuergerung-britischer-staatsangehoeriger,Einbürgerung britischer Staatsangehöriger,minor,2016-08-01T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium des Innern,Bundesministerium des Innern
1250,Peter Meiwald;Christian Kühn;Annalena Baerbock,Annalena Baerbock;Christian Kühn;Peter Meiwald,https://kleineanfragen.de/bundestag/18/9307-gesundheitsgefahren-durch-holzschutzmittel,Gesundheitsgefahren durch Holzschutzmittel,minor,2016-08-01T00:00:00Z,Bündnis 90/Die Grünen,Bau und Reaktorsicherheit,Bau und Reaktorsicherheit
1251,Eva Bulling-Schröter;Ralph Lenkert;Niema Movassat,Eva Bulling-Schröter;Niema Movassat;Ralph Lenkert,https://kleineanfragen.de/bundestag/18/9306-ernteausfaelle-und-hungersnoete-aufgrund-von-klimawandel,Ernteausfälle und Hungersnöte aufgrund von Klimawandel,minor,2016-08-01T00:00:00Z,Die Linke,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung
1252,Frank Tempel;Wolfgang Gehrcke;Katrin Kunert,Frank Tempel;Wolfgang Gehrcke;Katrin Kunert,https://kleineanfragen.de/bundestag/18/9300-verfahrenspraxis-des-bundesamts-fuer-familie-und-zivilgesellschaftliche-aufgaben-zur-anerkennung-von,Verfahrenspraxis des Bundesamts für Familie und zivilgesellschaftliche Aufgaben zur Anerkennung von Kriegsdienstverweigerungen aus Gewissensgründen,minor,2016-08-01T00:00:00Z,Die Linke,"Bundesministerium für Familie, Senioren, Frauen und Jugend","Bundesministerium für Familie, Senioren, Frauen und Jugend"
1253,Dr. André Hahn;Sevim Dağdelen;Wolfgang Gehrcke,Dr. André Hahn;Wolfgang Gehrcke;Sevim Dağdelen,https://kleineanfragen.de/bundestag/18/9326-visaliberalisierungen-der-eu-mit-der-tuerkei-ukraine-georgien-und-dem-kosovo,"Visaliberalisierungen der EU mit der Türkei, Ukraine, Georgien und dem Kosovo",minor,2016-07-29T00:00:00Z,Die Linke,Auswärtiges Amt,Auswärtiges Amt
1254,Jan Korte;Ulla Jelpke;Frank Tempel,Jan Korte;Frank Tempel;Ulla Jelpke,https://kleineanfragen.de/bundestag/18/9303-probleme-beim-familiennachzug-von-fluechtlingen-in-griechenland-und-zu-subsidiaer-schutzberechtigten,Probleme beim Familiennachzug von Flüchtlingen in Griechenland und zu subsidiär Schutzberechtigten,minor,2016-07-29T00:00:00Z,Die Linke,Auswärtiges Amt,Auswärtiges Amt
1255,Bärbel Höhn;Uwe Kekeritz;Harald Ebner,Bärbel Höhn;Harald Ebner;Uwe Kekeritz,https://kleineanfragen.de/bundestag/18/9290-umsetzung-verbindlicher-umwelt-und-sozialstandards-in-der-internationalen-palmoelproduktion,Umsetzung verbindlicher Umwelt- und Sozialstandards in der internationalen Palmölproduktion,minor,2016-07-28T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium für Ernährung und Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft
1256,Renate Künast;Cem Özdemir;Katja Keul,Renate Künast;Katja Keul;Cem Özdemir,https://kleineanfragen.de/bundestag/18/9289-zukunft-des-rechtsstaatsdialogs-mit-china,Zukunft des Rechtsstaatsdialogs mit China,minor,2016-07-28T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium der Justiz und für Verbraucherschutz,Bundesministerium der Justiz und für Verbraucherschutz
1257,Dr. Tobias Lindner;Agnieszka Brugger;Doris Wagner,Dr. Tobias Lindner;Agnieszka Brugger;Doris Wagner,https://kleineanfragen.de/bundestag/18/9304-deutschland-als-fuehrungsnation-einer-eu-battlegroup,Deutschland als Führungsnation einer EU-Battlegroup,minor,2016-07-27T00:00:00Z,Bündnis 90/Die Grünen,Bundesministerium der Verteidigung,Bundesministerium der Verteidigung
