,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
19701,Alessa Ulrike Berkenkamp,Alessa Ulrike Berkenkamp,https://kleineanfragen.de/berlin/17/19119-nachhaltigkeit-sichtbar-machen-fuer-alle-gefoerdert-und-gefordert-ein-vergleichbarer-einblick-in,"Nachhaltigkeit sichtbar machen für alle gefördert und gefordert? Ein vergleichbarer Einblick in Wirtschaftspraktiken der Landesunternehmen, Landesbeteiligungen und Anstalten öffentlichen Rechts gefördert",written,2016-10-26T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Finanzen,Senatsverwaltung für Finanzen
19702,Marianne Burkert-Eulitz,Marianne Burkert-Eulitz,https://kleineanfragen.de/berlin/17/19110-stand-der-aufarbeitung-der-unterbringung-von-jugendlichen-bei-paedophilen-durch-die-senatsjugendverwaltung-ii,Stand der Aufarbeitung der Unterbringung von Jugendlichen bei Pädophilen durch die Senatsjugendverwaltung (II),written,2016-10-20T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19703,Jutta Matuschek,Jutta Matuschek,https://kleineanfragen.de/berlin/17/19112-soloselbststaendige,Soloselbstständige,written,2016-10-19T00:00:00Z,Die Linke,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19704,Marianne Burkert-Eulitz,Marianne Burkert-Eulitz,https://kleineanfragen.de/berlin/17/19111-entwicklung-der-inneren-sicherheit-und-polizeipraesenz-an-raw-warschauer-bruecke-goerlitzer-park-und-am-kottbusser,"Entwicklung der Inneren Sicherheit und Polizeipräsenz an RAW/Warschauer Brücke, Görlitzer Park und am Kottbusser Tor",written,2016-10-19T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19705,Peter Trapp,Peter Trapp,https://kleineanfragen.de/berlin/17/19114-uebergriffe-auf-polizeibeamte-im-jahr-2015,Übergriffe auf Polizeibeamte im Jahr 2015,written,2016-10-18T00:00:00Z,CDU,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19706,Jutta Matuschek,Jutta Matuschek,https://kleineanfragen.de/berlin/17/19113-spreepark-und-eierhaeuschen-wie-ist-der-sachstand,Spreepark und Eierhäuschen - wie ist der Sachstand?,written,2016-10-18T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19707,Alexander J. Herrmann,Alexander J. Herrmann,https://kleineanfragen.de/berlin/17/19109-foerderung-von-hundeauslaufgebieten-in-den-bezirken,Förderung von Hundeauslaufgebieten in den Bezirken,written,2016-10-14T00:00:00Z,CDU,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19708,Alexander Spies,Alexander Spies,https://kleineanfragen.de/berlin/17/19108-wie-sozial-ist-das-sozialticket,Wie sozial ist das Sozialticket?,written,2016-10-13T00:00:00Z,Piraten,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19709,Alexander Spies,Alexander Spies,https://kleineanfragen.de/berlin/17/19107-menschen-ohne-festen-wohnsitz-im-land-berlin,Menschen ohne festen Wohnsitz im Land Berlin,written,2016-10-13T00:00:00Z,Piraten,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19710,Katrin Möller,Katrin Möller,https://kleineanfragen.de/berlin/17/19106-unbegleitete-minderjaehrige-fluechtlinge-ambulantes-clearing,Unbegleitete minderjährige Flüchtlinge: Ambulantes Clearing,written,2016-10-12T00:00:00Z,Die Linke,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19711,Katrin Möller,Katrin Möller,https://kleineanfragen.de/berlin/17/19105-unbegleitete-minderjaehrige-fluechtlinge-in-berlin,Unbegleitete minderjährige Flüchtlinge in Berlin,written,2016-10-12T00:00:00Z,Die Linke,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19712,Harald Moritz,Harald Moritz,https://kleineanfragen.de/berlin/17/19101-nachwuchsleistungszentrum-1-fc-union,Nachwuchsleistungszentrum 1. FC Union,written,2016-10-11T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19713,Tim-Christopher Zeelen,Tim-Christopher Zeelen,https://kleineanfragen.de/berlin/17/19104-fortbildungen-fuer-lehrkraefte,Fortbildungen für Lehrkräfte,written,2016-10-06T00:00:00Z,CDU,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19714,Harald Moritz,Harald Moritz,https://kleineanfragen.de/berlin/17/19100-berliner-autobahnabschnitte-ohne-laermschutz,Berliner Autobahnabschnitte ohne Lärmschutz,written,2016-10-06T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19715,Oliver Friederici,Oliver Friederici,https://kleineanfragen.de/berlin/17/19099-reduzierung-der-dauerbelastung-durch-den-schwerlastverkehr-in-lichterfelde-lankwitz,Reduzierung der Dauerbelastung durch den Schwerlastverkehr in Lichterfelde/Lankwitz,written,2016-10-06T00:00:00Z,CDU,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19716,Harald Moritz,Harald Moritz,https://kleineanfragen.de/berlin/17/19098-lollapalooza-nachlese,Lollapalooza - Nachlese,written,2016-10-06T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19717,Stefan Evers,Stefan Evers,https://kleineanfragen.de/berlin/17/19095-denkmalschutz-fuer-die-schlange,"Denkmalschutz für die ""Schlange""",written,2016-10-06T00:00:00Z,CDU,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19718,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19094-neue-stadtquartiere,Neue Stadtquartiere,written,2016-10-06T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19719,Stefanie Remlinger,Stefanie Remlinger,https://kleineanfragen.de/berlin/17/19091-oberstufenzentren-osz-was-plant-der-senat,Oberstufenzentren (OSZ): Was plant der Senat?,written,2016-10-06T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19720,Anja Schillhaneck,Anja Schillhaneck,https://kleineanfragen.de/berlin/17/19102-eingang-verteilung-und-verbleib-der-hochschulpaktmittel-fuer-die-jahre-2013-2015,"Eingang, Verteilung und Verbleib der Hochschulpaktmittel für die Jahre 2013 - 2015",written,2016-10-05T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19721,Dr. Turgut Altuğ,Dr. Turgut Altuğ,https://kleineanfragen.de/berlin/17/19096-essens-lieferservice-in-berlin-ein-rechtsfreier-raum,Essens-Lieferservice in Berlin - ein rechtsfreier Raum?,written,2016-10-05T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19722,Elke Breitenbach;Hakan Taş,Hakan Taş;Elke Breitenbach,https://kleineanfragen.de/berlin/17/19088-interimsvergaben-beim-betrieb-von-fluechtlingsunterkuenften,Interimsvergaben beim Betrieb von Flüchtlingsunterkünften,written,2016-10-05T00:00:00Z,Die Linke,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19723,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19097-neuen-wohnraum-schaffen-durch-dachaufbauten,Neuen Wohnraum schaffen durch Dachaufbauten,written,2016-10-04T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19724,Stefanie Remlinger,Stefanie Remlinger,https://kleineanfragen.de/berlin/17/19093-oberstufenzentren-osz-reinigung,Oberstufenzentren (OSZ): Reinigung,written,2016-10-04T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19725,Stefanie Remlinger,Stefanie Remlinger,https://kleineanfragen.de/berlin/17/19092-oberstufenzentren-osz-essensversorgung,Oberstufenzentren (OSZ): Essensversorgung,written,2016-10-04T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19726,Elke Breitenbach;Hakan Taş,Hakan Taş;Elke Breitenbach,https://kleineanfragen.de/berlin/17/19087-pewobe-mail-affaere-iv-weitere-untergebrachte-personenkreise,PeWoBe-Mail-Affäre (IV): Weitere untergebrachte Personenkreise,written,2016-10-04T00:00:00Z,Die Linke,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19727,Hakan Taş,Hakan Taş,https://kleineanfragen.de/berlin/17/19086-pewobe-mail-affaere-iii-kuendigungen-und-betreiberwechsel-der-fluechtlingsunterkuenfte,PeWoBe-Mail-Affäre (III): Kündigungen und Betreiberwechsel der Flüchtlingsunterkünfte,written,2016-10-04T00:00:00Z,Die Linke,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19728,Brigitte Lange,Brigitte Lange,https://kleineanfragen.de/berlin/17/19103-foerderung-berliner-laienchoere,Förderung Berliner Laienchöre,written,2016-09-30T00:00:00Z,SPD,Senatskanzlei – Kulturelle Angelegenheiten,Senatskanzlei – Kulturelle Angelegenheiten
19729,Hakan Taş,Hakan Taş,https://kleineanfragen.de/berlin/17/19090-rassistischer-uebergriff-im-mauerpark-am-3-september-2016,Rassistischer Übergriff im Mauerpark am 3. September 2016,written,2016-09-30T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19730,Elke Breitenbach;Hakan Taş,Hakan Taş;Elke Breitenbach,https://kleineanfragen.de/berlin/17/19085-qualitaetsmaengel-in-den-fluechtlingsunterkuenften-der-privaten-betreiberfirma-gierso,Qualitätsmängel in den Flüchtlingsunterkünften der privaten Betreiberfirma GIERSO,written,2016-09-30T00:00:00Z,Die Linke,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19731,Stefan Schlede,Stefan Schlede,https://kleineanfragen.de/berlin/17/19084-foerderung-von-berliner-laienchoeren,Förderung von Berliner Laienchören,written,2016-09-29T00:00:00Z,CDU,Senatskanzlei – Kulturelle Angelegenheiten,Senatskanzlei – Kulturelle Angelegenheiten
19732,Alexander Spies,Alexander Spies,https://kleineanfragen.de/berlin/17/19089-nrw-macht-s-vor-diskriminierung-beenden-2-nr-2-und-3-lwg-auch-in-berlin-abschaffen,NRW macht's vor - Diskriminierung beenden! § 2 Nr. 2 und 3 LWG auch in Berlin abschaffen!,written,2016-09-28T00:00:00Z,Piraten,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19733,Philipp Magalski,Philipp Magalski,https://kleineanfragen.de/berlin/17/19073-eine-katzenschutzverordnung-fuer-berlin,Eine Katzenschutzverordnung für Berlin,written,2016-09-28T00:00:00Z,Piraten,Senatsverwaltung für Justiz und Verbraucherschutz,Senatsverwaltung für Justiz und Verbraucherschutz
19734,Peter Trapp,Peter Trapp,https://kleineanfragen.de/berlin/17/19083-personalplanung-und-personalentwicklung-in-der-polizeibehoerde-2015-bis-2018,Personalplanung und Personalentwicklung in der Polizeibehörde (2015 bis 2018),written,2016-09-27T00:00:00Z,CDU,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19735,Jasenka Villbrandt,Jasenka Villbrandt,https://kleineanfragen.de/berlin/17/19082-ausbildung-von-zuwander-innen-in-der-pflege,Ausbildung von Zuwander*innen in der Pflege,written,2016-09-27T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19736,Steffen Zillich,Steffen Zillich,https://kleineanfragen.de/berlin/17/19081-cum-ex-geschaefte-der-landesbank-berlin,Cum/Ex-Geschäfte der Landesbank Berlin,written,2016-09-27T00:00:00Z,Die Linke,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19737,Marianne Burkert-Eulitz,Marianne Burkert-Eulitz,https://kleineanfragen.de/berlin/17/19062-fluechtlingskinder-in-berlin-wie-garantiert-der-senat-das-kindeswohl-von-fluechtlingskindern,Flüchtlingskinder in Berlin - wie garantiert der Senat das Kindeswohl von Flüchtlingskindern?,written,2016-09-27T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19738,Brigitte Lange,Brigitte Lange,https://kleineanfragen.de/berlin/17/19075-kunstgegenstaende-im-mauer-museum-am-checkpoint-charlie,Kunstgegenstände im Mauer-Museum am Checkpoint Charlie,written,2016-09-26T00:00:00Z,SPD,Senatskanzlei – Kulturelle Angelegenheiten,Senatskanzlei – Kulturelle Angelegenheiten
19739,Stefan Gelbhaar;Stefanie Remlinger,Stefanie Remlinger;Stefan Gelbhaar,https://kleineanfragen.de/berlin/17/19060-gemeinschaftsunterkunft-in-der-storkower-strasse-118-und-118a,Gemeinschaftsunterkunft in der Storkower Straße 118 und 118a,written,2016-09-26T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19740,Marion Platta,Marion Platta,https://kleineanfragen.de/berlin/17/19079-oeffentliche-beleuchtung-muss-es-nachts-taghell-sein,Öffentliche Beleuchtung - muss es nachts taghell sein?,written,2016-09-23T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19741,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19078-ehemaliges-diesterweg-gymnasium-in-wedding-kein-preiswerter-wohnraum-aufgrund-von-verzoegerungen-bei-einem,Ehemaliges Diesterweg-Gymnasium in Wedding: kein preiswerter Wohnraum aufgrund von Verzögerungen bei einem Sporthallen-Ersatzneubau?,written,2016-09-23T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19742,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19072-berliner-baeder-betriebe-bbb-jetzt-werden-die-sportvereine-zur-kasse-gebeten,Berliner Bäder-Betriebe (BBB): Jetzt werden die Sportvereine zur Kasse gebeten!,written,2016-09-23T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19743,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19071-berliner-baeder-betriebe-bbb-was-ist-los-im-schwimmbad-buch,Berliner Bäder-Betriebe (BBB): Was ist los im Schwimmbad Buch?,written,2016-09-23T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19744,Claudia Hämmerling,Claudia Hämmerling,https://kleineanfragen.de/berlin/17/19061-will-der-senat-die-kontrolle-von-tierversuchen-einstellen,Will der Senat die Kontrolle von Tierversuchen einstellen?,written,2016-09-23T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Justiz und Verbraucherschutz,Senatsverwaltung für Justiz und Verbraucherschutz
19745,Steffen Zillich,Steffen Zillich,https://kleineanfragen.de/berlin/17/19080-cum-ex-geschaefte-der-maple-bank,Cum/Ex-Geschäfte der Maple Bank,written,2016-09-22T00:00:00Z,Die Linke,Senatsverwaltung für Finanzen,Senatsverwaltung für Finanzen
19746,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19077-shopping-center-schultheiss-gelaende-in-moabit-stadtvertraeglichkeit-denkmalschutz-und-planungskultur,"Shopping-Center Schultheiss-Gelände in Moabit: Stadtverträglichkeit, Denkmalschutz und Planungskultur",written,2016-09-22T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19747,Hakan Taş,Hakan Taş,https://kleineanfragen.de/berlin/17/19070-abschiebungen-leicht-gemacht-vii-aus-der-psychiatrie-in-den-abschiebeflieger,Abschiebungen leicht gemacht (VII): Aus der Psychiatrie in den Abschiebeflieger,written,2016-09-22T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19748,Alexander Spies,Alexander Spies,https://kleineanfragen.de/berlin/17/19074-menschen-mit-einer-sogenannten-geistigen-behinderung-im-massregelvollzug-eine-benachteiligte-gruppe,Menschen mit einer sogenannten geistigen Behinderung im Maßregelvollzug - eine benachteiligte Gruppe?,written,2016-09-21T00:00:00Z,Piraten,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19749,Nicole Ludwig,Nicole Ludwig,https://kleineanfragen.de/berlin/17/19058-weiterentwicklung-der-e-mobility-in-berlin,Weiterentwicklung der E-Mobility in Berlin,written,2016-09-21T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19750,Nicole Ludwig,Nicole Ludwig,https://kleineanfragen.de/berlin/17/19057-wie-geht-es-weiter-mit-der-smart-city-berlin,Wie geht es weiter mit der Smart City Berlin?,written,2016-09-21T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19751,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19055-berliner-baeder-betriebe-bbb-betriebsausfaelle-am-laufenden-band,Berliner Bäder-Betriebe (BBB): Betriebsausfälle am laufenden Band?,written,2016-09-21T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19752,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19054-berliner-baeder-betriebe-bbb-kooperationen,Berliner Bäder-Betriebe (BBB): Kooperationen,written,2016-09-21T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19753,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19053-berliner-baeder-betriebe-bbb-geregelter-kursbetrieb-gefaehrdet,Berliner Bäder-Betriebe (BBB): Geregelter Kursbetrieb gefährdet?,written,2016-09-21T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19754,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19052-berliner-baeder-betriebe-bbb-nicht-genutzte-moeglichkeiten,Berliner Bäder-Betriebe (BBB): Nicht genutzte Möglichkeiten?,written,2016-09-21T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19755,Dr. Gabriele Hiller,Dr. Gabriele Hiller,https://kleineanfragen.de/berlin/17/19051-berliner-baeder-betriebe-bbb-2016-ein-sommer-der-geschlossenen-baeder,Berliner Bäder-Betriebe (BBB): 2016 – ein Sommer der geschlossenen Bäder?,written,2016-09-21T00:00:00Z,Die Linke,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19756,Frank Jahnke,Frank Jahnke,https://kleineanfragen.de/berlin/17/19076-archaeologische-grabungen-in-berlin-mitte,Archäologische Grabungen in Berlin-Mitte,written,2016-09-20T00:00:00Z,SPD,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19757,Fabio Reinhardt,Fabio Reinhardt,https://kleineanfragen.de/berlin/17/19063-democracy-later-ii-aktueller-stand-beim-volksbegehren-volksentscheid-retten,"Democracy later (II) - Aktueller Stand beim Volksbegehren ""Volksentscheid retten!""",written,2016-09-19T00:00:00Z,Piraten,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19758,Nicole Ludwig,Nicole Ludwig,https://kleineanfragen.de/berlin/17/19059-zukunft-der-berliner-binnenschifffahrt,Zukunft der Berliner Binnenschifffahrt,written,2016-09-19T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19759,Gerwald Claus-Brunner,Gerwald Claus-Brunner,https://kleineanfragen.de/berlin/17/19069-ein-rauschendes-doppelt-durchgefuehrtes-eroeffnungsfest-zur-wiedereroeffnung-des-zgp,Ein rauschendes (doppelt durchgeführtes) Eröffnungsfest zur Wiedereröffnung des ZGP?,written,2016-09-16T00:00:00Z,Piraten,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19760,Alexander J. Herrmann,Alexander J. Herrmann,https://kleineanfragen.de/berlin/17/19048-besonderer-wohnbedarf-in-berlin-gedeckt,Besonderer Wohnbedarf in Berlin gedeckt?,written,2016-09-16T00:00:00Z,CDU,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19761,Katrin Schmidberger;Marianne Burkert-Eulitz,Katrin Schmidberger;Marianne Burkert-Eulitz,https://kleineanfragen.de/berlin/17/19042-kein-kinderschutz-in-oeffentlichen-einrichtungen-der-wohnungslosenhilfe,Kein Kinderschutz in öffentlichen Einrichtungen der Wohnungslosenhilfe,written,2016-09-16T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Gesundheit und Soziales,Senatsverwaltung für Gesundheit und Soziales
19762,Gerwald Claus-Brunner,Gerwald Claus-Brunner,https://kleineanfragen.de/berlin/17/19068-wissenschaftstheater-fuer-die-breite-oeffentlichkeit-sieht-anders-aus-ausgrenzung-durch-zu-hohe-preise-am-neuen,Wissenschaftstheater für die breite Öffentlichkeit sieht anders aus! Ausgrenzung durch zu hohe Preise am neuen Zeiss-Großplanetarium,written,2016-09-15T00:00:00Z,Piraten,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19763,Gerwald Claus-Brunner,Gerwald Claus-Brunner,https://kleineanfragen.de/berlin/17/19067-ein-erich-honecker-gedenk-planetarium-fuer-13-millionen-euro-geschichtsvergessenheit-beim-senat,Ein Erich-Honecker-Gedenk-Planetarium für 13 Millionen Euro Geschichtsvergessenheit beim Senat?,written,2016-09-15T00:00:00Z,Piraten,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19764,Claudio Jupe,Claudio Jupe,https://kleineanfragen.de/berlin/17/19064-kopflos-ins-neue-schuljahr-oder-wann-werden-die-stellen-schulleiter-in-und-stellv-schulleiter-in-der-nelson,Kopflos ins neue Schuljahr - oder - wann werden die Stellen Schulleiter/in und stellv. Schulleiter/in der Nelson Mandela Schule (NMS) besetzt sein?,written,2016-09-15T00:00:00Z,CDU,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19765,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19050-meldung-von-wohnraum-zweckentfremdung,Meldung von Wohnraum-Zweckentfremdung,written,2016-09-15T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19766,Fréderic Verrycken,Fréderic Verrycken,https://kleineanfragen.de/berlin/17/19049-100-jahrestag-der-russischen-migration-nach-berlin,100. Jahrestag der russischen Migration nach Berlin,written,2016-09-15T00:00:00Z,SPD,Senatskanzlei – Kulturelle Angelegenheiten,Senatskanzlei – Kulturelle Angelegenheiten
19767,Dr. Ina Czyborra;Daniel Buchholz,Dr. Ina Czyborra;Daniel Buchholz,https://kleineanfragen.de/berlin/17/19041-forschungsreaktor-wannsee-v-sicherheit-im-katastrophenfall-bis-zur-abschaltung-des-ber-ii-und-zukunft-des,Forschungsreaktor Wannsee (V): Sicherheit im Katastrophenfall bis zur Abschaltung des BER II und Zukunft des Standorts Wannsee des Helmholtz-Zentrum Berlin,written,2016-09-15T00:00:00Z,SPD,"Senatsverwaltung für Wirtschaft, Technolgie und Forschung","Senatsverwaltung für Wirtschaft, Technolgie und Forschung"
19768,Katrin Lompscher,Katrin Lompscher,https://kleineanfragen.de/berlin/17/19037-umwandlungen-ohne-ende-trotz-umwandlungsverordnung,Umwandlungen ohne Ende trotz Umwandlungsverordnung?,written,2016-09-14T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19769,Thomas Birk,Thomas Birk,https://kleineanfragen.de/berlin/17/19033-welche-unterstuetzung-erfahren-teilnehmerinnen-des-freiwilligen-sozialen-jahres,Welche Unterstützung erfahren TeilnehmerInnen des Freiwilligen Sozialen Jahres?,written,2016-09-14T00:00:00Z,Bündnis 90/Die Grünen,"Senatsverwaltung für Bildung, Jugend und Wissenschaft","Senatsverwaltung für Bildung, Jugend und Wissenschaft"
19770,Andreas Otto,Andreas Otto,https://kleineanfragen.de/berlin/17/19031-der-ber-und-der-bahnhof,Der BER und der Bahnhof,written,2016-09-14T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19771,Nicole Ludwig,Nicole Ludwig,https://kleineanfragen.de/berlin/17/19056-gewerbeflaechen-in-berlin,Gewerbeflächen in Berlin,written,2016-09-12T00:00:00Z,Bündnis 90/Die Grünen,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
19772,Alexander J. Herrmann,Alexander J. Herrmann,https://kleineanfragen.de/berlin/17/19047-internationale-kids-tour-berlin,Internationale kids tour Berlin,written,2016-09-12T00:00:00Z,CDU,Senatsverwaltung für Inneres und Sport,Senatsverwaltung für Inneres und Sport
19773,Hakan Taş,Hakan Taş,https://kleineanfragen.de/berlin/17/19046-grosseinsatz-und-nichts-dahinter-schlappe-von-innen-und-justizsenator-im-artemis,"Großeinsatz und nichts dahinter - Schlappe von Innen- und Justizsenator im ""Artemis""",written,2016-09-12T00:00:00Z,Die Linke,Senatsverwaltung für Justiz und Verbraucherschutz,Senatsverwaltung für Justiz und Verbraucherschutz
19774,Jutta Matuschek,Jutta Matuschek,https://kleineanfragen.de/berlin/17/19040-finanzieller-beitrag-der-fbb-zum-bau-des-ber,Finanzieller Beitrag der FBB zum Bau des BER,written,2016-09-12T00:00:00Z,Die Linke,Senatsverwaltung für Stadtentwicklung und Umwelt,Senatsverwaltung für Stadtentwicklung und Umwelt
