,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
44184,Sandra Ahrens;Heiko Strohmann;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens;Heiko Strohmann,https://kleineanfragen.de/bremen/18/1803-wohnen-im-alter-in-bremen-problemlos-moeglich,Wohnen im Alter -- in Bremen problemlos möglich?,minor,2015-03-24T00:00:00Z,CDU,Senat,Senat
44185,Jörg Kastendiek;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Jörg Kastendiek,https://kleineanfragen.de/bremen/18/1802-steuerliche-abzugsfaehigkeit-von-beitraegen-zu-bankenrettungsfonds,Steuerliche Abzugsfähigkeit von Beiträgen zu Bankenrettungsfonds,minor,2015-03-24T00:00:00Z,CDU,Senat,Senat
44186,Kristina Vogt;Peter Erlanson,Kristina Vogt;Peter Erlanson,https://kleineanfragen.de/bremen/18/1801-entwicklung-der-ambulantisierung-von-stationaeren-wohnformen-fuer-menschen-mit-behindungen,Entwicklung der Ambulantisierung von stationären Wohnformen für Menschen mit Behindungen,minor,2015-03-24T00:00:00Z,Die Linke,Senat,Senat
44187,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/1800-cloud-computing-in-der-oeffentlichen-verwaltung,Cloud Computing in der öffentlichen Verwaltung,minor,2015-03-24T00:00:00Z,SPD,Senat,Senat
44188,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1786-strategien-zur-bekaempfung-von-menschenhandel-zum-zweck-der-ausbeutung-der-arbeitskraft,Strategien zur Bekämpfung von Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft,minor,2015-03-17T00:00:00Z,Die Linke,Senat,Senat
44189,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1785-aenderung-der-nutzungsentgelte-des-netzbetreibers-hoehere-grundpreise-fuer-private-stromkundinnen-und-stromkunden,Änderung der Nutzungsentgelte des Netzbetreibers: höhere Grundpreise für private Stromkundinnen und Stromkunden?,minor,2015-03-17T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44190,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/670-s-verwaltung-im-dialog-infrastrukturprobleme-online-melden,Verwaltung im Dialog: Infrastrukturprobleme online melden,minor,2015-02-24T00:00:00Z,SPD,Senat,Senat
44191,Sandra Ahrens;Sigrid Grönert;Thomas Röwekamp,Thomas Röwekamp;Sigrid Grönert;Sandra Ahrens,https://kleineanfragen.de/bremen/18/669-s-taktung-von-fussgaengerampeln-in-bremen-ein-problem-fuer-senioren-menschen-mit-gehbehinderungen-und-familien-mit,"Taktung von Fußgängerampeln in Bremen -- ein Problem für Senioren, Menschen mit Gehbehinderungen und Familien mit Kindern?",minor,2015-02-24T00:00:00Z,CDU,Senat,Senat
44192,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1762-telekommunikationsueberwachung-durch-funkzellenabfragen,Telekommunikationsüberwachung durch Funkzellenabfragen,minor,2015-02-24T00:00:00Z,Die Linke,Senat,Senat
44193,Silvia Neumeyer;Thomas Röwekamp;Wilhelm Hinners,Thomas Röwekamp;Wilhelm Hinners;Silvia Neumeyer,https://kleineanfragen.de/bremen/18/663-s-wasserrettung-durch-die-feuerwehr-bremen,Wasserrettung durch die Feuerwehr Bremen,minor,2015-02-10T00:00:00Z,CDU,Senat,Senat
44194,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/1739-umweltvertraeglichkeit-der-muelldeponie-grauer-wall,"Umweltverträglichkeit der Mülldeponie ""Grauer Wall""",minor,2015-02-10T00:00:00Z,Die Linke,Senat,Senat
44195,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/1722-bestaende-der-gagfah-im-land-bremen,Bestände der Gagfah im Land Bremen,minor,2015-01-27T00:00:00Z,Die Linke,Senat,Senat
44196,Gabriela Piontkowski;Thomas Röwekamp,Thomas Röwekamp;Gabriela Piontkowski,https://kleineanfragen.de/bremen/18/1721-verstoss-gegen-haushaltsrecht-im-forderungsmanagement-verjaehrung-von-forderungen,Verstoß gegen Haushaltsrecht im Forderungsmanagement -- Verjährung von Forderungen,minor,2015-01-27T00:00:00Z,CDU,Senat,Senat
44197,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/1712-entwicklung-der-aufforderungen-zur-mietsenkung-im-land-bremen,Entwicklung der Aufforderungen zur Mietsenkung im Land Bremen,minor,2015-01-20T00:00:00Z,Die Linke,Senat,Senat
44198,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1711-nachhaltigkeit-der-bremer-trinkwassergewinnung,Nachhaltigkeit der Bremer Trinkwassergewinnung,minor,2015-01-20T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44199,Carl Kau;Thomas Röwekamp;Wilhelm Hinners,Thomas Röwekamp;Wilhelm Hinners;Carl Kau,https://kleineanfragen.de/bremen/18/1705-aufstellung-der-bremischen-finanzaemter,Aufstellung der bremischen Finanzämter,minor,2015-01-13T00:00:00Z,CDU,Senat,Senat
44200,Björn Tschöpe;Max Liess;Rainer Hamann,Björn Tschöpe;Max Liess;Rainer Hamann,https://kleineanfragen.de/bremen/18/1704-betreuung-von-it-verwaltungsarbeitsplaetzen-in-fachbehoerden-durch-dataport,Betreuung von IT-Verwaltungsarbeitsplätzen in Fachbehörden durch Dataport,minor,2015-01-13T00:00:00Z,SPD,Senat,Senat
44201,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/1696-versorgung-von-wohnungslosen-mit-wohnraum,Versorgung von Wohnungslosen mit Wohnraum,minor,2015-01-06T00:00:00Z,Die Linke,Senat,Senat
44202,Erwin Knäpper;Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners;Erwin Knäpper,https://kleineanfragen.de/bremen/18/1695-sportgrossveranstaltungen-im-land-bremen,Sportgroßveranstaltungen im Land Bremen,minor,2015-01-06T00:00:00Z,CDU,Senat,Senat
44203,Erwin Knäpper;Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners;Erwin Knäpper,https://kleineanfragen.de/bremen/18/1694-einsatzstunden-der-bereitschaftspolizei-bremen,Einsatzstunden der Bereitschaftspolizei Bremen,minor,2015-01-06T00:00:00Z,CDU,Senat,Senat
44204,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1684-internetzugang-fuer-fluechtlinge-in-bremen-und-bremerhaven,Internetzugang für Flüchtlinge in Bremen und Bremerhaven,minor,2014-12-16T00:00:00Z,CDU,Senat,Senat
44205,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1683-das-schulische-uebergangssystem-im-land-bremen-stand-und-weitere-planungen,Das schulische Übergangssystem im Land Bremen: Stand und weitere Planungen,minor,2014-12-16T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44206,Cindi Tuncel;Kristina Vogt,Kristina Vogt;Cindi Tuncel,https://kleineanfragen.de/bremen/18/640-s-versorgungslage-und-nutzung-der-bremer-baeder,Versorgungslage und Nutzung der Bremer Bäder,minor,2014-12-09T00:00:00Z,Die Linke,Senat,Senat
44207,Thomas vom Bruch;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1664-hydranten-im-land-bremen,Hydranten im Land Bremen,minor,2014-12-09T00:00:00Z,CDU,Senat,Senat
44208,Carl Kau;Claas Rohmeyer;Thomas Röwekamp,Thomas Röwekamp;Carl Kau;Claas Rohmeyer,https://kleineanfragen.de/bremen/18/1658-verkauf-von-kunstgegenstaenden-im-land-bremen,Verkauf von Kunstgegenständen im Land Bremen,minor,2014-12-02T00:00:00Z,CDU,Senat,Senat
44209,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1649-personenbezogene-hinweise-in-polizeilichen-datenbanken,Personenbezogene Hinweise in polizeilichen Datenbanken,minor,2014-11-25T00:00:00Z,Die Linke,Senat,Senat
44210,Kristina Vogt;Peter Erlanson,Kristina Vogt;Peter Erlanson,https://kleineanfragen.de/bremen/18/632-s-standortdebatte-weserburg,Standortdebatte Weserburg,minor,2014-11-18T00:00:00Z,Die Linke,Senat,Senat
44211,Rainer Bensch;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Rainer Bensch,https://kleineanfragen.de/bremen/18/1641-wie-ist-bremen-gegen-ebola-geruestet,Wie ist Bremen gegen Ebola gerüstet?,minor,2014-11-18T00:00:00Z,CDU,Senat,Senat
44212,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1640-verbleib-der-vermissten-nigerianischen-fussballspielerinnen,Verbleib der vermissten nigerianischen Fußballspielerinnen,minor,2014-11-18T00:00:00Z,CDU,Senat,Senat
44213,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1622-frauenanteil-in-den-feuerwehren-des-landes-bremen,Frauenanteil in den Feuerwehren des Landes Bremen,minor,2014-11-11T00:00:00Z,CDU,Senat,Senat
44214,Cindi Tuncel;Kristina Vogt,Kristina Vogt;Cindi Tuncel,https://kleineanfragen.de/bremen/18/1621-praeventive-strategien-gegen-dschihadistische-rekrutierungsversuche,Präventive Strategien gegen dschihadistische Rekrutierungsversuche,minor,2014-11-11T00:00:00Z,Die Linke,Senat,Senat
44215,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1620-entwicklung-einer-weiterbildungsstrategie-fuer-das-land-bremen,Entwicklung einer Weiterbildungsstrategie für das Land Bremen,minor,2014-11-11T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44216,Thomas Röwekamp;Wilhelm Hinners,Thomas Röwekamp;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1614-friedensmahnwachen-und-die-reichsbuergerbewegung-im-land-bremen,Friedensmahnwachen und die Reichsbürgerbewegung im Land Bremen,minor,2014-11-04T00:00:00Z,CDU,Senat,Senat
44217,Frank Imhoff;Thomas Röwekamp,Thomas Röwekamp;Frank Imhoff,https://kleineanfragen.de/bremen/18/1613-perspektive-der-abfallwirtschaft-in-bremen,Perspektive der Abfallwirtschaft in Bremen,minor,2014-11-04T00:00:00Z,CDU,Senat,Senat
44218,Kristina Vogt;Peter Erlanson,Kristina Vogt;Peter Erlanson,https://kleineanfragen.de/bremen/18/1612-wie-weiter-mit-dem-gesundheitlichen-versorgungsauftrag-und-der-neonatologie-in-bremerhaven,Wie weiter mit dem gesundheitlichen Versorgungsauftrag und der Neonatologie in Bremerhaven?,minor,2014-11-04T00:00:00Z,Die Linke,Senat,Senat
44219,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1611-e-shisha-eine-gefahr-fuer-kinder-und-jugendliche-im-land-bremen,E-Shisha -- eine Gefahr für Kinder und Jugendliche im Land Bremen,minor,2014-11-04T00:00:00Z,CDU,Senat,Senat
44220,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1610-foerderung-von-wohnungen-in-schlechtem-zustand-durch-zahlung-von-kosten-der-unterkunft,Förderung von Wohnungen in schlechtem Zustand durch Zahlung von Kosten der Unterkunft?,minor,2014-11-04T00:00:00Z,CDU,Senat,Senat
44221,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/634-s-kunst-im-oeffentlichen-raum-und-kunst-am-bau-sind-stadtentwicklung,Kunst im öffentlichen Raum und Kunst am Bau sind Stadtentwicklung,minor,2014-10-21T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44222,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1584-sicherstellung-der-versorgung-durch-therapeutische-gesundheitsfachberufe,Sicherstellung der Versorgung durch therapeutische Gesundheitsfachberufe,minor,2014-10-14T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44223,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1583-fortfuehrung-der-arbeit-der-serviceagentur-ganztaegig-lernen-in-bremen,"Fortführung der Arbeit der Serviceagentur ""Ganztägig lernen"" in Bremen?",minor,2014-10-14T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44224,Erwin Knäpper;Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Erwin Knäpper;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1576-fuhrpark-der-polizei-bremen-und-der-ortspolizeibehoerde-bremerhaven,Fuhrpark der Polizei Bremen und der Ortspolizeibehörde Bremerhaven,minor,2014-10-07T00:00:00Z,CDU,Senat,Senat
44225,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1565-auswirkungen-eines-freihandelsabkommens-zwischen-der-europaeischen-union-und-kanada-ceta,Auswirkungen eines Freihandelsabkommens zwischen der Europäischen Union und Kanada (CETA),minor,2014-09-30T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44226,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1564-gewaehrleistung-einer-fairen-pruefung-von-asylgesuchen-durch-angemessene-und-bedarfsgerechte-asylverfahrensberatung,Gewährleistung einer fairen Prüfung von Asylgesuchen durch angemessene und bedarfsgerechte Asylverfahrensberatung,minor,2014-09-30T00:00:00Z,Die Linke,Senat,Senat
44227,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/611-s-zuverlaessigkeitspruefung-im-bewachungsgewerbe-durch-das-stadtamt,Zuverlässigkeitsprüfung im Bewachungsgewerbe durch das Stadtamt,minor,2014-09-09T00:00:00Z,Die Linke,Senat,Senat
44228,Sarah Ryglewski;Björn Tschöpe;Karin Garling;Andreas Kottisch,Björn Tschöpe;Karin Garling;Andreas Kottisch;Sarah Ryglewski,https://kleineanfragen.de/bremen/18/608-s-bescheide-der-entsorgung-kommunal-nachvollziehbar-gestalten,"Bescheide der ""Entsorgung Kommunal"" nachvollziehbar gestalten",minor,2014-09-02T00:00:00Z,SPD,Senat,Senat
44229,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/607-s-staedtische-entwicklung-durch-kulturunternehmungen-in-zwischennutzungen,Städtische Entwicklung durch Kulturunternehmungen in Zwischennutzungen,minor,2014-09-02T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44230,Kristina Vogt;Peter Erlanson,Kristina Vogt;Peter Erlanson,https://kleineanfragen.de/bremen/18/1537-gute-pflege-braucht-gutes-personal,Gute Pflege braucht gutes Personal,minor,2014-09-02T00:00:00Z,Die Linke,Senat,Senat
44231,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/1536-kontodatenabfrage-durch-behoerden,Kontodatenabfrage durch Behörden,minor,2014-09-02T00:00:00Z,SPD,Senat,Senat
44232,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1535-wassersperren-fuer-mieter-zukuenftig-vermeiden,Wassersperren für Mieter zukünftig vermeiden,minor,2014-09-02T00:00:00Z,CDU,Senat,Senat
44233,Petra Krümpfer;Ingelore Rosenkötter;Björn Tschöpe,Björn Tschöpe;Petra Krümpfer;Ingelore Rosenkötter,https://kleineanfragen.de/bremen/18/1530-gesundheitsfoerderung-im-oeffentlichen-dienst-fitness-studio-oder-sportverein,Gesundheitsförderung im öffentlichen Dienst: Fitness-Studio oder Sportverein?,minor,2014-08-26T00:00:00Z,SPD,Senat,Senat
44234,Kristina Vogt;Peter Erlanson,Kristina Vogt;Peter Erlanson,https://kleineanfragen.de/bremen/18/1529-kosten-der-anschaffung-und-lagerung-von-grippemitteln,Kosten der Anschaffung und Lagerung von Grippemitteln,minor,2014-08-26T00:00:00Z,Die Linke,Senat,Senat
44235,Björn Tschöpe;Rainer Hamann;Wolfgang Jägers;Sükrü Senkal,Björn Tschöpe;Sükrü Senkal;Rainer Hamann;Wolfgang Jägers,https://kleineanfragen.de/bremen/18/1528-kraftfahrzeuge-als-datensammler,Kraftfahrzeuge als Datensammler,minor,2014-08-26T00:00:00Z,SPD,Senat,Senat
44236,Dieter Reinken;Björn Tschöpe;Sybille Böschen;Winfried Brumma,Björn Tschöpe;Winfried Brumma;Dieter Reinken;Sybille Böschen,https://kleineanfragen.de/bremen/18/1527-berufskrankheiten-bei-frauen,Berufskrankheiten bei Frauen,minor,2014-08-26T00:00:00Z,SPD,Senat,Senat
44237,Sandra Ahrens;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens,https://kleineanfragen.de/bremen/18/1526-kita-besuch-von-kindern-im-drogenumfeld,Kita-Besuch von Kindern im Drogenumfeld,minor,2014-08-26T00:00:00Z,CDU,Senat,Senat
44238,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1524-finanzierung-medizinisch-therapeutischer-leistungen-in-der-fruehfoerderung,Finanzierung medizinisch-therapeutischer Leistungen in der Frühförderung,minor,2014-08-12T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44239,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/1523-atomtransporte-durch-das-land-bremen-seit-dem-30-juni-2013,Atomtransporte durch das Land Bremen seit dem 30. Juni 2013,minor,2014-08-12T00:00:00Z,Die Linke,Senat,Senat
44240,Björn Tschöpe;Manfred Oppermann;Andreas Kottisch;Sükrü Senkal,Björn Tschöpe;Sükrü Senkal;Manfred Oppermann;Andreas Kottisch,https://kleineanfragen.de/bremen/18/602-s-marketing-fuer-freimarkt-osterwiese-und-den-weihnachtsmarkt,"Marketing für Freimarkt, Osterwiese und den Weihnachtsmarkt",minor,2014-08-05T00:00:00Z,SPD,Senat,Senat
44241,Dieter Reinken;Björn Tschöpe;Andreas Kottisch,Björn Tschöpe;Dieter Reinken;Andreas Kottisch,https://kleineanfragen.de/bremen/18/1511-berufsbildungsexport-als-beitrag-zur-staerkung-des-wirtschaftsstandorts-bremen,Berufsbildungsexport als Beitrag zur Stärkung des Wirtschaftsstandorts Bremen,minor,2014-07-29T00:00:00Z,SPD,Senat,Senat
44242,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1504-suchtpraevention-fuer-menschen-mit-geistigen-behinderungen,Suchtprävention für Menschen mit geistigen Behinderungen,minor,2014-07-22T00:00:00Z,CDU,Senat,Senat
44243,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1497-volkskrankheit-diabetes-situation-von-diabetikern-im-lande-bremen,Volkskrankheit Diabetes? Situation von Diabetikern im Lande Bremen,minor,2014-07-15T00:00:00Z,CDU,Senat,Senat
44244,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1496-optimierung-des-verkehrlichen-anschlusses-bremerhavens,Optimierung des verkehrlichen Anschlusses Bremerhavens,minor,2014-07-15T00:00:00Z,CDU,Senat,Senat
44245,Björn Tschöpe;Max Liess;Arno Gottschalk,Björn Tschöpe;Max Liess;Arno Gottschalk,https://kleineanfragen.de/bremen/18/1495-umkehr-der-steuerschuldnerschaft-nach-13b-ustg-umsetzung-in-die-praxis-im-land-bremen,Umkehr der Steuerschuldnerschaft nach § 13b UStG -- Umsetzung in die Praxis im Land Bremen,minor,2014-07-15T00:00:00Z,SPD,Senat,Senat
44246,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1494-weiterbildungsangebote-staerker-verzahnen,Weiterbildungsangebote stärker verzahnen,minor,2014-07-15T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44247,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/591-s-saubere-stadt,Saubere Stadt,minor,2014-07-08T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44248,Sigrid Grönert;Thomas Röwekamp,Thomas Röwekamp;Sigrid Grönert,https://kleineanfragen.de/bremen/18/584-s-berufswahlmoeglichkeiten-fuer-jugendliche-fluechtlinge,Berufswahlmöglichkeiten für jugendliche Flüchtlinge,minor,2014-07-01T00:00:00Z,CDU,Senat,Senat
44249,Rainer Bensch;Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners;Rainer Bensch,https://kleineanfragen.de/bremen/18/1464-antibiotikaresistente-keime-im-land-bremen,Antibiotikaresistente Keime im Land Bremen,minor,2014-07-01T00:00:00Z,CDU,Senat,Senat
44250,Claas Rohmeyer;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Claas Rohmeyer,https://kleineanfragen.de/bremen/18/1446-konsequenzen-der-neuregelung-der-umsatzbesteuerung-des-kunsthandels,Konsequenzen der Neuregelung der Umsatzbesteuerung des Kunsthandels,minor,2014-06-17T00:00:00Z,CDU,Senat,Senat
44251,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/1445-vorkaufsrechte-an-vitus-bestaenden,Vorkaufsrechte an Vitus-Beständen,minor,2014-06-17T00:00:00Z,Die Linke,Senat,Senat
44252,Sarah Ryglewski;Björn Tschöpe,Björn Tschöpe;Sarah Ryglewski,https://kleineanfragen.de/bremen/18/1427-stellenwert-kurzer-berufsausbildungen,Stellenwert kurzer Berufsausbildungen,minor,2014-06-10T00:00:00Z,SPD,Senat,Senat
44253,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1478-qualitaetsstandards-fuer-die-verpflegung-in-krankenhaeusern-im-land-bremen-nachfragen,Qualitätsstandards für die Verpflegung in Krankenhäusern im Land Bremen -- Nachfragen,minor,2014-06-04T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44254,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/569-s-versorgung-mit-sozialem-wohnraum,Versorgung mit sozialem Wohnraum,minor,2014-06-03T00:00:00Z,Die Linke,Senat,Senat
44255,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/568-s-hallo-taxi-standplaetze-mit-problemen,Hallo Taxi! Standplätze mit Problemen,minor,2014-06-03T00:00:00Z,SPD,Senat,Senat
44256,Björn Tschöpe;Wolfgang Jägers;Arno Gottschalk;Winfried Brumma,Björn Tschöpe;Winfried Brumma;Arno Gottschalk;Wolfgang Jägers,https://kleineanfragen.de/bremen/18/1422-ueberwachung-von-handel-und-anwendung-illegaler-pflanzenschutzmittel,Überwachung von Handel und Anwendung illegaler Pflanzenschutzmittel,minor,2014-06-03T00:00:00Z,SPD,Senat,Senat
44257,Björn Tschöpe;Sükrü Senkal,Björn Tschöpe;Sükrü Senkal,https://kleineanfragen.de/bremen/18/1421-die-entwicklung-der-spielhallen-und-sportwettstaetten-im-land-bremen,Die Entwicklung der Spielhallen und Sportwettstätten im Land Bremen,minor,2014-06-03T00:00:00Z,SPD,Senat,Senat
