,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
44258,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1420-polizeiliche-beweissicherung-bei-mutmasslichen-verstoessen-gegen-das-betaeubungsmittelgesetz,Polizeiliche Beweissicherung bei mutmaßlichen Verstößen gegen das Betäubungsmittelgesetz,minor,2014-06-03T00:00:00Z,Die Linke,Senat,Senat
44259,Mustafa Güngör;Björn Tschöpe;Sybille Böschen,Björn Tschöpe;Mustafa Güngör;Sybille Böschen,https://kleineanfragen.de/bremen/18/1419-ausserschulische-lernfoerderung-nachhilfe-im-rahmen-des-bildungs-und-teilhabepakets,Außerschulische Lernförderung (Nachhilfe) im Rahmen des Bildungs- und Teilhabepakets,minor,2014-06-03T00:00:00Z,SPD,Senat,Senat
44260,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1418-der-taser-im-einsatz-bei-der-polizei,Der Taser im Einsatz bei der Polizei,minor,2014-06-03T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44261,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1387-aufnahme-syrischer-buergerkriegsfluechtlinge-in-bremen,Aufnahme syrischer Bürgerkriegsflüchtlinge in Bremen,minor,2014-05-13T00:00:00Z,Die Linke,Senat,Senat
44262,Sandra Ahrens;Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1382-barrierefreie-beratungsstellen-und-begegnungsstaetten-in-bremen-und-bremerhaven,Barrierefreie Beratungsstellen und Begegnungsstätten in Bremen und Bremerhaven,minor,2014-05-06T00:00:00Z,CDU,Senat,Senat
44263,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/543-s-stillen-foerdert-gesundes-aufwachsen-von-anfang-an,Stillen fördert gesundes Aufwachsen von Anfang an,minor,2014-04-29T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44264,Sybille Böschen;Björn Tschöpe,Björn Tschöpe;Sybille Böschen,https://kleineanfragen.de/bremen/18/1369-geschlechtergerechtigkeit-im-einflussbereich-des-landes-bremen,Geschlechtergerechtigkeit im Einflussbereich des Landes Bremen,minor,2014-04-29T00:00:00Z,SPD,Senat,Senat
44265,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1368-medienfoerderung-in-aus-und-fuer-bremen,"Medienförderung in, aus und für Bremen",minor,2014-04-29T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44266,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/541-s-kosten-fuer-software-lizenzen,Kosten für Software-Lizenzen,minor,2014-04-22T00:00:00Z,SPD,Senat,Senat
44267,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/1362-europaeischer-tag-der-meere-2014-in-bremen-leistungsschau-fuer-high-tech-und-fluechtlingskontrolle,Europäischer Tag der Meere 2014 in Bremen -- Leistungsschau für High-Tech und Flüchtlingskontrolle?,minor,2014-04-22T00:00:00Z,Die Linke,Senat,Senat
44268,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/1361-missbraeuchliche-datenabfrage-auch-in-bremen,Missbräuchliche Datenabfrage auch in Bremen?,minor,2014-04-22T00:00:00Z,SPD,Senat,Senat
44269,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1360-integrationsbetriebe-und-projekte-im-land-bremen,Integrationsbetriebe und -projekte im Land Bremen,minor,2014-04-22T00:00:00Z,CDU,Senat,Senat
44270,Sigrid Grönert;Jörg Kastendiek;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Jörg Kastendiek;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1359-institutionelle-foerderung-aus-mitteln-der-ausgleichsabgabe,Institutionelle Förderung aus Mitteln der Ausgleichsabgabe,minor,2014-04-22T00:00:00Z,CDU,Senat,Senat
44271,Björn Tschöpe;Wolfgang Jägers;Andreas Kottisch;Arno Gottschalk,Björn Tschöpe;Andreas Kottisch;Arno Gottschalk;Wolfgang Jägers,https://kleineanfragen.de/bremen/18/1358-energiespeicher-als-voraussetzung-fuer-das-gelingen-der-energiewende,Energiespeicher als Voraussetzung für das Gelingen der Energiewende?,minor,2014-04-22T00:00:00Z,SPD,Senat,Senat
44272,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1353-das-bremer-informationsfreiheitsgesetz-in-der-praxis,Das Bremer Informationsfreiheitsgesetz in der Praxis,minor,2014-04-15T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44273,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1347-kulturelle-und-kuenstlerische-bildung-im-land-bremen-verbindlich-entwickeln,Kulturelle und künstlerische Bildung im Land Bremen verbindlich entwickeln,minor,2014-04-01T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44274,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1346-bessere-hilfe-in-notfaellen-mit-dem-neuen-notfallsanitaetergesetz,Bessere Hilfe in Notfällen mit dem neuen Notfallsanitätergesetz?,minor,2014-04-01T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44275,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1345-kreatives-bremen-im-kreativen-europa,Kreatives Bremen im kreativen Europa,minor,2014-04-01T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44276,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/532-s-zustand-des-fuhrparks-der-freiwilligen-feuerwehren-bremen-ii,Zustand des Fuhrparks der freiwilligen Feuerwehren Bremen II,minor,2014-03-25T00:00:00Z,Die Linke,Senat,Senat
44277,Heiko Strohmann;Thomas Röwekamp;Jörg Kastendiek;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Heiko Strohmann;Jörg Kastendiek,https://kleineanfragen.de/bremen/18/531-s-breitbandversorgung-in-bremen-nord,Breitbandversorgung in Bremen-Nord,minor,2014-03-25T00:00:00Z,CDU,Senat,Senat
44278,Sandra Ahrens;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens,https://kleineanfragen.de/bremen/18/530-s-persoenliche-assistenzen-von-kindern-in-kindertageseinrichtungen-in-bremen,Persönliche Assistenzen von Kindern in Kindertageseinrichtungen in Bremen,minor,2014-03-25T00:00:00Z,CDU,Senat,Senat
44279,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/529-s-personelle-unterstuetzung-von-fluechtlingen-in-wohnungen,Personelle Unterstützung von Flüchtlingen in Wohnungen,minor,2014-03-25T00:00:00Z,CDU,Senat,Senat
44280,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1334-residenzpflicht-und-ausschlussgruende,Residenzpflicht und Ausschlussgründe,minor,2014-03-25T00:00:00Z,Die Linke,Senat,Senat
44281,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1333-der-fall-edathy-wissensstand-und-vorgehen-im-land-bremen,Der Fall Edathy: Wissensstand und Vorgehen im Land Bremen,minor,2014-03-25T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44282,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1332-moeglichkeiten-fuer-arbeitsgelegenheiten-fuer-fluechtlinge-ausbauen-und-ehrenamtliches-engagement-gezielt-foerdern,Möglichkeiten für Arbeitsgelegenheiten für Flüchtlinge ausbauen und ehrenamtliches Engagement gezielt fördern,minor,2014-03-25T00:00:00Z,CDU,Senat,Senat
44283,Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1331-wettmanipulationen-in-der-bremen-liga,Wettmanipulationen in der Bremen-Liga,minor,2014-03-25T00:00:00Z,CDU,Senat,Senat
44284,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1330-aus-und-fortbildungsmoeglichkeiten-fuer-lehrerinnen-und-lehrer-in-bremen-und-bremerhaven,Aus- und Fortbildungsmöglichkeiten für Lehrerinnen und Lehrer in Bremen und Bremerhaven,minor,2014-03-25T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44285,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/524-s-was-macht-die-arbeitsgruppe-die-beim-umweltressort-ueber-die-zukunft-der-bremer-abfallwirtschaft-nachdenkt,"Was macht die Arbeitsgruppe, die beim Umweltressort über die Zukunft der Bremer Abfallwirtschaft nachdenkt?",minor,2014-03-18T00:00:00Z,Die Linke,Senat,Senat
44286,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1314-stundenausfall-an-bremer-und-bremerhavener-schulen,Stundenausfall an Bremer und Bremerhavener Schulen,minor,2014-03-18T00:00:00Z,CDU,Senat,Senat
44287,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1313-preiskontrollen-bei-lebensmitteln,Preiskontrollen bei Lebensmitteln,minor,2014-03-18T00:00:00Z,CDU,Senat,Senat
44288,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1312-erfolg-der-dataport-werbekampagne-unter-mitwirkung-des-schleswig-holsteinischen-ministerpraesidenten,Erfolg der Dataport-Werbekampagne unter Mitwirkung des schleswig-holsteinischen Ministerpräsidenten,minor,2014-03-18T00:00:00Z,CDU,Senat,Senat
44289,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1299-ausschuss-zur-bekaempfung-und-praevention-von-armut,Ausschuss zur Bekämpfung und Prävention von Armut,minor,2014-03-18T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44290,Sandra Ahrens;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens,https://kleineanfragen.de/bremen/18/522-s-zusatzbeitraege-in-kindertageseinrichtungen,Zusatzbeiträge in Kindertageseinrichtungen,minor,2014-03-11T00:00:00Z,CDU,Senat,Senat
44291,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/520-s-alte-menschen-mit-suchtproblemen-brauchen-spezielle-unterstuetzung,Alte Menschen mit Suchtproblemen brauchen spezielle Unterstützung,minor,2014-03-04T00:00:00Z,CDU,Senat,Senat
44292,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1296-verdachtsunabhaengige-personalienfeststellungen-und-durchsuchungen-in-gefahrengebieten,Verdachtsunabhängige Personalienfeststellungen und Durchsuchungen in Gefahrengebieten,minor,2014-03-04T00:00:00Z,Die Linke,Senat,Senat
44293,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/1288-waffen-und-munitionsexporte-ueber-die-bremischen-haefen-iii,Waffen- und Munitionsexporte über die bremischen Häfen III,minor,2014-02-25T00:00:00Z,Die Linke,Senat,Senat
44294,Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer,https://kleineanfragen.de/bremen/18/1287-qualifikation-von-aufsichtsratsmitgliedern-im-land-bremen,Qualifikation von Aufsichtsratsmitgliedern im Land Bremen,minor,2014-02-25T00:00:00Z,CDU,Senat,Senat
44295,Erwin Knäpper;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Erwin Knäpper,https://kleineanfragen.de/bremen/18/1286-beihilfekosten-des-landes-bremen,Beihilfekosten des Landes Bremen,minor,2014-02-25T00:00:00Z,CDU,Senat,Senat
44296,Erwin Knäpper;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Erwin Knäpper,https://kleineanfragen.de/bremen/18/1285-einstellungen-in-den-polizeidienst-ohne-fachhochschulreife-im-land-bremen,Einstellungen in den Polizeidienst ohne Fachhochschulreife im Land Bremen,minor,2014-02-25T00:00:00Z,CDU,Senat,Senat
44297,Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer,https://kleineanfragen.de/bremen/18/1284-tantiemen-in-gesellschaften-der-freien-hansestadt-bremen,Tantiemen in Gesellschaften der Freien Hansestadt Bremen,minor,2014-02-25T00:00:00Z,CDU,Senat,Senat
44298,Cindi Tuncel;Kristina Vogt,Kristina Vogt;Cindi Tuncel,https://kleineanfragen.de/bremen/18/512-s-abrufung-der-bundesmittel-fuer-den-u3-ausbau-in-bremen,Abrufung der Bundesmittel für den U3-Ausbau in Bremen,minor,2014-02-18T00:00:00Z,Die Linke,Senat,Senat
44299,Claas Rohmeyer;Thomas vom Bruch;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Claas Rohmeyer;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/511-s-beschaedigungen-an-schulischer-infrastruktur,Beschädigungen an schulischer Infrastruktur,minor,2014-02-18T00:00:00Z,CDU,Senat,Senat
44300,Sandra Ahrens;Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert;Sandra Ahrens,https://kleineanfragen.de/bremen/18/510-s-vormundschaften-fuer-kinder-und-jugendliche-in-bremen,Vormundschaften für Kinder und Jugendliche in Bremen,minor,2014-02-18T00:00:00Z,CDU,Senat,Senat
44301,Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Rainer Hamann,https://kleineanfragen.de/bremen/18/1266-einnahmen-des-landes-bremen-durch-daten-und-urheberrechtlich-geschuetzte-werke,Einnahmen des Landes Bremen durch Daten und urheberrechtlich geschützte Werke,minor,2014-02-18T00:00:00Z,SPD,Senat,Senat
44302,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1260-zuwanderung-von-neu-eu-buergern-ins-land-bremen,Zuwanderung von Neu-EU-Bürgern ins Land Bremen,minor,2014-02-11T00:00:00Z,CDU,Senat,Senat
44303,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1259-wie-werden-unbegleitete-minderjaehrige-fluechtlinge-unterstuetzt-damit-sie-nicht-in-die-drogenszene-geraten,"Wie werden unbegleitete minderjährige Flüchtlinge unterstützt, damit sie nicht in die Drogenszene geraten?",minor,2014-02-11T00:00:00Z,CDU,Senat,Senat
44304,Sandra Ahrens;Thomas Röwekamp,Thomas Röwekamp;Sandra Ahrens,https://kleineanfragen.de/bremen/18/1258-qualitaetssicherung-und-kontrolle-in-kindertageseinrichtungen-im-land-bremen,Qualitätssicherung und -kontrolle in Kindertageseinrichtungen im Land Bremen,minor,2014-02-11T00:00:00Z,CDU,Senat,Senat
44305,Sandra Ahrens;Thomas Röwekamp,Thomas Röwekamp;Sandra Ahrens,https://kleineanfragen.de/bremen/18/1257-leitungsfreistellung-in-kindertageseinrichtungen-im-land-bremen,Leitungsfreistellung in Kindertageseinrichtungen im Land Bremen,minor,2014-02-11T00:00:00Z,CDU,Senat,Senat
44306,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1246-pentagon-projekt-aufklaerung-ist-noetig,Pentagon-Projekt -- Aufklärung ist nötig,minor,2014-01-28T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44307,Heiko Strohmann;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Heiko Strohmann,https://kleineanfragen.de/bremen/18/1245-park-and-ride-und-bike-and-ride-angebot-in-bremen,Park-and-ride- und Bike-and-ride-Angebot in Bremen,minor,2014-01-28T00:00:00Z,CDU,Senat,Senat
44308,Gabriela Piontkowski;Thomas Röwekamp,Thomas Röwekamp;Gabriela Piontkowski,https://kleineanfragen.de/bremen/18/1244-benchmark-der-besoldungseingruppierung-der-praesidenten-und-vizepraesidenten-der-obergerichte-und-der,Benchmark der Besoldungseingruppierung der Präsidenten und Vizepräsidenten der Obergerichte und der Generalstaatsanwaltschaften,minor,2014-01-28T00:00:00Z,CDU,Senat,Senat
44309,Jörg Kastendiek;Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Jörg Kastendiek;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1239-berufsvorbereitende-massnahmen-fuer-schulabgaenger,Berufsvorbereitende Maßnahmen für Schulabgänger,minor,2014-01-21T00:00:00Z,CDU,Senat,Senat
44310,Rainer Bensch,Rainer Bensch,https://kleineanfragen.de/bremen/18/1232-versorgung-schmerzkranker-menschen-im-land-bremen,Versorgung schmerzkranker Menschen im Land Bremen,minor,2014-01-14T00:00:00Z,CDU,Senat,Senat
44311,Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1231-radarkontrollen-im-land-bremen,Radarkontrollen im Land Bremen,minor,2014-01-14T00:00:00Z,CDU,Senat,Senat
44312,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1230-anzahl-an-duldungen-im-land-bremen-urheber-buendnis-90-die-gruenen,Anzahl an Duldungen im Land Bremen Urheber:Bündnis 90/Die Grünen,minor,2014-01-14T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44313,Björn Tschöpe;Elias Tsartilidis,Björn Tschöpe;Elias Tsartilidis,https://kleineanfragen.de/bremen/18/1225-auslastung-der-masterstudiengaenge-an-den-hochschulen-im-land-bremen,Auslastung der Masterstudiengänge an den Hochschulen im Land Bremen,minor,2014-01-07T00:00:00Z,SPD,Senat,Senat
44314,Erwin Knäpper;Thomas Röwekamp;Wilhelm Hinners,Thomas Röwekamp;Wilhelm Hinners;Erwin Knäpper,https://kleineanfragen.de/bremen/18/1206-brandstiftung-und-vandalismus-an-kraftfahrzeugen-im-land-bremen,Brandstiftung und Vandalismus an Kraftfahrzeugen im Land Bremen,minor,2013-12-10T00:00:00Z,CDU,Senat,Senat
44315,Silvia Neumeyer;Sandra Ahrens;Sigrid Grönert;Thomas Röwekamp;Rainer Bensch,Thomas Röwekamp;Silvia Neumeyer;Sandra Ahrens;Rainer Bensch;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1205-fachkraeftemangel-in-der-alten-und-krankenpflege-begegnen,Fachkräftemangel in der Alten- und Krankenpflege begegnen,minor,2013-12-10T00:00:00Z,CDU,Senat,Senat
44316,Insa Peters-Rehwinkel;Björn Tschöpe;Sükrü Senkal,Björn Tschöpe;Sükrü Senkal;Insa Peters-Rehwinkel,https://kleineanfragen.de/bremen/18/1204-zusaetzliche-landesrechtliche-pflichten-in-der-tierhaltung-durch-einfuehrung-eines-hunderegisters,Zusätzliche landesrechtliche Pflichten in der Tierhaltung durch Einführung eines Hunderegisters,minor,2013-12-10T00:00:00Z,CDU,Senat,Senat
44317,Jörg Kastendiek;Silvia Neumeyer;Carl Kau;Thomas Röwekamp;Gabriela Piontkowski,Thomas Röwekamp;Silvia Neumeyer;Gabriela Piontkowski;Jörg Kastendiek;Carl Kau,https://kleineanfragen.de/bremen/18/1191-ruecklagen-in-den-sondervermoegen-der-freien-hansestadt-bremen,Rücklagen in den Sondervermögen der Freien Hansestadt Bremen,minor,2013-12-03T00:00:00Z,CDU,Senat,Senat
44318,Matthias Güldner;Dirk Schmidtmann;Björn Tschöpe;Sükrü Senkal;Björn Fecker;Dr. Maike Schaefer,Björn Tschöpe;Sükrü Senkal;Dr. Matthias Güldner;Dr. Maike Schaefer;Dirk Schmidtmann;Björn Fecker,https://kleineanfragen.de/bremen/18/1190-bremer-wahlrecht-inkludierend-fortentwickeln,Bremer Wahlrecht inkludierend fortentwickeln,minor,2013-11-29T00:00:00Z,SPD;Bündnis 90/Die Grünen,Senat,Senat
44319,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1156-energetische-sanierung-oeffentlicher-gebaeude,Energetische Sanierung öffentlicher Gebäude,minor,2013-11-19T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44320,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1113-werkvertraege-an-universitaeten-und-hochschulen,Werkverträge an Universitäten und Hochschulen,minor,2013-11-05T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44321,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/406-s-niedriglohn-im-weser-stadion,Niedriglohn im Weser-Stadion,minor,2013-10-29T00:00:00Z,Die Linke,Senat,Senat
44322,Claas Rohmeyer;Jörg Kastendiek;Thomas Röwekamp,Thomas Röwekamp;Jörg Kastendiek;Claas Rohmeyer,https://kleineanfragen.de/bremen/18/405-s-europa-chor-akademie-in-bremen-gefaehrdet,Europa-Chor-Akademie in Bremen gefährdet?,minor,2013-10-29T00:00:00Z,CDU,Senat,Senat
44323,Thomas vom Bruch;Thomas Röwekamp,Thomas Röwekamp;Thomas vom Bruch,https://kleineanfragen.de/bremen/18/1109-amtsdelikte-im-land-bremen,Amtsdelikte im Land Bremen,minor,2013-10-29T00:00:00Z,CDU,Senat,Senat
44324,Björn Tschöpe;Frank Schildt;Rainer Hamann,Björn Tschöpe;Rainer Hamann;Frank Schildt,https://kleineanfragen.de/bremen/18/1108-der-neue-personalausweis-in-der-praxis,Der neue Personalausweis in der Praxis,minor,2013-10-29T00:00:00Z,SPD,Senat,Senat
44325,Kristina Vogt,Kristina Vogt,https://kleineanfragen.de/bremen/18/1107-situation-studentischer-hilfskraefte-an-den-hochschulen-in-bremen,Situation studentischer Hilfskräfte an den Hochschulen in Bremen,minor,2013-10-29T00:00:00Z,Die Linke,Senat,Senat
44326,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/1106-zur-lage-des-jadeweserports,Zur Lage des JadeWeserPorts,minor,2013-10-29T00:00:00Z,Die Linke,Senat,Senat
44327,Cindi Tuncel;Kristina Vogt,Kristina Vogt;Cindi Tuncel,https://kleineanfragen.de/bremen/18/403-s-unterstuetzung-fuer-eltern-mit-kindern-unter-einem-jahr-in-der-stadt-bremen,Unterstützung für Eltern mit Kindern unter einem Jahr in der Stadt Bremen,minor,2013-10-22T00:00:00Z,Die Linke,Senat,Senat
44328,Mustafa Güngör;Björn Tschöpe;Rainer Hamann,Björn Tschöpe;Mustafa Güngör;Rainer Hamann,https://kleineanfragen.de/bremen/18/1177-einsatz-von-freien-bildungsmaterialien-in-bremen,Einsatz von freien Bildungsmaterialien in Bremen,minor,2013-10-22T00:00:00Z,SPD,Senat,Senat
44329,Sybille Böschen;Petra Krümpfer;Ingelore Rosenkötter;Björn Tschöpe;Margitta,Björn Tschöpe;Margitta;Ingelore Rosenkötter;Petra Krümpfer;Sybille Böschen,https://kleineanfragen.de/bremen/18/1100-selbstbehauptungs-und-selbstverteidigungskurse-fuer-maedchen-und-frauen-mit-behinderungen,Selbstbehauptungs- und Selbstverteidigungskurse für Mädchen und Frauen mit Behinderungen,minor,2013-10-22T00:00:00Z,SPD,Senat,Senat
44330,Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1099-entwicklung-der-haeftlingsanzahl-im-land-bremen,Entwicklung der Häftlingsanzahl im Land Bremen,minor,2013-10-22T00:00:00Z,CDU,Senat,Senat
44331,Björn Tschöpe;Sükrü Senkal,Björn Tschöpe;Sükrü Senkal,https://kleineanfragen.de/bremen/18/1095-duerfen-ehrliche-finder-von-mobiltelefonen-und-computern-leer-ausgehen,Dürfen ehrliche Finder von Mobiltelefonen und Computern leer ausgehen,minor,2013-10-15T00:00:00Z,SPD,Senat,Senat
44332,Jörg Kastendiek;Thomas Röwekamp;Paul Bödeker,Thomas Röwekamp;Jörg Kastendiek;Paul Bödeker,https://kleineanfragen.de/bremen/18/1094-finanzielle-situation-des-ttz-bremerhaven,Finanzielle Situation des ttz Bremerhaven,minor,2013-10-15T00:00:00Z,CDU,Senat,Senat
44333,Sigrid Grönert;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Sigrid Grönert,https://kleineanfragen.de/bremen/18/1093-sozialer-wohnungsbau-im-land-bremen,Sozialer Wohnungsbau im Land Bremen,minor,2013-10-15T00:00:00Z,CDU,Senat,Senat
44334,Dieter Reinken;Björn Tschöpe;Andreas Kottisch,Björn Tschöpe;Andreas Kottisch;Dieter Reinken,https://kleineanfragen.de/bremen/18/1092-selbststaendigkeit-und-existenzgruendung-im-land-bremen,Selbstständigkeit und Existenzgründung im Land Bremen,minor,2013-10-15T00:00:00Z,SPD,Senat,Senat
44335,Klaus-Rainer Rupp;Kristina Vogt,Kristina Vogt;Klaus-Rainer Rupp,https://kleineanfragen.de/bremen/18/1091-muell-importe-und-verbrennung-importierter-abfaelle-im-land-bremen,Müll-Importe und Verbrennung importierter Abfälle im Land Bremen,minor,2013-10-15T00:00:00Z,Die Linke,Senat,Senat
44336,Claudia Bernhard;Kristina Vogt,Kristina Vogt;Claudia Bernhard,https://kleineanfragen.de/bremen/18/400-s-zweckentfremdung-von-wohnraum,Zweckentfremdung von Wohnraum,minor,2013-10-10T00:00:00Z,Die Linke,Senat,Senat
44337,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/401-s-vorbildfunktion-fuer-bremen-nachhaltige-mobilitaet-der-verwaltung,Vorbildfunktion für Bremen: nachhaltige Mobilität der Verwaltung,minor,2013-10-08T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44338,Matthias Güldner,Matthias Güldner,https://kleineanfragen.de/bremen/18/1082-telefonkosten-in-der-jva,Telefonkosten in der JVA,minor,2013-10-01T00:00:00Z,Bündnis 90/Die Grünen,Senat,Senat
44339,Wilhelm Hinners;Thomas Röwekamp;Silvia Neumeyer,Thomas Röwekamp;Silvia Neumeyer;Wilhelm Hinners,https://kleineanfragen.de/bremen/18/1081-vollstreckung-von-haftbefehlen-und-durchsuchungsbeschluessen-im-land-bremen,Vollstreckung von Haftbefehlen und Durchsuchungsbeschlüssen im Land Bremen,minor,2013-10-01T00:00:00Z,CDU,Senat,Senat
44340,Insa Peters-Rehwinkel;Björn Tschöpe;Sybille Böschen,Björn Tschöpe;Insa Peters-Rehwinkel;Sybille Böschen,https://kleineanfragen.de/bremen/18/1080-fortbildung-fuer-ehrenamtliche-laienrichterinnen-und-laienrichter,Fortbildung für ehrenamtliche Laienrichterinnen und Laienrichter,minor,2013-10-01T00:00:00Z,SPD,Senat,Senat
