,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
602,https://kleineanfragen.de/bundestag/19/15286-ausbildungsbereitschaft-befaehigung-auf-seiten-der-klein-und-kleinstbetriebe,19,15286,Ausbildungsbereitschaft/-befähigung auf Seiten der Klein- und Kleinstbetriebe,minor,2019-11-15,AfD,Jörg Schneider;Uwe Witt;Martin Sichert,Bundesministerium für Bildung und Forschung
603,https://kleineanfragen.de/bundestag/19/15263-historische-bedeutung-und-foerderung-des-mauerwegs,19,15263,Historische Bedeutung und Förderung des Mauerwegs,minor,2019-11-15,Die Grünen,Annalena Baerbock;Lisa Paus;Stefan Gelbhaar,Bundesministerium der Finanzen
604,https://kleineanfragen.de/bundestag/19/15251-einflussnahme-von-interessenvertreterinnen-und-interessenvertretern-auf-den-gesetzentwurf-der-bundesregierung,19,15251,Einflussnahme von Interessenvertreterinnen und Interessenvertretern auf den Gesetzentwurf der Bundesregierung - Entwurf eines Gesetzes zur weiteren steuerlichen Förderung der Elektromobilität und zur Änderung weiterer steuerlicher Vorschriften (Bundesratsdrucksache 356/19),minor,2019-11-15,Die Linke,Friedrich Straetmanns;Petra Sitte;Jan Korte,Bundesministerium der Finanzen
605,https://kleineanfragen.de/bundestag/19/15249-das-militaer-und-der-klimawandel-die-oekologischen-kosten-der-bundeswehr,19,15249,Das Militär und der Klimawandel - Die ökologischen Kosten der Bundeswehr,minor,2019-11-15,Die Linke,Heike Hänsel;Sevim Dağdelen,Bundesministerium der Verteidigung
606,https://kleineanfragen.de/bundestag/19/15248-entwicklungen-in-der-tuerkischen-fluechtlingspolitik-im-kontext-des-eu-tuerkei-fluechtlingsabkommens,19,15248,Entwicklungen in der türkischen Flüchtlingspolitik im Kontext des EU-Türkei-Flüchtlingsabkommens,minor,2019-11-15,Die Linke,André Hahn;Ulla Jelpke,Auswärtiges Amt
607,https://kleineanfragen.de/bundestag/19/15247-sanierungsbeduerftige-bruecken-in-baden-wuerttemberg,19,15247,Sanierungsbedürftige Brücken in Baden-Württemberg,minor,2019-11-15,FDP,Torsten Herbst;Christian Jung;Frank Sitta,Bundesministerium für Verkehr und digitale Infrastruktur
608,https://kleineanfragen.de/bundestag/19/15246-auslastung-der-fernzuege-der-deutschen-bahn-ag,19,15246,Auslastung der Fernzüge der Deutschen Bahn AG,minor,2019-11-15,FDP,Oliver Luksic;Frank Sitta;Torsten Herbst,Bundesministerium für Verkehr und digitale Infrastruktur
609,https://kleineanfragen.de/bundestag/19/15245-future-city-urbane-landwirtschaft,19,15245,Future City: Urbane Landwirtschaft,minor,2019-11-15,FDP,Frank Sitta;Nicole Bauer,Bundesministerium für Ernährung und Landwirtschaft
610,https://kleineanfragen.de/bundestag/19/15244-nachweis-der-sachkunde-fuer-lebensmittelunternehmer,19,15244,Nachweis der Sachkunde für Lebensmittelunternehmer,minor,2019-11-15,FDP,Stephan Thomae;Katharine Willkomm,Bundesministerium für Ernährung und Landwirtschaft
611,https://kleineanfragen.de/bundestag/19/15243-deutsche-staatsbuerger-als-opfer-tuerkischer-luftangriffe-im-nordirak,19,15243,Deutsche Staatsbürger als Opfer türkischer Luftangriffe im Nordirak,minor,2019-11-15,Die Linke,André Hahn;Sevim Dağdelen;Ulla Jelpke,Auswärtiges Amt
612,https://kleineanfragen.de/bundestag/19/15242-waldbraende-in-deutschland,19,15242,Waldbrände in Deutschland,minor,2019-11-15,FDP,Frank Sitta;Karlheinz Busen,Bundesministerium für Ernährung und Landwirtschaft
613,https://kleineanfragen.de/bundestag/19/15252-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-mint-aktionsplan,19,15252,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - MINT-Aktionsplan",minor,2019-11-14,AfD,Uwe Schulz;Michael Espendiller,Bundesministerium für Bildung und Forschung
614,https://kleineanfragen.de/bundestag/19/15237-stabilisierungsengagement-der-bundesregierung-im-hinblick-auf-syrien,19,15237,Stabilisierungsengagement der Bundesregierung im Hinblick auf Syrien,minor,2019-11-14,AfD,Roland Hartwig;Armin-Paulus Hampel;Anton Friesen,Auswärtiges Amt
615,https://kleineanfragen.de/bundestag/19/15236-stand-der-vorbereitungen-der-deutschen-eu-ratspraesidentschaft-in-der-zweiten-jahreshaelfte-2020,19,15236,Stand der Vorbereitungen der deutschen EU-Ratspräsidentschaft in der zweiten Jahreshälfte 2020,minor,2019-11-14,Die Grünen,Agnieszka Brugger;Margarete Bause;Franziska Brantner,Auswärtiges Amt
616,https://kleineanfragen.de/bundestag/19/15235-freiwillige-beitragszahlungen-in-die-gesetzliche-rentenversicherung,19,15235,Freiwillige Beitragszahlungen in die gesetzliche Rentenversicherung,minor,2019-11-14,AfD,René Springer;Martin Sichert;Ulrike Schielke-Ziesing,Bundesministerium für Arbeit und Soziales
617,https://kleineanfragen.de/bundestag/19/15234-kosten-der-militaerischen-intervention-in-afghanistan,19,15234,Kosten der militärischen Intervention in Afghanistan,minor,2019-11-14,Die Linke,Tobias Pflüger;Alexander Neu,Bundesministerium der Verteidigung
618,https://kleineanfragen.de/bundestag/19/15233-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-digitale-beteiligung-und,19,15233,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Digitale Beteiligung und Onlinedialogformate",minor,2019-11-14,AfD,Uwe Schulz;Michael Espendiller,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit"
619,https://kleineanfragen.de/bundestag/19/15228-politische-signale-an-die-automobilindustrie,19,15228,Politische Signale an die Automobilindustrie,minor,2019-11-14,Die Linke,Fabio Valeriano Lanfranco De Masi;Ingrid Remmers;Klaus Ernst,Bundesministerium für Verkehr und digitale Infrastruktur
620,https://kleineanfragen.de/bundestag/19/15227-erstattung-von-rentenversicherungsbeitraegen,19,15227,Erstattung von Rentenversicherungsbeiträgen,minor,2019-11-14,AfD,Uwe Witt;Ulrike Schielke-Ziesing,Bundesministerium für Arbeit und Soziales
621,https://kleineanfragen.de/bundestag/19/15226-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-produktlebenszyklus,19,15226,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Produktlebenszyklus-Management",minor,2019-11-14,AfD,Uwe Schulz;Michael Espendiller,Bundesministerium der Verteidigung
622,https://kleineanfragen.de/bundestag/19/15225-uebernahme-von-wohnungsbeschaffungs-und-umzugskosten-durch-die-bundesagentur-fuer-arbeit,19,15225,Übernahme von Wohnungsbeschaffungs- und Umzugskosten durch die Bundesagentur für Arbeit,minor,2019-11-14,AfD,Jörg Schneider;René Springer;Uwe Witt;Martin Sichert,Bundesministerium für Arbeit und Soziales
623,https://kleineanfragen.de/bundestag/19/15224-anzahl-und-bearbeitungsdauer-von-kleinen-anfragen,19,15224,Anzahl und Bearbeitungsdauer von Kleinen Anfragen,minor,2019-11-14,AfD,Stephan Brandner;René Springer,Bundeskanzleramt
624,https://kleineanfragen.de/bundestag/19/15223-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-errichtung-einer,19,15223,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Errichtung einer Forschungsdatenbank zur Provenienzforschung",minor,2019-11-14,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Beauftr. der Bundesregierung für Kultur und Medien
625,https://kleineanfragen.de/bundestag/19/15222-digitale-strategie-fuer-deutsche-museen-museum4punkt0,19,15222,Digitale Strategie für deutsche Museen - museum4punkt0,minor,2019-11-14,FDP,Grigorios Aggelidis;Katja Suding;Hartmut Ebbing,Beauftr. der Bundesregierung für Kultur und Medien
626,https://kleineanfragen.de/bundestag/19/15221-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-deutscher,19,15221,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Deutscher Filmförderfonds II",minor,2019-11-14,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Beauftr. der Bundesregierung für Kultur und Medien
627,https://kleineanfragen.de/bundestag/19/15220-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-experimentierklausel-im,19,15220,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Experimentierklausel im Arbeitszeitgesetz zur Erprobung flexibler Arbeitszeitmodelle",minor,2019-11-14,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Bundesministerium für Arbeit und Soziales
628,https://kleineanfragen.de/bundestag/19/15219-anfrage-zum-entwurf-eines-gesetzes-zur-harmonisierung-des-verfassungsschutzrechtes-und-zum-heimlichen-betreten-von,19,15219,Anfrage zum Entwurf eines Gesetzes zur Harmonisierung des Verfassungsschutzrechtes und zum heimlichen Betreten von Wohnungen,minor,2019-11-14,AfD,Gottfried Curio;Bernd Baumann;Beatrix von Storch,"Bundesministerium des Innern, für Bau und Heimat"
629,https://kleineanfragen.de/bundestag/19/15218-polizei-im-digitalen-zeitalter,19,15218,Polizei im digitalen Zeitalter,minor,2019-11-14,FDP,Grigorios Aggelidis;Stephan Thomae;Benjamin Strasser,"Bundesministerium des Innern, für Bau und Heimat"
630,https://kleineanfragen.de/bundestag/19/15187-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-museum4punkt0-digitale,19,15187,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - ""museum4punkt0"" - Digitale Strategien für das Museum der Zukunft“",minor,2019-11-13,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Beauftr. der Bundesregierung für Kultur und Medien
631,https://kleineanfragen.de/bundestag/19/15116-house-of-one-als-multireligioeses-symbol-des-friedens,19,15116,'House of one' als multireligiöses Symbol des Friedens,minor,2019-11-13,AfD,Volker Münz;Stephan Brandner,"Bundesministerium des Innern, für Bau und Heimat"
632,https://kleineanfragen.de/bundestag/19/15115-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-datenverfuegbarkeit-als,19,15115,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Datenverfügbarkeit als Grundlage der Digitalisierung des Verkehrs",minor,2019-11-13,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Bundesministerium für Verkehr und digitale Infrastruktur
633,https://kleineanfragen.de/bundestag/19/15114-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-haftungsregelungen-fuer,19,15114,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Haftungsregelungen für autonome Systeme überprüfen und gegebenenfalls anpassen",minor,2019-11-13,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Bundesministerium der Justiz und für Verbraucherschutz
