,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
73886,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2090-wildverbiss-im-saarlaendischen-wald,Wildverbiss im saarländischen Wald,written,2017-02-15T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73887,Birgit Huonker,Birgit Huonker,https://kleineanfragen.de/saarland/15/2089-befoerderungen-bei-der-saarlaendischen-polizei-2016,Beförderungen bei der saarländischen Polizei 2016,written,2017-02-15T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73888,Birgit Huonker,Birgit Huonker,https://kleineanfragen.de/saarland/15/2088-geplante-verstaerkte-videoueberwachung-im-saarland,Geplante verstärkte Videoüberwachung im Saarland,written,2017-02-15T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73889,Birgit Huonker,Birgit Huonker,https://kleineanfragen.de/saarland/15/2087-zahl-der-gefaehrder-im-saarland,"Zahl der ""Gefährder"" im Saarland",written,2017-02-15T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73890,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/2086-franzoesische-erzieherinnen-im-saarland,Französische ErzieherInnen im Saarland,written,2017-02-15T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73891,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2084-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-betreffend-saarlaendische-waldbilanz-drucksache-15-2049,Nachfrage zur Antwort der Landesregierung auf die Anfrage betreffend Saarländische Waldbilanz [Drucksache 15/2049 (15/2020)],written,2017-02-06T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73892,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2079-position-der-landesregierung-zur-geplanten-pkw-maut,Position der Landesregierung zur geplanten Pkw-Maut,written,2017-01-17T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73893,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2071-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-der-abgeordneten-andreas-augustin-piraten-und-jasmin,Nachfrage zur Antwort der Landesregierung auf die Anfrage der Abgeordneten Andreas Augustin (PIRATEN) und Jasmin Freigang (PIRATEN) betreffend Cumarin in Zimtprodukten [Drucksache 15/2048 (15/2009)],written,2017-01-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73894,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2070-feinstaubbelastung-im-saarland,Feinstaubbelastung im Saarland,written,2017-01-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73895,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2069-weitere-planungsschritte-zur-ansiedlung-eines-globus-marktes-auf-der-lik-nord-flaeche-betzenhoelle,Weitere Planungsschritte zur Ansiedlung eines Globus-Marktes auf der LIK.Nord-Fläche Betzenhölle,written,2017-01-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73896,Jasmin Freigang,Jasmin Freigang,https://kleineanfragen.de/saarland/15/2068-jugend-und-familienministerkonferenz-jfmk-am-21-22-mai-2015-in-perl,Jugend- und Familienministerkonferenz (JFMK) am 21./22. Mai 2015 in Perl,written,2017-01-12T00:00:00Z,Piraten,Landesregierung,Landesregierung
73897,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2067-naturschutzgebiete-und-erholung,Naturschutzgebiete und Erholung,written,2017-01-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73898,Heike Kugler,Heike Kugler,https://kleineanfragen.de/saarland/15/2066-zahl-der-rueckfuehrungen-ausreisepflichtiger-personen-im-saarland,Zahl der Rückführungen ausreisepflichtiger Personen im Saarland,written,2017-01-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73899,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2065-wildunfaelle-im-saarland-haeufigkeit-ursachen-reduzierung,"Wildunfälle im Saarland - Häufigkeit, Ursachen, Reduzierung",written,2017-01-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73900,Barbara Spaniol,Barbara Spaniol,https://kleineanfragen.de/saarland/15/2064-personelle-situation-an-den-grundschulen-des-saarlandes,Personelle Situation an den Grundschulen des Saarlandes,written,2017-01-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73901,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2049-saarlaendische-waldbilanz,Saarländische Waldbilanz,written,2016-12-19T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73902,Andreas Augustin,Andreas Augustin,https://kleineanfragen.de/saarland/15/2048-cumarin-in-zimtprodukten,Cumarin in Zimtprodukten,written,2016-12-19T00:00:00Z,Piraten,Landesregierung,Landesregierung
73903,Michael Neyses,Michael Neyses,https://kleineanfragen.de/saarland/15/2047-nitratbelastung-im-saarland,Nitratbelastung im Saarland,written,2016-12-19T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73904,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2046-barrierefreiheit-auf-dem-baumturm-und-dem-baumwipfelpfad-saarschleife-in-mettlach-orscholz-cloef-der-erlebnis,Barrierefreiheit auf dem Baumturm und dem Baumwipfelpfad Saarschleife in Mettlach-Orscholz (Cloef) der Erlebnis Akademie AG,written,2016-12-19T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73905,Barbara Spaniol,Barbara Spaniol,https://kleineanfragen.de/saarland/15/2045-fuss-und-radwegeverbindung-zwischen-alsweiler-und-tholey,Fuß- und Radwegeverbindung zwischen Alsweiler und Tholey,written,2016-12-19T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73906,Heike Kugler,Heike Kugler,https://kleineanfragen.de/saarland/15/2044-zustellungszeiten-bei-der-deutschen-post-im-saarland,Zustellungszeiten bei der Deutschen Post im Saarland,written,2016-12-19T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73907,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2043-nachfrage-zu-der-antwort-der-landesregierung-auf-die-anfrage-betreffend-bergschaeden-an-der-verkehrsinfrastruktur,Nachfrage zu der Antwort der Landesregierung auf die Anfrage betreffend Bergschäden an der Verkehrsinfrastruktur und Liegenschaften des Landes [Drucksache 15/1950 (15/1871)],written,2016-12-19T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73908,Heike Kugler,Heike Kugler,https://kleineanfragen.de/saarland/15/2036-grundsicherung-im-saarland,Grundsicherung im Saarland,written,2016-12-06T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73909,Jasmin Freigang,Jasmin Freigang,https://kleineanfragen.de/saarland/15/2019-kosten-der-rueckkehr-zum-neunjaehrigen-gymnasium,Kosten der Rückkehr zum neunjährigen Gymnasium,written,2016-11-28T00:00:00Z,Piraten,Landesregierung,Landesregierung
73910,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/2018-aktuelle-situation-im-saarforst,Aktuelle Situation im SaarForst,written,2016-11-28T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73911,Prof. Dr. Heinz Bierbaum,Prof. Dr. Heinz Bierbaum,https://kleineanfragen.de/saarland/15/2017-kosten-der-rechtlichen-auseinandersetzungen-der-stiftung-saarlaendischer-kulturbesitz-im-zusammenhang-mt-dem-iv,Kosten der rechtlichen Auseinandersetzungen der Stiftung Saarländischer Kulturbesitz im Zusammenhang mt dem IV. Pavillon,written,2016-11-28T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73912,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/2011-kita-beitraege,Kita-Beiträge,written,2016-11-21T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73913,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2010-sozialer-wohnungsbau-im-saarland,Sozialer Wohnungsbau im Saarland,written,2016-11-21T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73914,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2004-fuchsschonzeit-und-raeude,Fuchsschonzeit und Räude,written,2016-11-09T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73915,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/2002-untersuchung-bezueglich-der-ueberwachung-von-mitarbeitern-im-baubetriebshof-der-kreisstadt-homburg,Untersuchung bezüglich der Überwachung von Mitarbeitern im Baubetriebshof der Kreisstadt Homburg,written,2016-11-09T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73916,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/2001-situation-von-kindern-psychisch-kranker-eltern,Situation von Kindern psychisch kranker Eltern,written,2016-11-09T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73917,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/2003-plaene-zur-ansiedlung-eines-globus-marktes-auf-der-lik-nord-flaeche-betzenhoelle,Pläne zur Ansiedlung eines Globus-Marktes auf der LIK.Nord-Fläche Betzenhölle,written,2016-11-08T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73918,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1996-schadstoffbelastung-im-warndt,Schadstoffbelastung im Warndt,written,2016-11-08T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73919,Jasmin Freigang,Jasmin Freigang,https://kleineanfragen.de/saarland/15/1995-situation-der-veterinaeraemter-bzw-amtsveterinaerinnen-und-veterinaere-im-saarland,Situation der Veterinärämter bzw. Amtsveterinärinnen und -veterinäre im Saarland,written,2016-11-08T00:00:00Z,Piraten,Landesregierung,Landesregierung
73920,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/1994-plakatierungsregelung-in-den-kommunen,Plakatierungsregelung in den Kommunen,written,2016-11-08T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73921,Ralf Georgi,Ralf Georgi,https://kleineanfragen.de/saarland/15/1982-tierversuche-im-saarland,Tierversuche im Saarland,written,2016-10-31T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73922,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1981-gefahren-durch-windkraftanlagen-wie-braende-und-eiswurf,Gefahren durch Windkraftanlagen wie Brände und Eiswurf,written,2016-10-31T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73923,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1980-verunreinigtes-trinkwasser,Verunreinigtes Trinkwasser,written,2016-10-31T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73924,Astrid Schramm,Astrid Schramm,https://kleineanfragen.de/saarland/15/1952-auszahlung-von-dienstaufwandsentschaedigungen-und-monatlichen-pauschalen,Auszahlung von Dienstaufwandsentschädigungen und monatlichen Pauschalen,written,2016-09-28T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73925,Michael Hilberer,Michael Hilberer,https://kleineanfragen.de/saarland/15/1951-aktivitaeten-der-landesregierung-im-bereich-des-grubenwasseranstiegs,Aktivitäten der Landesregierung im Bereich des Grubenwasseranstiegs,written,2016-09-28T00:00:00Z,Piraten,Landesregierung,Landesregierung
73926,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1950-bergschaeden-an-der-verkehrsinfrastruktur-und-liegenschaften-des-landes,Bergschäden an der Verkehrsinfrastruktur und Liegenschaften des Landes,written,2016-09-28T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73927,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1949-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-betreffend-moeglichkeit-eines-pumpspeicherkraftwerks-im,Nachfrage zur Antwort der Landesregierung auf die Anfrage betreffend Möglichkeit eines Pumpspeicherkraftwerks im Nordschacht Saar [Drucksache 15/1822 (15/1750),written,2016-09-28T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73928,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1948-regionale-strompreisunterschiede,Regionale Strompreisunterschiede,written,2016-09-28T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73929,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1933-windkraftanlagen-hoxberg,Windkraftanlagen Hoxberg,written,2016-09-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73930,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1932-versorgung-erwachsener-sexual-und-gewaltstraftaeter-mit-psychotherapeutischen-deliktpraeventiven-angeboten,Versorgung erwachsener Sexual- und Gewaltstraftäter mit psychotherapeutischen deliktpräventiven Angeboten,written,2016-09-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73931,Heike Kugler,Heike Kugler,https://kleineanfragen.de/saarland/15/1931-abruf-der-vom-bund-zur-verfuegung-gestellten-mittel-fuer-leistungen-des-bildungs-und-teilhabepaketes-but,Abruf der vom Bund zur Verfügung gestellten Mittel für Leistungen des Bildungs- und Teilhabepaketes (BuT),written,2016-09-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73932,Michael Hilberer,Michael Hilberer,https://kleineanfragen.de/saarland/15/1928-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-betreffend-bedarfsplanung-und-besetzungsquote-in-der,Nachfrage zur Antwort der Landesregierung auf die Anfrage betreffend Bedarfsplanung und Besetzungsquote in der saarländischen Justiz [Drucksache 15/1844 (15/1807)],written,2016-09-12T00:00:00Z,Piraten,Landesregierung,Landesregierung
73933,Michael Neyses,Michael Neyses,https://kleineanfragen.de/saarland/15/1927-ende-des-gueterverkehrs-auf-der-bisttalbahn,Ende des Güterverkehrs auf der Bisttalbahn,written,2016-09-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73934,Astrid Schramm,Astrid Schramm,https://kleineanfragen.de/saarland/15/1926-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-leichenschau-im-saarland-drucksache-15-1686-15-1618,"Nachfrage zur Antwort der Landesregierung auf die Anfrage ""Leichenschau im Saarland"" [Drucksache 15/1686 (15/1618)]",written,2016-09-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73935,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1925-zwischenstand-der-umstrukturierung-der-verbraucherschutzaemter,Zwischenstand der Umstrukturierung der Verbraucherschutzämter,written,2016-09-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73936,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/1924-handwerkmeister-im-oeffentlichen-dienst,Handwerkmeister im öffentlichen Dienst,written,2016-09-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73937,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1923-grenzueberschreitende-windkraftplanungen-in-ormesviller,Grenzüberschreitende Windkraftplanungen in Ormesviller,written,2016-09-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73938,Michael Hilberer,Michael Hilberer,https://kleineanfragen.de/saarland/15/1922-brief-des-landkreises-trier-saarburg-hinsichtlich-der-reaktivierung-der-hochwaldbahn-und-hunsrueckquerbahn,Brief des Landkreises Trier-Saarburg hinsichtlich der Reaktivierung der Hochwaldbahn und Hunsrückquerbahn,written,2016-09-12T00:00:00Z,Piraten,Landesregierung,Landesregierung
73939,Michael Hilberer,Michael Hilberer,https://kleineanfragen.de/saarland/15/1921-kv-terminal-ueberherrn-falck-hargarten,KV-Terminal Überherrn/Falck-Hargarten,written,2016-09-12T00:00:00Z,Piraten,Landesregierung,Landesregierung
73940,Astrid Schramm,Astrid Schramm,https://kleineanfragen.de/saarland/15/1909-keime-auf-der-kinderintensivstation-des-marienhaus-klinikums-saarlouis,Keime auf der Kinderintensivstation des Marienhaus-Klinikums Saarlouis,written,2016-07-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73941,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1908-schutz-der-saarlaendischen-bevoelkerung-bei-einer-katastrophe-im-akw-cattenom,Schutz der saarländischen Bevölkerung bei einer Katastrophe im AKW Cattenom,written,2016-07-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73942,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1907-auswirkungen-einer-katastrophe-im-atomkraftwerk-cattenom-auf-das-saarland,Auswirkungen einer Katastrophe im Atomkraftwerk Cattenom auf das Saarland,written,2016-07-12T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73943,Michael Neyses,Michael Neyses,https://kleineanfragen.de/saarland/15/1906-radverkehrsplan-saarland,Radverkehrsplan Saarland,written,2016-07-12T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73944,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1887-herkunftsnachweis-von-obst-und-gemuese,Herkunftsnachweis von Obst und Gemüse,written,2016-07-06T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73945,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1886-veranstaltungskosten-des-industriekongresses-in-der-voelklinger-huette,Veranstaltungskosten des Industriekongresses in der Völklinger Hütte,written,2016-07-06T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73946,Barbara Spaniol,Barbara Spaniol,https://kleineanfragen.de/saarland/15/1885-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-militaerische-wehrtechnische-ruestungs-und,"Nachfrage zur Antwort der Landesregierung auf die Anfrage ""Militärische, wehrtechnische, rüstungs- und sicherheitsrelevante Forschung und Lehre an den öffentlichen Hochschulen des Landes sowie an den außeruniversitären Forschungseinrichtungen""...",written,2016-07-06T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73947,Ralf Georgi,Ralf Georgi,https://kleineanfragen.de/saarland/15/1884-zahl-der-asylbewerber-und-fluechtlinge-im-saarland,Zahl der Asylbewerber und Flüchtlinge im Saarland,written,2016-07-06T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73948,Heike Kugler,Heike Kugler,https://kleineanfragen.de/saarland/15/1883-stromsperren-und-energiearmut,Stromsperren und Energiearmut,written,2016-07-06T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73949,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1873-einsatz-von-feuerwehrkraeften-bei-einer-katastrophe-im-akw-cattenom,Einsatz von Feuerwehrkräften bei einer Katastrophe im AKW Cattenom,written,2016-06-27T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73950,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1872-versorgung-der-saarlaendischen-bevoelkerung-mit-jodtabletten-bei-einer-katastrophe-im-akw-cattenom,Versorgung der saarländischen Bevölkerung mit Jodtabletten bei einer Katastrophe im AKW Cattenom,written,2016-06-27T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73951,Birgit Huonker,Birgit Huonker,https://kleineanfragen.de/saarland/15/1870-straftaten-bei-ambulanten-pflegediensten,Straftaten bei ambulanten Pflegediensten,written,2016-06-14T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73952,Barbara Spaniol,Barbara Spaniol,https://kleineanfragen.de/saarland/15/1869-saarland-ticket-im-rahmen-eines-freiwilligen-sozialen-jahres,"""Saarland-Ticket"" im Rahmen eines freiwilligen sozialen Jahres",written,2016-06-14T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73953,Andreas Augustin,Andreas Augustin,https://kleineanfragen.de/saarland/15/1868-planungen-zum-ablauf-des-support-fuer-windows-7,Planungen zum Ablauf des Support für Windows 7,written,2016-06-14T00:00:00Z,Piraten,Landesregierung,Landesregierung
73954,Andreas Augustin,Andreas Augustin,https://kleineanfragen.de/saarland/15/1867-infizierung-von-computersystemen-des-landes-durch-die-schadsoftware-locky,Infizierung von Computersystemen des Landes durch die Schadsoftware „Locky“,written,2016-06-14T00:00:00Z,Piraten,Landesregierung,Landesregierung
73955,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1865-anwendung-von-glyphosat-und-kontrollen-auf-rueckstaende,Anwendung von Glyphosat und Kontrollen auf Rückstände,written,2016-06-14T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73956,Ralf Georgi,Ralf Georgi,https://kleineanfragen.de/saarland/15/1845-infektionshygienische-ueberwachung-von-tattoo-piercingstudios,Infektionshygienische Überwachung von Tattoo-/Piercingstudios,written,2016-06-10T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73957,Michael Hilberer,Michael Hilberer,https://kleineanfragen.de/saarland/15/1844-bedarfsplanung-und-besetzungsquote-in-der-saarlaendischen-justiz,Bedarfsplanung und Besetzungsquote in der saarländischen Justiz,written,2016-06-10T00:00:00Z,Piraten,Landesregierung,Landesregierung
73958,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1843-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-projekt-saarpark-merzig-drucksache-15-1719-15-1682,"Nachfrage zur Antwort der Landesregierung auf die Anfrage ""Projekt Saarpark Merzig"" [Drucksache 15/1719 (15/1682)]",written,2016-06-10T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73959,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1842-wert-der-saarlaendischen-beteiligung-an-der-vse-ag,Wert der saarländischen Beteiligung an der VSE AG,written,2016-06-10T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73960,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/1841-nachfrage-zur-antwort-der-landesregierung-auf-die-anfrage-betreffend-ethikunterricht-drucksache-15-1708-15-1639,Nachfrage zur Antwort der Landesregierung auf die Anfrage betreffend Ethikunterricht [Drucksache 15/1708 (15/1639)],written,2016-06-10T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73961,Hubert Ulrich,Hubert Ulrich,https://kleineanfragen.de/saarland/15/1840-naturschutz-offensive-2020,Naturschutz-Offensive 2020,written,2016-06-10T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73962,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1839-windenergie-im-saarland,Windenergie im Saarland,written,2016-06-10T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73963,Astrid Schramm,Astrid Schramm,https://kleineanfragen.de/saarland/15/1838-parkplatzsituation-bei-den-ministerien,Parkplatzsituation bei den Ministerien,written,2016-06-10T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73964,Dagmar Ensch-Engel,Dagmar Ensch-Engel,https://kleineanfragen.de/saarland/15/1832-schutzplanken-an-strassen,Schutzplanken an Straßen,written,2016-05-30T00:00:00Z,Die Linke,Landesregierung,Landesregierung
73965,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/1828-carbon-divestment-und-anlagerichtlinien,Carbon Divestment und Anlagerichtlinien,written,2016-05-23T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73966,Michael Neyses,Michael Neyses,https://kleineanfragen.de/saarland/15/1827-vergabe-von-verkehrsleistungen-im-saarlaendischen-spnv,Vergabe von Verkehrsleistungen im saarländischen SPNV,written,2016-05-23T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73967,Michael Neyses,Michael Neyses,https://kleineanfragen.de/saarland/15/1826-fahrzeugengpaesse-im-schienengebundenen-regionalverkehr-im-saar-land,Fahrzeugengpässe im schienengebundenen Regionalverkehr im Saar-land,written,2016-05-23T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
73968,Klaus Kessler,Klaus Kessler,https://kleineanfragen.de/saarland/15/1825-aktuelle-personalsituation-und-geplanter-stellenabbau-in-der-saarlaendischen-steuerverwaltung,Aktuelle Personalsituation und geplanter Stellenabbau in der saarländischen Steuerverwaltung,written,2016-05-23T00:00:00Z,Bündnis 90/Die Grünen,Landesregierung,Landesregierung
