,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
47188,Ulrike Berger,Ulrike Berger,https://kleineanfragen.de/mecklenburg-vorpommern/6/5936-ortsumgehung-liepgarten,Ortsumgehung Liepgarten,minor,2016-09-26T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Energie, Infrastruktur und Landesentwicklung","Ministerium für Energie, Infrastruktur und Landesentwicklung"
47189,Karen Stramm,Karen Stramm,https://kleineanfragen.de/mecklenburg-vorpommern/6/5934-vorsorgeuntersuchungen-fuer-kinder-in-mecklenburg-vorpommern,Vorsorgeuntersuchungen für Kinder in Mecklenburg-Vorpommern,minor,2016-09-26T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47190,Karen Stramm,Karen Stramm,https://kleineanfragen.de/mecklenburg-vorpommern/6/5931-notaerzte-in-mecklenburg-vorpommern,Notärzte in Mecklenburg-Vorpommern,minor,2016-09-26T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47191,Barbara Borchardt,Barbara Borchardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/5930-errichtung-von-windkraftanlagen-sowie-ausgleichmassnahmen-und-zahlungen,Errichtung von Windkraftanlagen sowie Ausgleichmaßnahmen und -zahlungen,minor,2016-09-26T00:00:00Z,Die Linke,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47192,Helmut Holter;Prof. Dr. Fritz Tack,Prof. Dr. Fritz Tack;Helmut Holter,https://kleineanfragen.de/mecklenburg-vorpommern/6/5923-situation-des-agrobiotechnikums-gross-luesewitz,Situation des Agrobiotechnikums Groß Lüsewitz,minor,2016-09-26T00:00:00Z,Die Linke,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47193,Prof. Dr. Fritz Tack,Prof. Dr. Fritz Tack,https://kleineanfragen.de/mecklenburg-vorpommern/6/5910-aktuelle-situation-der-tierproduktion-in-mecklenburg-vorpommern,Aktuelle Situation der Tierproduktion in Mecklenburg-Vorpommern,minor,2016-09-26T00:00:00Z,Die Linke,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47194,Barbara Borchardt,Barbara Borchardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/5932-berichterstattung-des-ndr-im-august-september-2016-und-regelungen-zur-berichterstattung,Berichterstattung des NDR im August/September 2016 und Regelungen zur Berichterstattung,minor,2016-09-23T00:00:00Z,Die Linke,Staatskanzlei,Staatskanzlei
47195,Henning Foerster,Henning Foerster,https://kleineanfragen.de/mecklenburg-vorpommern/6/5921-entwicklung-der-beschaeftigung-sowie-der-qualifikationsspezifischen-arbeitslosigkeit-und-langzeitarbeitslosigkeit,Entwicklung der Beschäftigung sowie der qualifikationsspezifischen Arbeitslosigkeit und Langzeitarbeitslosigkeit in Mecklenburg-Vorpommern,minor,2016-09-22T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47196,Prof. Dr. Fritz Tack,Prof. Dr. Fritz Tack,https://kleineanfragen.de/mecklenburg-vorpommern/6/5913-aktuelle-situation-bei-der-abwehr-der-afrikanischen-schweinepest-asp,Aktuelle Situation bei der Abwehr der Afrikanischen Schweinepest (ASP),minor,2016-09-22T00:00:00Z,Die Linke,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47197,Henning Foerster,Henning Foerster,https://kleineanfragen.de/mecklenburg-vorpommern/6/5919-umsetzung-des-esf-2014-bis-2020-und-arbeit-der-regionalbeiraete,Umsetzung des ESF 2014 bis 2020 und Arbeit der Regionalbeiräte,minor,2016-09-21T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47198,Dr. Ursula Karlowski,Dr. Ursula Karlowski,https://kleineanfragen.de/mecklenburg-vorpommern/6/5900-oekokontomassnahme-oekologische-aufwertung-des-diedrichshaeger-moores-bei-warnemuende,Ökokontomaßnahme „Ökologische Aufwertung des Diedrichshäger Moores“ bei Warnemünde,minor,2016-09-19T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47199,Barbara Borchardt,Barbara Borchardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/5917-aktivitaetenmeldung-der-landesregierung-2011-bis-2016-sowie-fuer-die-woche-vom-22-08-bis-28-08-2016,Aktivitätenmeldung der Landesregierung 2011 bis 2016 sowie für die Woche vom 22.08. bis 28.08.2016,minor,2016-09-16T00:00:00Z,Die Linke,Staatskanzlei,Staatskanzlei
47200,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5831-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Juni 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47201,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5830-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47202,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5829-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat April 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47203,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5828-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat März 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47204,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5827-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Februar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47205,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5826-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Januar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47206,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5825-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt-schwerin-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Dezember 2015,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47207,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5807-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat Juni 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47208,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5806-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47209,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5805-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat April 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47210,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5804-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat März 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47211,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5803-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat Februar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47212,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5802-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust-parchim-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat Januar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47213,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5748-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-juni-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat Juni 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47214,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5747-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-mai-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47215,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5746-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-april-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat April 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47216,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5745-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-maerz-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat März 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47217,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5744-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-februar-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat Februar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47218,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5743-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-januar-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat Januar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47219,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5742-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-dezember-2015,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat Dezember 2015,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47220,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5741-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-rostock-im-monat-november-2015,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Rostock im Monat November 2015,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47221,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5739-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47222,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5724-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Juni 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47223,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5723-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47224,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5722-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat April 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47225,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5721-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat März 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47226,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5720-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Februar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47227,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5719-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Januar 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47228,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5718-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Dezember 2015,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47229,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5717-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-nordwestmecklenburg-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat November 2015,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47230,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5700-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-juni-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Juni 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47231,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5699-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-mai-2016,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Mai 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47232,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5698-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-april,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat April 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47233,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5697-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-maerz,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat März 2016,minor,2016-09-16T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47234,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5767-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische-seenplatte-im,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat Januar 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47235,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5766-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische-seenplatte-im,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat Dezember 2015,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47236,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5765-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische-seenplatte-im,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat November 2015,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47237,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5740-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat Juni 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47238,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5737-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat März 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47239,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5696-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-februar,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Februar 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47240,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5695-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-januar,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Januar 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47241,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5694-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-dezember,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Dezember 2015,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47242,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5693-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im-monat-november,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat November 2015,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47243,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5684-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen-im-monat-juni,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat Juni 2016,minor,2016-09-15T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47244,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5738-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat April 2016,minor,2016-09-14T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47245,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5736-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat Februar 2016,minor,2016-09-14T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47246,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5683-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen-im-monat-mai,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat Mai 2016,minor,2016-09-14T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47247,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5682-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat April 2016,minor,2016-09-14T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47248,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5681-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat März 2016,minor,2016-09-14T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47249,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5735-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat Januar 2016,minor,2016-09-13T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47250,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5733-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-greifswald-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Greifswald im Monat November 2015,minor,2016-09-13T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47251,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5680-polizeieinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen-im-monat,Polizeieinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat Februar 2016,minor,2016-09-13T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
