,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
47766,Torsten Koplin,Torsten Koplin,https://kleineanfragen.de/mecklenburg-vorpommern/6/5091-umstellung-der-foerderung-von-theatern,Umstellung der Förderung von Theatern,minor,2016-02-04T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47767,Jürgen Suhr,Jürgen Suhr,https://kleineanfragen.de/mecklenburg-vorpommern/6/5089-unvollstreckte-haftbefehle-gegen-rechtsextreme-straftaeter,Unvollstreckte Haftbefehle gegen rechtsextreme Straftäter,minor,2016-02-04T00:00:00Z,Bündnis 90/Die Grünen,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47768,Johannes Saalfeld,Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/5058-studienabbrueche-an-den-hochschulen-in-mecklenburg-vorpommern,Studienabbrüche an den Hochschulen in Mecklenburg-Vorpommern,minor,2016-02-04T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47769,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5049-erweiterungsbau-kindergarten-eggesin,Erweiterungsbau Kindergarten Eggesin,minor,2016-02-04T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47770,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5097-gesuchte-straftaeter-in-mecklenburg-vorpommern,Gesuchte Straftäter in Mecklenburg-Vorpommern,minor,2016-02-03T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47771,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5094-interne-anweisungen-zum-schutz-von-minderheiten,Interne Anweisungen zum Schutz von Minderheiten,minor,2016-02-03T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47772,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5159-finanzielle-aufwendungen-fuer-gemeinschaftsunterkuenfte-und-fuer-die-dezentrale-unterbringung-in-mecklenburg,Finanzielle Aufwendungen für Gemeinschaftsunterkünfte und für die dezentrale Unterbringung in Mecklenburg-Vorpommern,minor,2016-02-02T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47773,Peter Ritter,Peter Ritter,https://kleineanfragen.de/mecklenburg-vorpommern/6/5127-abstimmungsverhalten-der-landesregierung-auf-der-940-sitzung-des-bundesrates,Abstimmungsverhalten der Landesregierung auf der 940. Sitzung des Bundesrates,minor,2016-02-01T00:00:00Z,Die Linke,Staatskanzlei,Staatskanzlei
47774,Johann-Georg Jaeger,Johann-Georg Jaeger,https://kleineanfragen.de/mecklenburg-vorpommern/6/5098-elektromobilitaet-und-alternative-antriebssysteme-als-wirtschaftliche-umweltpolitische-und-gesellschaftliche-chance,"Elektromobilität und alternative Antriebssysteme als wirtschaftliche, umweltpolitische und gesellschaftliche Chance weiterentwickeln - aktueller Sachstand in Mecklenburg-Vorpommern",minor,2016-02-01T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Energie, Infrastruktur und Landesentwicklung","Ministerium für Energie, Infrastruktur und Landesentwicklung"
47775,Jürgen Suhr,Jürgen Suhr,https://kleineanfragen.de/mecklenburg-vorpommern/6/5090-beteiligung-mecklenburg-vorpommerns-am-grenzueberschreitenden-verfahren-zur-umweltvertraeglichkeitspruefung-fuer,Beteiligung Mecklenburg-Vorpommerns am grenzüberschreitenden Verfahren zur Umweltverträglichkeitsprüfung für das geplante erste polnische Atomkraftwerk,minor,2016-02-01T00:00:00Z,Bündnis 90/Die Grünen,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47776,Michael Andrejewski,Michael Andrejewski,https://kleineanfragen.de/mecklenburg-vorpommern/6/5086-koerperverletzung-im-ostseebad-heringsdorf,Körperverletzung im Ostseebad Heringsdorf,minor,2016-02-01T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47777,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5050-polizeieinsatz-in-torgelow-am-13-05-2014,Polizeieinsatz in Torgelow am 13.05.2014,minor,2016-02-01T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47778,Silke Gajek,Silke Gajek,https://kleineanfragen.de/mecklenburg-vorpommern/6/5099-entwicklung-der-geburtenraten-und-des-personalbestands-in-der-geburtshilfe-in-mecklenburg-vorpommern,Entwicklung der Geburtenraten und des Personalbestands in der Geburtshilfe in Mecklenburg-Vorpommern,minor,2016-01-27T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47779,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/5087-schreiben-des-ministers-fuer-bildung-wissenschaft-und-kultur-an-lehrer-im-ruhestand,"Schreiben des Ministers für Bildung, Wissenschaft und Kultur an Lehrer im Ruhestand",minor,2016-01-27T00:00:00Z,NPD,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47780,Johannes Saalfeld,Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/5057-windraeder-als-sendemasten-fuer-schnelles-internet,Windräder als Sendemasten für schnelles Internet,minor,2016-01-27T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Energie, Infrastruktur und Landesentwicklung","Ministerium für Energie, Infrastruktur und Landesentwicklung"
47781,Jacqueline Bernhardt,Jacqueline Bernhardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/5048-sondervermoegen-kinderbetreuungsausbau,Sondervermögen „Kinderbetreuungsausbau“,minor,2016-01-27T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47782,Torsten Koplin,Torsten Koplin,https://kleineanfragen.de/mecklenburg-vorpommern/6/5045-integrationsbetriebe-und-werkstaetten-fuer-behinderte-menschen,Integrationsbetriebe und Werkstätten für behinderte Menschen,minor,2016-01-27T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47783,Jürgen Suhr,Jürgen Suhr,https://kleineanfragen.de/mecklenburg-vorpommern/6/5044-kastenstaende-in-der-schweinehaltung-nach-urteil-des-oberverwaltungsgerichts-magdeburg-vom-24-11-2015,Kastenstände in der Schweinehaltung nach Urteil des Oberverwaltungsgerichts Magdeburg vom 24.11.2015,minor,2016-01-27T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47784,Henning Foerster;Torsten Koplin,Torsten Koplin;Henning Foerster,https://kleineanfragen.de/mecklenburg-vorpommern/6/5040-notwendigkeit-einer-landespraeventionsstrategie,Notwendigkeit einer Landespräventionsstrategie,minor,2016-01-27T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47785,Henning Foerster,Henning Foerster,https://kleineanfragen.de/mecklenburg-vorpommern/6/5039-auswirkungen-des-mindestlohngesetzes-auf-mecklenburg-vorpommern,Auswirkungen des Mindestlohngesetzes auf Mecklenburg-Vorpommern,minor,2016-01-27T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47786,Silke Gajek;Johannes Saalfeld,Silke Gajek;Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/4880-spielraeume-der-landesregierung-bei-der-anwendung-des-asylverfahrensbeschleunigungsgesetzes,Spielräume der Landesregierung bei der Anwendung des Asylverfahrensbeschleunigungsgesetzes,minor,2016-01-27T00:00:00Z,Bündnis 90/Die Grünen,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47787,Henning Foerster,Henning Foerster,https://kleineanfragen.de/mecklenburg-vorpommern/6/5038-massnahmen-zur-staerkung-betrieblicher-mitbestimmung-und-tarifbindung-in-mecklenburg-vorpommern,Maßnahmen zur Stärkung betrieblicher Mitbestimmung und Tarifbindung in Mecklenburg-Vorpommern,minor,2016-01-26T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47788,Silke Gajek;Johannes Saalfeld,Silke Gajek;Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/5022-abschiebungspraxis-der-landesregierung,Abschiebungspraxis der Landesregierung,minor,2016-01-26T00:00:00Z,Bündnis 90/Die Grünen,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47789,Johannes Saalfeld,Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/5056-verwendung-frei-werdender-landesmittel-aus-dem-pakt-fuer-forschung-und-innovation,Verwendung frei werdender Landesmittel aus dem Pakt für Forschung und Innovation,minor,2016-01-22T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47790,Simone Oldenburg,Simone Oldenburg,https://kleineanfragen.de/mecklenburg-vorpommern/6/5043-jahresbericht-der-jugendoffiziere-des-landes-mecklenburg-vorpommern-fuer-das-schuljahr-2014-2015-und-umsetzung-des,Jahresbericht der Jugendoffiziere des Landes Mecklenburg-Vorpommern für das Schuljahr 2014/2015 und Umsetzung des Beutelsbacher Konsenses,minor,2016-01-22T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47791,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5053-polizeieinsatz-eggesin-am-03-09-2015,Polizeieinsatz Eggesin am 03.09.2015,minor,2016-01-21T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47792,Dr. Ursula Karlowski,Dr. Ursula Karlowski,https://kleineanfragen.de/mecklenburg-vorpommern/6/5041-emmissionen-von-quecksilber-und-weiteren-diffusen-stoffen-bei-klaerschlamm-verbrennung,Emmissionen von Quecksilber und weiteren diffusen Stoffen bei Klärschlamm-Verbrennung,minor,2016-01-21T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Wirtschaft, Bau und Tourismus","Ministerium für Wirtschaft, Bau und Tourismus"
47793,Simone Oldenburg,Simone Oldenburg,https://kleineanfragen.de/mecklenburg-vorpommern/6/5054-geloeste-ausbildungsvertraege-2015-in-mecklenburg-vorpommern-mit-stichtag-31-12-2015,Gelöste Ausbildungsverträge 2015 in Mecklenburg-Vorpommern mit Stichtag 31.12.2015,minor,2016-01-20T00:00:00Z,Die Linke,"Ministerium für Wirtschaft, Bau und Tourismus","Ministerium für Wirtschaft, Bau und Tourismus"
47794,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5052-vorfall-in-torgelow-im-dezember-2013,Vorfall in Torgelow im Dezember 2013,minor,2016-01-20T00:00:00Z,NPD,Justizministerium,Justizministerium
47795,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/5051-vorfall-in-strasburg-am-26-02-2015,Vorfall in Strasburg am 26.02.2015,minor,2016-01-20T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47796,Dr. Hikmat Al-Sabty,Dr. Hikmat Al-Sabty,https://kleineanfragen.de/mecklenburg-vorpommern/6/4900-lebenslanges-lernen-fuer-aeltere-menschen-in-mecklenburg-vorpommern,„Lebenslanges Lernen“ für ältere Menschen in Mecklenburg-Vorpommern,minor,2016-01-20T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47797,Silke Gajek,Silke Gajek,https://kleineanfragen.de/mecklenburg-vorpommern/6/5035-verschwundene-unbegleitete-minderjaehrige-fluechtlinge,Verschwundene unbegleitete minderjährige Flüchtlinge,minor,2016-01-18T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47798,Karen Stramm,Karen Stramm,https://kleineanfragen.de/mecklenburg-vorpommern/6/5032-umsetzung-der-nationalen-praeventionsstrategie-in-mecklenburg-vorpommern,Umsetzung der nationalen Präventionsstrategie in Mecklenburg-Vorpommern,minor,2016-01-18T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47799,Torsten Koplin,Torsten Koplin,https://kleineanfragen.de/mecklenburg-vorpommern/6/5047-initiative-inklusion,Initiative Inklusion,minor,2016-01-14T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47800,Beate Schlupp,Beate Schlupp,https://kleineanfragen.de/mecklenburg-vorpommern/6/5042-managementplanung-in-vogelschutzgebieten,Managementplanung in Vogelschutzgebieten,minor,2016-01-14T00:00:00Z,CDU,"Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz","Ministerium für Landwirtschaft, Umwelt und Verbraucherschutz"
47801,Dr. Mignon Schwenke,Dr. Mignon Schwenke,https://kleineanfragen.de/mecklenburg-vorpommern/6/5033-unterstuetzung-der-studierendenwerke-beim-studentischen-wohnen,Unterstützung der Studierendenwerke beim studentischen Wohnen,minor,2016-01-14T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47802,Simone Oldenburg,Simone Oldenburg,https://kleineanfragen.de/mecklenburg-vorpommern/6/5029-lehrervorbereitungsdienst-in-mecklenburg-vorpommern,Lehrervorbereitungsdienst in Mecklenburg-Vorpommern,minor,2016-01-14T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47803,Jürgen Suhr,Jürgen Suhr,https://kleineanfragen.de/mecklenburg-vorpommern/6/4894-brandanschlaege-auf-fluechtlingsunterkuenfte,Brandanschläge auf Flüchtlingsunterkünfte,minor,2016-01-14T00:00:00Z,Bündnis 90/Die Grünen,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47804,Helmut Holter,Helmut Holter,https://kleineanfragen.de/mecklenburg-vorpommern/6/4893-sechste-aenderung-des-bebauungsplanes-nr-19-schaalseehof-der-stadt-zarrentin,Sechste Änderung des Bebauungsplanes Nr. 19 „Schaalseehof“ der Stadt Zarrentin,minor,2016-01-13T00:00:00Z,Die Linke,"Ministerium für Wirtschaft, Bau und Tourismus","Ministerium für Wirtschaft, Bau und Tourismus"
47805,Torsten Koplin,Torsten Koplin,https://kleineanfragen.de/mecklenburg-vorpommern/6/5036-foerderung-von-service-centern,Förderung von Service-Centern,minor,2016-01-11T00:00:00Z,Die Linke,"Ministerium für Wirtschaft, Bau und Tourismus","Ministerium für Wirtschaft, Bau und Tourismus"
47806,Barbara Borchardt,Barbara Borchardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/5026-situation-der-berufsbetreuer-in-mecklenburg-vorpommern,Situation der Berufsbetreuer in Mecklenburg-Vorpommern,minor,2016-01-11T00:00:00Z,Die Linke,Justizministerium,Justizministerium
47807,Tino Müller,Tino Müller,https://kleineanfragen.de/mecklenburg-vorpommern/6/4944-regionales-raumentwicklungsprogramm-vorpommern-gerichtsurteile-und-windeignungsgebiete-unter-besonderer,"Regionales Raumentwicklungsprogramm Vorpommern, Gerichtsurteile und Windeignungsgebiete unter besonderer Berücksichtigung der WEG 34/2015 und 35/2015",minor,2016-01-08T00:00:00Z,NPD,"Ministerium für Energie, Infrastruktur und Landesentwicklung","Ministerium für Energie, Infrastruktur und Landesentwicklung"
47808,Ulrike Berger,Ulrike Berger,https://kleineanfragen.de/mecklenburg-vorpommern/6/4942-umsetzung-der-handlungsempfehlungen-der-expertenkommission-zukunft-der-erziehung-und-bildung-unter,Umsetzung der Handlungsempfehlungen der Expertenkommission „Zukunft der Erziehung und Bildung unter Berücksichtigung des lebenslangen Lernens in M-V“,minor,2016-01-08T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47809,Peter Ritter;Dr. Hikmat Al-Sabty,Peter Ritter;Dr. Hikmat Al-Sabty,https://kleineanfragen.de/mecklenburg-vorpommern/6/4905-einsatz-bewaffneter-deutscher-streitkraefte-zur-verhuetung-bzw-unterbindung-terroristischer-handlungen-durch-die,Einsatz bewaffneter deutscher Streitkräfte zur Verhütung bzw. Unterbindung terroristischer Handlungen durch die Terrororganisation „Islamischer Staat“ und Verlängerung des Einsatzes der Bundeswehr in Afghanistan,minor,2016-01-08T00:00:00Z,Die Linke,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47810,Jacqueline Bernhardt,Jacqueline Bernhardt,https://kleineanfragen.de/mecklenburg-vorpommern/6/4883-darstellung-der-elternbeitraege-fuer-kinderbetreuung-in-mecklenburg-vorpommern,Darstellung der Elternbeiträge für Kinderbetreuung in Mecklenburg-Vorpommern,minor,2016-01-08T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47811,Udo Pastörs,Udo Pastörs,https://kleineanfragen.de/mecklenburg-vorpommern/6/4671-kostenlose-faehrtickets-fuer-sogenannte-fluechtlinge,Kostenlose Fährtickets für sogenannte Flüchtlinge,minor,2016-01-08T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47812,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4669-hotels-fuer-asylbewerber,Hotels für Asylbewerber,minor,2016-01-08T00:00:00Z,NPD,Ministerium für Inneres und Sport,Ministerium für Inneres und Sport
47813,Torsten Koplin,Torsten Koplin,https://kleineanfragen.de/mecklenburg-vorpommern/6/5046-interministerielle-arbeitsgruppe-gesundheitsfoerderung,Interministerielle Arbeitsgruppe „Gesundheitsförderung“,minor,2016-01-07T00:00:00Z,Die Linke,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47814,Johannes Saalfeld,Johannes Saalfeld,https://kleineanfragen.de/mecklenburg-vorpommern/6/5034-qualitaetssicherung-von-promotionen-und-verhinderung-von-plagiaten,Qualitätssicherung von Promotionen und Verhinderung von Plagiaten,minor,2016-01-07T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47815,Ulrike Berger,Ulrike Berger,https://kleineanfragen.de/mecklenburg-vorpommern/6/4799-ermoeglichung-von-schulgirokonten,Ermöglichung von Schulgirokonten,minor,2016-01-06T00:00:00Z,Bündnis 90/Die Grünen,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47816,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4767-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat Oktober 2015,minor,2016-01-06T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47817,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4765-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Nordwestmecklenburg im Monat August 2015,minor,2016-01-06T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47818,Simone Oldenburg,Simone Oldenburg,https://kleineanfragen.de/mecklenburg-vorpommern/6/4732-niederdeutsch-in-den-allgemein-bildenden-schulen-mecklenburg-vorpommern,Niederdeutsch in den allgemein bildenden Schulen Mecklenburg-Vorpommern,minor,2016-01-06T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47819,Simone Oldenburg,Simone Oldenburg,https://kleineanfragen.de/mecklenburg-vorpommern/6/5027-verguetete-mehrarbeit-an-den-allgemein-bildenden-und-beruflichen-schulen,Vergütete Mehrarbeit an den allgemein bildenden und beruflichen Schulen,minor,2016-01-05T00:00:00Z,Die Linke,"Ministerium für Bildung, Wissenschaft und Kultur","Ministerium für Bildung, Wissenschaft und Kultur"
47820,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4814-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat August 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47821,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4813-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat September 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47822,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4812-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-ludwigslust,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Ludwigslust-Parchim im Monat Oktober 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47823,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4805-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat Oktober 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47824,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4804-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat September 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47825,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4803-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-mecklenburgische,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Mecklenburgische Seenplatte im Monat August 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47826,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4795-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat Oktober 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47827,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4794-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat September 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47828,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4793-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-landeshauptstadt,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Landeshauptstadt Schwerin im Monat August 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47829,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4786-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat Oktober 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47830,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4785-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat September 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47831,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4784-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-im-landkreis-vorpommern-ruegen,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten im Landkreis Vorpommern-Rügen im Monat August 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
47832,David Petereit,David Petereit,https://kleineanfragen.de/mecklenburg-vorpommern/6/4776-medizinische-rettungseinsaetze-in-unterkuenften-fuer-asylbewerber-und-oder-asylanten-in-der-hansestadt-rostock-im,Medizinische Rettungseinsätze in Unterkünften für Asylbewerber und/oder Asylanten in der Hansestadt Rostock im Monat Oktober 2015,minor,2016-01-05T00:00:00Z,NPD,"Ministerium für Arbeit, Gleichstellung und Soziales","Ministerium für Arbeit, Gleichstellung und Soziales"
